Slovo;Pád;Slovo2;Pád2
k;;;
zavedeniu;datív;;datív
Asklépiovho;genitív;;genitív
kultu;genitív;;genitív
do;;;
Atén;genitív;;genitív
.;;;
Sofokles;nominatív;;nominatív
patrí;;;
spolu;;;
so;;;
starším;inštrumentál;;inštrumentál
Aischylom;inštrumentál;;inštrumentál
a;;;
mladším;inštrumentál;;inštrumentál
Euripidom;inštrumentál;;inštrumentál
medzi;;;
najvýznamnejších;genitív;;akuzatív
starovekých;genitív;;akuzatív
dramatikov;genitív;;akuzatív
.;;;
Francúzska;nominatív;;nominatív
okupačná;nominatív;;nominatív
zóna;nominatív;;nominatív
Nemecka;nominatív;;genitív
Francúzska;nominatív;;nominatív
okupačná;nominatív;;nominatív
zóna;nominatív;;nominatív
Nemecka;nominatív;;genitív
bola;;;
jedným;inštrumentál;;inštrumentál
zo;;;
štyroch;genitív;;genitív
okupačných;genitív;;genitív
útvarov;genitív;;genitív
,;;;
ktoré;nominatív;;nominatív
boli;;;
v;;;
júli;lokál;;lokál
1945;;;
zriadené;nominatív;;nominatív
víťaznými;inštrumentál;;inštrumentál
spojencami;inštrumentál;;inštrumentál
v;;;
povojnovom;lokál;;lokál
Nemecku;lokál;;lokál
.;;;
V;;;
roku;lokál;;lokál
1952;;;
sa;;;
spojili;;;
Bádensko;nominatív;;nominatív
a;;;
Württembersko;;;nominatív
‐;;;
Hohenzollernsko;nominatív;;nominatív
s;;;
američanmi;inštrumentál;;inštrumentál
okupovaným;inštrumentál;;inštrumentál
Württemberskom;inštrumentál;;inštrumentál
‐;;;
Bádenskom;inštrumentál;;inštrumentál
a;;;
vytvorili;;;
krajinu;akuzatív;;akuzatív
Bádensko;;;nominatív
‐;;;
Württembersko;nominatív;;nominatív
.;;;
Bitka;nominatív;;nominatív
pri;;;
Maratóne;lokál;;lokál
Bitka;nominatív;;nominatív
pri;;;
Maratóne;lokál;;lokál
(;;;
12;;;
.;;;
september;nominatív;;nominatív
490;;;
pred;;;
Kr;;;
.;;;
);;;
bola;;;
výsledkom;inštrumentál;;inštrumentál
snahy;genitív;;genitív
Dareia;genitív;;genitív
I;;;
.;;;
o;;;
pripojenie;akuzatív;;akuzatív
Grécka;genitív;;genitív
k;;;
Perzskej;datív;;datív
ríši;datív;;datív
.;;;
Veliteľom;inštrumentál;;inštrumentál
gréckych;genitív;;genitív
vojsk;genitív;;genitív
bol;;;
Kallimachos;nominatív;;nominatív
,;;;
plán;nominatív;;akuzatív
bitky;genitív;;genitív
vypracoval;;;
Miltiades;akuzatív;;nominatív
.;;;
V;;;
súlade;lokál;;lokál
s;;;
plánom;inštrumentál;;inštrumentál
pritom;;;
posilili;;;
svoj;akuzatív;;akuzatív
útvar;akuzatív;;akuzatív
po;;;
krídlach;lokál;;lokál
šíku;genitív;;genitív
.;;;
Po;;;
tomto;lokál;;lokál
športovom;lokál;;lokál
výkone;lokál;;lokál
aténského;genitív;;genitív
vojenského;genitív;;genitív
posla;genitív;;genitív
bola;;;
pomenována;nominatív;;nominatív
olympiská;genitív;;nominatív
disciplína;nominatív;;nominatív
maratónsky;nominatív;;nominatív
beh;nominatív;;nominatív
(;;;
maratón;nominatív;;nominatív
);;;
.;;;
Vo;;;
vnútri;lokál;;lokál
hrobky;genitív;;genitív
Dareia;genitív;;genitív
I;;;
.;;;
je;;;
rad;nominatív;;nominatív
postranných;genitív;;genitív
chodieb;genitív;;genitív
a;;;
miestností;genitív;;genitív
,;;;
ktoré;nominatív;;nominatív
by;;;
poskytli;;;
priestor;akuzatív;;akuzatív
prinajmenšom;;;
trom;datív;;datív
sarkofágom;datív;;datív
.;;;
V;;;
pozadí;lokál;;lokál
stojí;;;
popredný;nominatív;;nominatív
predstaviteľ;nominatív;;nominatív
zarathuštrovskej;genitív;;genitív
„;;;
štátnej;genitív;;genitív
“;;;
cirkvi;genitív;;genitív
,;;;
kňaz;nominatív;;nominatív
Kartír;nominatív;;nominatív
.;;;
Elektrolýza;nominatív;;nominatív
je;;;
fyzikálno;nominatív;;
‐;;;
chemický;nominatív;;nominatív
dej;nominatív;;nominatív
,;;;
spôsobený;nominatív;;nominatív
priechodom;inštrumentál;;inštrumentál
elektrického;genitív;;genitív
prúdu;genitív;;genitív
cez;;;
roztok;akuzatív;;akuzatív
,;;;
pri;;;
ktorom;lokál;;lokál
dochádza;;;
k;;;
chemickým;datív;;datív
zmenám;datív;;datív
na;;;
elektródach;lokál;;lokál
.;;;
Časticové;nominatív;;nominatív
vysvetlenie;nominatív;;nominatív
Príklady;nominatív;;nominatív
eletrolýzy;genitív;;genitív
Elektrolýza;nominatív;;nominatív
kuchynskej;genitív;;genitív
soli;genitív;;genitív
Elektródy;nominatív;;nominatív
môžu;;;
byť;;;
napríklad;;;
uhlíkové;nominatív;;nominatív
.;;;
Na;;;
zápornej;lokál;;lokál
elektróde;lokál;;lokál
sa;;;
teda;;;
z;;;
roztoku;genitív;;genitív
vylučuje;;;
pevný;nominatív;;nominatív
sodík;nominatív;;nominatív
(;;;
reaguje;;;
s;;;
vodou;inštrumentál;;inštrumentál
);;;
,;;;
na;;;
kladnej;lokál;;lokál
elektróde;lokál;;lokál
uniká;;;
plynný;nominatív;;nominatív
chlór;nominatív;;nominatív
.;;;
V;;;
elektrolyte;lokál;;lokál
za;;;
zmenšuje;;;
počet;akuzatív;;nominatív
iónov;genitív;;genitív
,;;;
koncentrácia;nominatív;;nominatív
roztoku;genitív;;genitív
sa;;;
znižuje;;;
,;;;
kvapalina;nominatív;;nominatív
sa;;;
stáva;;;
menej;;;
vodivou;inštrumentál;;inštrumentál
.;;;
Elektrolýza;genitív;;nominatív
vody;genitív;;genitív
Anióny;nominatív;;nominatív
SO42;;;
−;;;
sa;;;
pohybujú;;;
ku;;;
kladnej;datív;;datív
elektróde;datív;;datív
,;;;
ktorej;lokál;;datív
odovzdávajú;;;
svoje;akuzatív;;akuzatív
prebytočné;akuzatív;;akuzatív
elektróny;akuzatív;;akuzatív
a;;;
elektricky;;;
neutrálna;nominatív;;nominatív
molekula;nominatív;;nominatív
SO4;;;
okamžite;;;
reaguje;;;
s;;;
vodou;inštrumentál;;inštrumentál
‐;;;
vzniká;;;
nová;nominatív;;nominatív
molekula;nominatív;;nominatív
H2SO4;;;
.;;;
Galvanické;nominatív;;nominatív
pokovovanie;nominatív;;nominatív
Koncentrácia;nominatív;;nominatív
roztoku;genitív;;genitív
zostáva;;;
rovnaká;nominatív;;nominatív
,;;;
medená;nominatív;;nominatív
elektróda;nominatív;;nominatív
sa;;;
časom;inštrumentál;;
rozpustí;;;
.;;;
Faradayove;nominatív;;nominatív
zákony;nominatív;;nominatív
elektrolýzy;genitív;;genitív
1;;;
.;;;
Faradayov;nominatív;;nominatív
zákon;nominatív;;nominatív
2;;;
.;;;
Faradayov;nominatív;;nominatív
zákon;nominatív;;nominatív
Látkové;nominatív;;nominatív
množstvo;nominatív;;nominatív
vylučené;nominatív;;nominatív
rovnakým;inštrumentál;;inštrumentál
nábojom;inštrumentál;;inštrumentál
je;;;
pre;;;
všetky;akuzatív;;akuzatív
látky;akuzatív;;akuzatív
chemicky;;;
rovnaký;nominatív;;nominatív
,;;;
alebo;;;
elektrochemický;nominatív;;nominatív
ekvivalent;nominatív;;nominatív
A;;;
závisí;;;
priamo;;;
úmerne;;;
od;;;
mólovej;genitív;;genitív
hmotnosti;genitív;;genitív
látky;genitív;;genitív
.;;;
Využitie;nominatív;;nominatív
elektrolýzy;genitív;;genitív
Horst;;;nominatív
Mahler;;;nominatív
Horst;;;nominatív
Mahler;;;nominatív
(;;;
*;;;
23;;;
.;;;
január;;;nominatív
1936;;;
,;;;
Haynau;genitív;;nominatív
);;;
je;;;
nemecký;nominatív;;nominatív
právnik;nominatív;;nominatív
a;;;
obhajca;nominatív;;nominatív
.;;;
Germánstvo;nominatív;;nominatív
sa;;;
pomaly;;;
stávalo;;;
v;;;
jeho;lokál;;lokál
očiach;lokál;;lokál
východiskom;inštrumentál;;inštrumentál
pre;;;
problémy;akuzatív;;akuzatív
nemeckej;genitív;;genitív
spoločnosti;genitív;;genitív
.;;;
Neskôr;;;
zastupoval;;;
stranu;akuzatív;;akuzatív
aj;;;
v;;;
rôznych;lokál;;lokál
procesoch;lokál;;lokál
a;;;
pri;;;
rôznych;lokál;;lokál
príležitostiach;lokál;;lokál
sa;;;
zasadzoval;;;
za;;;
obnovu;akuzatív;;akuzatív
Veľkonemeckej;genitív;;genitív
ríše;genitív;;genitív
.;;;
Roku;genitív;;genitív
2002;;;
rozdával;;;
novinárom;datív;;datív
na;;;
straníckej;lokál;;lokál
konferencii;lokál;;lokál
NPD;;;
neonacistické;akuzatív;;akuzatív
letáky;akuzatív;;akuzatív
,;;;
ktoré;nominatív;;nominatív
označovali;;;
nenávisť;akuzatív;;akuzatív
voči;;;
Židom;datív;;datív
za;;;
niečo;akuzatív;;akuzatív
celkom;;;
obvyklé;akuzatív;;akuzatív
.;;;
Narodil;;;
sa;;;
vo;;;
významnej;lokál;;lokál
rímskej;lokál;;lokál
rodine;lokál;;lokál
.;;;
Následne;;;
roku;genitív;;genitív
543;;;
/;;;
544;;;
Justinián;nominatív;;nominatív
odsúdil;;;
spisy;akuzatív;;akuzatív
troch;genitív;;genitív
významných;genitív;;genitív
antiochijských;genitív;;genitív
teológov;genitív;;genitív
(;;;
pozri;;;
Spor;akuzatív;;akuzatív
o;;;
Tri;akuzatív;;akuzatív
kapitoly;akuzatív;;akuzatív
);;;
.;;;
Proti;;;
tomuto;datív;;datív
výnosu;datív;;datív
,;;;
ktorý;nominatív;;nominatív
zároveň;;;
spochybňoval;;;
autoritu;akuzatív;;akuzatív
Chalcedonského;genitív;;genitív
koncilu;genitív;;genitív
,;;;
sa;;;
však;;;
postavili;;;
západní;nominatív;;nominatív
biskupi;nominatív;;nominatív
a;;;
Vigilius;nominatív;;nominatív
,;;;
ktorí;nominatív;;nominatív
odmietli;;;
Tri;akuzatív;;akuzatív
kapitoly;akuzatív;;akuzatív
odsúdiť;;;
.;;;
Vigilius;akuzatív;;nominatív
odcestoval;;;
do;;;
Carihradu;genitív;;genitív
,;;;
kde;;;
v;;;
roku;lokál;;lokál
548;;;
pod;;;
nátlakom;inštrumentál;;inštrumentál
a;;;
na;;;
zdesenie;akuzatív;;akuzatív
západných;genitív;;genitív
biskupov;genitív;;genitív
vo;;;
svojom;lokál;;lokál
Iudicatum;lokál;;lokál
podpísal;;;
odsúdenie;akuzatív;;akuzatív
Troch;genitív;;genitív
kapitol;genitív;;genitív
.;;;
Justinián;nominatív;;nominatív
aj;;;
napriek;;;
tomu;datív;;datív
roku;genitív;;genitív
551;;;
znova;;;
Tri;nominatív;;akuzatív
kapitoly;nominatív;;akuzatív
odsúdil;;;
,;;;
proti;;;
čomu;datív;;datív
Vigilius;akuzatív;;nominatív
protestoval;;;
a;;;
nakoniec;;;
sa;;;
uchýlil;;;
do;;;
baziliky;genitív;;genitív
sv;;;
.;;;
Vigilius;genitív;;nominatív
sa;;;
v;;;
tzv;;;
.;;;
druhom;lokál;;lokál
protokole;lokál;;lokál
vyjadril;;;
v;;;
súlade;lokál;;lokál
s;;;
týmto;inštrumentál;;inštrumentál
koncilom;inštrumentál;;inštrumentál
.;;;
Vigilius;akuzatív;;nominatív
zomrel;;;
na;;;
ceste;lokál;;lokál
domov;;;
7;;;
.;;;
júla;genitív;;genitív
555;;;
v;;;
Syrakúzach;lokál;;lokál
.;;;
Misia;nominatív;;nominatív
Apolla;genitív;;genitív
11;;;
odštartovala;;;
z;;;
Kennedyho;genitív;;genitív
vesmírneho;genitív;;genitív
strediska;genitív;;genitív
16;;;
.;;;
júla;genitív;;genitív
1969;;;
.;;;
V;;;
riadiacom;lokál;;lokál
stredisku;lokál;;lokál
NASA;nominatív;;
mladý;nominatív;;nominatív
operátor;nominatív;;nominatív
Steve;nominatív;;nominatív
Bales;nominatív;;nominatív
však;;;
oznámil;;;
riaditeľovi;datív;;datív
letu;genitív;;genitív
,;;;
že;;;
napriek;;;
alarmom;datív;;datív
je;;;
bezpečné;nominatív;;nominatív
pokračovať;;;
v;;;
zostupe;lokál;;lokál
.;;;
Z;;;
okien;genitív;;genitív
mali;;;
60;;;
°;;;
výhľad;nominatív;;akuzatív
.;;;
Vrecúško;akuzatív;;akuzatív
poskladal;;;
a;;;
vložil;;;
ho;akuzatív;;akuzatív
do;;;
pravého;genitív;;genitív
vrecka;genitív;;genitív
na;;;
stehne;lokál;;lokál
.;;;
Batoh;akuzatív;;nominatív
s;;;
PLSS;inštrumentál;;
mal;;;
tendenciu;akuzatív;;akuzatív
ich;akuzatív;;akuzatív
prevažovať;;;
dozadu;;;
,;;;
ale;;;
ani;;;
jeden;akuzatív;;nominatív
z;;;
astronautov;genitív;;genitív
nemal;;;
vážne;akuzatív;;akuzatív
problémy;akuzatív;;akuzatív
s;;;
udržaním;inštrumentál;;inštrumentál
stability;genitív;;genitív
.;;;
Preferovaným;inštrumentál;;inštrumentál
spôsobom;inštrumentál;;inštrumentál
pohybu;genitív;;genitív
sa;;;
stal;;;
"""";;;
cval;nominatív;;nominatív
"""";;;
.;;;
Jemná;nominatív;;nominatív
pôda;nominatív;;nominatív
bola;;;
celkom;;;
šmykľavá;nominatív;;nominatív
.;;;
Potom;;;
prijali;;;
telefonát;akuzatív;;akuzatív
od;;;
prezidenta;genitív;;genitív
Richarda;genitív;;genitív
Nixona;genitív;;genitív
.;;;
Po;;;
telefonáte;lokál;;lokál
nainštalovali;;;
EASEP;akuzatív;;
,;;;
ktorý;nominatív;;nominatív
obsahoval;;;
pasívny;akuzatív;;akuzatív
seizmograf;akuzatív;;akuzatív
a;;;
laserový;akuzatív;;akuzatív
retroreflektor;akuzatív;;akuzatív
.;;;
V;;;
tom;lokál;;lokál
čase;lokál;;lokál
Riadiace;nominatív;;nominatív
stredisko;nominatív;;nominatív
využilo;;;
kódované;akuzatív;;akuzatív
správy;akuzatív;;akuzatív
,;;;
aby;;;
varovalo;;;
Armstronga;akuzatív;;akuzatív
,;;;
že;;;
jeho;nominatív;;nominatív
hodnoty;nominatív;;nominatív
metabolizmu;genitív;;genitív
sú;;;
vysoké;nominatív;;nominatív
,;;;
a;;;
že;;;
by;;;
mal;;;
spomaliť;;;
.;;;
Aldrin;nominatív;;nominatív
vstúpil;;;
do;;;
Eagla;genitív;;genitív
ako;;;
prvý;nominatív;;nominatív
.;;;
24;;;
.;;;
júla;genitív;;genitív
sa;;;
astronauti;nominatív;;nominatív
vrátili;;;
na;;;
Zem;akuzatív;;akuzatív
ako;;;
hrdinovia;nominatív;;nominatív
.;;;
Potom;;;
v;;;
súkromí;lokál;;lokál
vykonal;;;
eucharistiu;akuzatív;;akuzatív
.;;;
V;;;
kabale;lokál;;lokál
dominuje;;;
problematika;nominatív;;nominatív
kozmologická;nominatív;;nominatív
.;;;
Teoretická;nominatív;;nominatív
kabala;nominatív;;nominatív
sa;;;
usiluje;;;
o;;;
poznanie;akuzatív;;akuzatív
,;;;
praktickej;lokál;;datív
kabale;lokál;;datív
ide;;;
o;;;
mágiu;akuzatív;;akuzatív
,;;;
vytváranie;akuzatív;;akuzatív
amuletov;genitív;;genitív
,;;;
o;;;
praktické;akuzatív;;akuzatív
dôsledky;akuzatív;;akuzatív
gematrie;genitív;;genitív
.;;;
Kabala;nominatív;;nominatív
verí;;;
v;;;
prevtelovanie;akuzatív;;akuzatív
.;;;
Rozbitie;nominatív;;nominatív
spôsobilo;;;
zhmotnenie;akuzatív;;akuzatív
sveta;genitív;;genitív
,;;;
ale;;;
na;;;
všetkých;lokál;;lokál
črepinách;lokál;;lokál
zostali;;;
zvyšky;nominatív;;nominatív
prvotného;genitív;;genitív
žiarenia;genitív;;genitív
.;;;
Stala;;;
sa;;;
bestsellerom;inštrumentál;;inštrumentál
.;;;
Prvý;nominatív;;nominatív
preklad;nominatív;;nominatív
bol;;;
grécky;nominatív;;nominatív
.;;;
Boh;nominatív;;nominatív
nemá;;;
podobu;akuzatív;;akuzatív
a;;;
nesmie;;;
byť;;;
zobrazovaný;nominatív;;nominatív
.;;;
Zbierkou;inštrumentál;;inštrumentál
svätých;genitív;;genitív
kníh;genitív;;genitív
kresťanstva;genitív;;genitív
je;;;
Biblia;nominatív;;nominatív
.;;;
Všetko;nominatív;;nominatív
bohatstvo;nominatív;;nominatív
je;;;
v;;;
ňom;lokál;;lokál
v;;;
dokonalej;lokál;;lokál
jednote;lokál;;lokál
.;;;
Znamená;;;
to;nominatív;;nominatív
,;;;
že;;;
Boh;nominatív;;nominatív
je;;;
tajomstvo;nominatív;;nominatív
,;;;
ktoré;nominatív;;nominatív
vzbudzuje;;;
chvenie;akuzatív;;akuzatív
a;;;
úžas;akuzatív;;akuzatív
.;;;
Boh;nominatív;;nominatív
je;;;
všemohúci;nominatív;;nominatív
stvoriteľ;nominatív;;nominatív
,;;;
ktorý;nominatív;;nominatív
svojou;inštrumentál;;inštrumentál
vôľou;inštrumentál;;inštrumentál
stvoril;;;
svet;akuzatív;;akuzatív
z;;;
ničoho;genitív;;genitív
.;;;
Voči;;;
Bohu;datív;;datív
stojí;;;
človek;nominatív;;nominatív
ako;;;
jednotlivec;nominatív;;nominatív
,;;;
ako;;;
osoba;nominatív;;nominatív
.;;;
Tým;inštrumentál;;
kresťanstvo;nominatív;;nominatív
prepožičiava;;;
individuálnej;datív;;datív
duši;datív;;datív
jedinečnú;akuzatív;;akuzatív
dôstojnosť;akuzatív;;akuzatív
.;;;
Boh;nominatív;;nominatív
je;;;
milostivý;nominatív;;nominatív
a;;;
spásny;nominatív;;nominatív
.;;;
Aby;;;
to;nominatív;;nominatív
bolo;;;
možné;nominatív;;nominatív
,;;;
musí;;;
sa;;;
človek;nominatív;;nominatív
celej;genitív;;genitív
svojej;genitív;;genitív
hriešnej;genitív;;genitív
prirodzenosti;genitív;;genitív
zbaviť;;;
a;;;
prekonať;;;
ju;akuzatív;;akuzatív
.;;;
Budha;nominatív;;nominatív
nemal;;;
záujem;akuzatív;;akuzatív
o;;;
uspokojenie;akuzatív;;akuzatív
ľudskej;genitív;;genitív
zvedavosti;genitív;;genitív
týkajúcej;genitív;;genitív
sa;;;
pôvodu;genitív;;genitív
sveta;genitív;;genitív
,;;;
povahy;genitív;;genitív
Božského;genitív;;genitív
alebo;;;
podobných;genitív;;genitív
otázok;genitív;;genitív
.;;;
Odporúčal;;;
svojim;datív;;datív
žiakom;datív;;datív
,;;;
aby;;;
sa;;;
vyjadrovali;;;
v;;;
dialekte;lokál;;lokál
.;;;
Dialekt;akuzatív;;nominatív
=;;;
nárečie;akuzatív;;nominatív
je;;;
územne;;;
a;;;
funkčne;;;
vymedzený;nominatív;;nominatív
štruktúrny;nominatív;;nominatív
jazykový;nominatív;;nominatív
útvar;nominatív;;nominatív
,;;;
ktorým;inštrumentál;;inštrumentál
spontánne;;;
komunikuje;;;
autochtónne;nominatív;;nominatív
obyvateľstvo;nominatív;;nominatív
istej;genitív;;genitív
oblasti;genitív;;genitív
.;;;
Pri;;;
formulovaní;lokál;;lokál
téz;genitív;;genitív
o;;;
funkčne;;;
vymedzenej;genitív;;lokál
platnosti;genitív;;lokál
nárečia;genitív;;genitív
sa;;;
uplatňuje;;;
najmä;;;
sociologický;nominatív;;nominatív
aspekt;nominatív;;nominatív
.;;;
Miestne;nominatív;;nominatív
(;;;
územné;nominatív;;nominatív
,;;;
oblastné;nominatív;;nominatív
,;;;
teritoriálne;nominatív;;nominatív
);;;
nárečie;nominatív;;nominatív
má;;;
hovorený;akuzatív;;akuzatív
charakter;akuzatív;;akuzatív
";";;;
v;;;
rečovych;lokál;;lokál
prejavoch;lokál;;lokál
prevažuje;;;
dialóg;akuzatív;;nominatív
.;;;
V;;;
súčasnosti;lokál;;lokál
nárečia;genitív;;nominatív
neplnia;;;
všetky;akuzatív;;akuzatív
sociálne;akuzatív;;akuzatív
funkcie;akuzatív;;akuzatív
,;;;
ktoré;nominatív;;nominatív
náležia;;;
plnohodnotnému;datív;;datív
jazykovému;datív;;datív
útvaru;datív;;datív
.;;;
Kognitívne;nominatív;;akuzatív
funkcie;nominatív;;akuzatív
definitivne;;;
prevzal;;;
jazykový;akuzatív;;nominatív
útvar;akuzatív;;nominatív
s;;;
vyššou;inštrumentál;;inštrumentál
prestížou;inštrumentál;;inštrumentál
,;;;
a;;;
to;nominatív;;nominatív
spisovný;nominatív;;nominatív
jazyk;nominatív;;nominatív
";";;;
zanedbateľné;nominatív;;nominatív
nie;;;
sú;;;
ani;;;
vplyvy;nominatív;;nominatív
jeho;genitív;;genitív
neštruktúrnych;genitív;;genitív
foriem;genitív;;genitív
.;;;
Diachrónnym;inštrumentál;;inštrumentál
a;;;
synchrónnym;inštrumentál;;inštrumentál
štúdiom;inštrumentál;;inštrumentál
nárečí;genitív;;genitív
sa;;;
zaoberá;;;
dialektológia;nominatív;;nominatív
.;;;
Nárečia;nominatív;;nominatív
sa;;;
značne;;;
odlišujú;;;
od;;;
spisovného;genitív;;genitív
jazyka;genitív;;genitív
.;;;
Pôvodný;akuzatív;;nominatív
názov;nominatív;;nominatív
znel;;;
Kanaán;nominatív;;nominatív
.;;;
Roku;genitív;;lokál
1948;;;
Veľká;nominatív;;nominatív
Británia;nominatív;;nominatív
svoj;akuzatív;;akuzatív
mandát;akuzatív;;akuzatív
ukončila;;;
a;;;
vznikol;;;
štát;nominatív;;nominatív
Izrael;nominatív;;nominatív
.;;;
Boh;nominatív;;nominatív
potom;;;
opäť;;;
Abrahámovi;datív;;datív
prislúbil;;;
,;;;
že;;;
z;;;
jeho;genitív;;genitív
potomkov;genitív;;genitív
urobí;;;
veľký;akuzatív;;akuzatív
národ;akuzatív;;akuzatív
.;;;
Abrahám;;;nominatív
bol;;;
pripravený;nominatív;;nominatív
priniesť;;;
túto;akuzatív;;akuzatív
obeť;akuzatív;;akuzatív
,;;;
ale;;;
anjel;nominatív;;nominatív
boží;nominatív;;nominatív
mu;datív;;datív
v;;;
tom;lokál;;lokál
zabránil;;;
.;;;
Marx;nominatív;;nominatív
tu;;;
zdôrazňuje;;;
pojem;akuzatív;;akuzatív
odcudzenia;genitív;;genitív
.;;;
Diogenes;nominatív;;nominatív
opustil;;;
bohatú;akuzatív;;akuzatív
rodinu;akuzatív;;akuzatív
,;;;
stal;;;
sa;;;
dobrovoľným;inštrumentál;;inštrumentál
žobrákom;inštrumentál;;inštrumentál
a;;;
ľudovým;inštrumentál;;inštrumentál
učiteľom;inštrumentál;;inštrumentál
.;;;
Vo;;;
vedeckej;lokál;;lokál
práci;lokál;;lokál
presadzoval;;;
moderné;akuzatív;;akuzatív
metódy;akuzatív;;akuzatív
-;;;
kolektívnu;akuzatív;;akuzatív
prácu;akuzatív;;akuzatív
,;;;
postup;akuzatív;;akuzatív
podľa;;;
stanoveného;genitív;;genitív
plánu;genitív;;genitív
,;;;
štúdium;akuzatív;;akuzatív
prameňov;genitív;;genitív
a;;;
archívov;genitív;;genitív
a;;;
kritický;akuzatív;;akuzatív
postoj;akuzatív;;akuzatív
k;;;
faktom;datív;;datív
.;;;
V;;;
tomto;lokál;;lokál
ohľade;lokál;;lokál
už;;;
predčil;;;
aj;;;
osvietencov;akuzatív;;akuzatív
.;;;
Vedecké;akuzatív;;akuzatív
práce;akuzatív;;akuzatív
publikoval;;;
najmä;;;
v;;;
zahraničí;lokál;;lokál
.;;;
Očami;inštrumentál;;inštrumentál
európskeho;genitív;;genitív
encyklopedistu;genitív;;genitív
pozeral;;;
na;;;
rozvoj;akuzatív;;akuzatív
vedy;genitív;;genitív
,;;;
školstva;genitív;;genitív
,;;;
filozofiu;akuzatív;;akuzatív
,;;;
jazykovedu;akuzatív;;akuzatív
a;;;
národopis;akuzatív;;akuzatív
Uhorska;genitív;;genitív
.;;;
Pochádzal;;;
z;;;
roľnícko;;;
-;;;
mäsiarskej;genitív;;genitív
rodiny;genitív;;genitív
z;;;
Očovej;genitív;;genitív
,;;;
po;;;
otcovi;lokál;;lokál
sa;;;
volal;;;
Funtík;nominatív;;nominatív
.;;;
Rodičia;nominatív;;nominatív
podporovali;;;
Mateja;akuzatív;;akuzatív
v;;;
štúdiách;lokál;;lokál
.;;;
Toto;nominatív;;nominatív
cestovanie;nominatív;;nominatív
mladého;genitív;;akuzatív
Mateja;genitív;;akuzatív
prinútilo;;;
poznávať;;;
rôzne;akuzatív;;akuzatív
kúty;akuzatív;;akuzatív
Uhorska;genitív;;genitív
,;;;
ich;akuzatív;;akuzatív
zemepis;akuzatív;;akuzatív
,;;;
faunu;akuzatív;;akuzatív
a;;;
flóru;akuzatív;;akuzatív
.;;;
Na;;;
cestách;lokál;;lokál
spoznával;;;
ľudí;akuzatív;;akuzatív
,;;;
ich;akuzatív;;akuzatív
zvyky;akuzatív;;akuzatív
a;;;
obyčaje;akuzatív;;akuzatív
.;;;
Bol;;;
mimoriadne;;;
snaživým;inštrumentál;;inštrumentál
študentom;inštrumentál;;inštrumentál
,;;;
čo;akuzatív;;akuzatív
postrehli;;;
aj;;;
jeho;nominatív;;nominatív
učitelia;nominatív;;nominatív
.;;;
Svedomite;nominatív;;
a;;;
zodpovedne;;;
sa;;;
pripravoval;;;
na;;;
skúšky;akuzatív;;akuzatív
.;;;
Nechcel;;;
sklamať;;;
otca;akuzatív;;akuzatív
.;;;
Štúdium;akuzatív;;akuzatív
v;;;
Halle;lokál;;lokál
ukončil;;;
v;;;
roku;lokál;;lokál
1707;;;
.;;;
Mladý;nominatív;;nominatív
Matej;nominatív;;nominatív
pobudol;;;
doma;;;
iba;;;
krátko;;;
.;;;
V;;;
Banskej;lokál;;lokál
Bystrici;lokál;;lokál
vyučoval;;;
orientálne;akuzatív;;akuzatív
jazyky;akuzatív;;akuzatív
a;;;
bol;;;
aj;;;
evanjelickým;inštrumentál;;inštrumentál
kazateľom;inštrumentál;;inštrumentál
.;;;
Zásady;nominatív;;akuzatív
pietizmu;genitív;;genitív
uplatňoval;;;
najmä;;;
v;;;
organizácii;lokál;;lokál
školstva;genitív;;genitív
,;;;
didaktike;genitív;;lokál
a;;;
metodike;lokál;;lokál
.;;;
Od;;;
roku;genitív;;genitív
1748;;;
bol;;;
Matej;nominatív;;nominatív
Bel;nominatív;;nominatív
na;;;
dôchodku;lokál;;lokál
.;;;
Bol;;;
ženatý;nominatív;;nominatív
so;;;
Zuzanou;inštrumentál;;inštrumentál
Hermanovou;inštrumentál;;inštrumentál
,;;;
spolu;;;
mali;;;
osem;akuzatív;;akuzatív
detí;genitív;;genitív
.;;;
Skryte;;;
bol;;;
zaujatý;nominatív;;nominatív
proti;;;
Habsburgovcom;datív;;datív
.;;;
Nečudo;;;
,;;;
že;;;
verejne;;;
podporoval;;;
Františka;akuzatív;;akuzatív
Rákociho;akuzatív;;akuzatív
II;;;
.;;;
,;;;
ktorý;nominatív;;nominatív
dával;;;
protestantom;datív;;datív
možnosti;genitív;;akuzatív
náboženských;genitív;;genitív
slobôd;genitív;;genitív
.;;;
Napokon;;;
ho;akuzatív;;akuzatív
omilostili;;;
.;;;
Vyčítali;;;
mu;datív;;datív
,;;;
že;;;
skúma;;;
ekonomické;akuzatív;;akuzatív
využitie;akuzatív;;akuzatív
jednotlivých;genitív;;genitív
lokalít;genitív;;genitív
pre;;;
špionáž;akuzatív;;akuzatív
cudzích;genitív;;genitív
mocností;genitív;;genitív
.;;;
Obvinenia;akuzatív;;akuzatív
odmietol;;;
a;;;
ubránil;;;
sa;;;
.;;;
Viedenský;nominatív;;nominatív
cisársky;nominatív;;nominatív
dvor;nominatív;;nominatív
uznal;;;
vedeckú;akuzatív;;akuzatív
činnosť;akuzatív;;akuzatív
Mateja;genitív;;genitív
Bela;nominatív;;genitív
a;;;
samostatný;nominatív;;nominatív
