Slovo;Pád;Slovo2;Pád2
otec;nominatív;otec;nominatív
sultán;nominatív;sultán;nominatív
I;;I;
poskytol;;poskytol;
svojmu;datív;svojmu;datív
synovi;datív;synovi;datív
tradičné;nominatív;tradičné;akuzatív
vzdelanie;nominatív;vzdelanie;akuzatív
osmanského;genitív;osmanského;genitív
princa;genitív;princa;genitív
ktoré;nominatív;ktoré;nominatív
spočívalo;;spočívalo;
vo;akuzatív;vo;
výučbe;datív;výučbe;lokál
turečtiny;nominatív;turečtiny;genitív
arabčiny;nominatív;arabčiny;genitív
náboženstva;genitív;náboženstva;genitív
práva;;práva;genitív
poézie;nominatív;poézie;genitív
a;nominatív;a;
dejín;genitív;dejín;genitív
bol;genitív;bol;
výborným;datív;výborným;inštrumentál
kaligrafom;datív;kaligrafom;inštrumentál
a;nominatív;a;
básnikom;datív;básnikom;inštrumentál
písal;;písal;
pod;akuzatív;pod;
pseudonymom;datív;pseudonymom;inštrumentál
však;;však;
žiadne;nominatív;žiadne;akuzatív
zvláštne;;zvláštne;akuzatív
vedomosti;nominatív;vedomosti;akuzatív
o;;o;
Európe;datív;Európe;lokál
Nástup;nominatív;Nástup;nominatív
na;;na;
trón;nominatív;trón;akuzatív
a;nominatív;a;
prvé;nominatív;prvé;nominatív
pokusy;nominatív;pokusy;nominatív
o;;o;
reformu;akuzatív;reformu;akuzatív
Na;;Na;
trón;nominatív;trón;akuzatív
sa;akuzatív;sa;
dostal;;dostal;
za;genitív;za;
dramatických;genitív;dramatických;genitív
okolností;genitív;okolností;genitív
Potom;;Potom;
vyhnal;;vyhnal;
z;nominatív;z;
paláca;genitív;paláca;genitív
proreformných;genitív;proreformných;akuzatív
ministrov;genitív;ministrov;akuzatív
čím;;čím;inštrumentál
ich;nominatív;ich;akuzatív
vystavil;;vystavil;
istej;genitív;istej;datív
smrti;nominatív;smrti;datív
Nasledujúci;nominatív;Nasledujúci;akuzatív
deň;nominatív;deň;akuzatív
vymenoval;;vymenoval;
novú;akuzatív;novú;akuzatív
Imperiálnu;akuzatív;Imperiálnu;akuzatív
radu;genitív;radu;akuzatív
Situácia;nominatív;Situácia;nominatív
sa;akuzatív;sa;
dramaticky;;dramaticky;
vyhrotila;;vyhrotila;
Vzbúrenci;nominatív;Vzbúrenci;nominatív
sa;akuzatív;sa;
na;;na;
vonkajšom;lokál;vonkajšom;lokál
prvom;lokál;prvom;lokál
nádvorí;genitív;nádvorí;lokál
paláca;genitív;paláca;genitív
zmocnili;;zmocnili;
sultánovho;genitív;sultánovho;genitív
osobného;genitív;osobného;genitív
tajomníka;genitív;tajomníka;genitív
a;nominatív;a;
rozsekali;;rozsekali;
ho;;ho;akuzatív
na;;na;
kusy;nominatív;kusy;akuzatív
Janičiari;nominatív;Janičiari;nominatív
ovládli;;ovládli;
hlavné;nominatív;hlavné;akuzatív
mesto;nominatív;mesto;akuzatív
a;nominatív;a;
rozpútali;;rozpútali;
všeobecný;nominatív;všeobecný;akuzatív
teror;nominatív;teror;akuzatív
Mnohí;nominatív;Mnohí;nominatív
sa;akuzatív;sa;
vydali;;vydali;
na;;na;
sever;nominatív;sever;akuzatív
a;nominatív;a;
prešli;;prešli;
bulharským;datív;bulharským;inštrumentál
územím;inštrumentál;územím;inštrumentál
do;;do;
mesta;genitív;mesta;genitív
mesta;genitív;mesta;genitív
ležiaceho;genitív;ležiaceho;genitív
pri;lokál;pri;
brehu;genitív;brehu;lokál
Dunaja;genitív;Dunaja;genitív
kde;;kde;
mal;;mal;
hlavný;nominatív;hlavný;akuzatív
stan;nominatív;stan;akuzatív
schopný;nominatív;schopný;nominatív
vojvodca;nominatív;vojvodca;nominatív
Paša;nominatív;Paša;nominatív
do;;do;
roka;genitív;roka;genitív
obnovil;;obnovil;
disciplínu;akuzatív;disciplínu;akuzatív
v;akuzatív;v;
osmanskej;genitív;osmanskej;lokál
armáde;datív;armáde;lokál
a;nominatív;a;
urobil;;urobil;
ju;akuzatív;ju;akuzatív
schopnou;inštrumentál;schopnou;inštrumentál
boja;genitív;boja;genitív
Paša;nominatív;Paša;nominatív
bol;genitív;bol;
menovaný;nominatív;menovaný;nominatív
za;genitív;za;
Velením;inštrumentál;Velením;inštrumentál
týchto;genitív;týchto;genitív
vojsk;genitív;vojsk;genitív
poveril;;poveril;
bývalých;genitív;bývalých;akuzatív
dôstojníkov;nominatív;dôstojníkov;akuzatív
Nového;genitív;Nového;genitív
poriadku;genitív;poriadku;genitív
čo;nominatív;čo;nominatív
rozhorčilo;;rozhorčilo;
reakcionárov;genitív;reakcionárov;akuzatív
Janičiari;nominatív;Janičiari;nominatív
počas;genitív;počas;
noci;nominatív;noci;genitív
pripravili;;pripravili;
sprisahanie;nominatív;sprisahanie;akuzatív
a;nominatív;a;
ráno;nominatív;ráno;
novembra;genitív;novembra;genitív
prepadli;;prepadli;
v;akuzatív;v;
sídle;lokál;sídle;lokál
Vysokej;genitív;Vysokej;genitív
porty;nominatív;porty;genitív
sa;akuzatív;sa;
ukryl;;ukryl;
v;akuzatív;v;
susednej;genitív;susednej;lokál
malej;genitív;malej;lokál
kamennej;genitív;kamennej;lokál
budove;datív;budove;lokál
ktorá;nominatív;ktorá;nominatív
sa;akuzatív;sa;
zdala;;zdala;
že;;že;
je;;je;
pomerne;;pomerne;
dobre;;dobre;
obranyschopná;nominatív;obranyschopná;nominatív
Janičiari;nominatív;Janičiari;nominatív
sľúbili;;sľúbili;
zastaviť;;zastaviť;
a;nominatív;a;
zaistiť;;zaistiť;
voľný;nominatív;voľný;akuzatív
odchod;nominatív;odchod;akuzatív
vojakov;genitív;vojakov;genitív
nakoniec;;nakoniec;
zomrela;;zomrela;
nasledujúci;nominatív;nasledujúci;akuzatív
rok;nominatív;rok;akuzatív
vo;akuzatív;vo;
februári;lokál;februári;lokál
pri;lokál;pri;
pôrode;lokál;pôrode;lokál
dcéry;nominatív;dcéry;genitív
a;nominatív;a;
malá;nominatív;malá;nominatív
princezná;nominatív;princezná;nominatív
zomrela;;zomrela;
v;akuzatív;v;
útlom;lokál;útlom;lokál
veku;genitív;veku;lokál
Poučil;;Poučil;
sa;akuzatív;sa;
z;nominatív;z;
osudu;genitív;osudu;genitív
reformátorov;genitív;reformátorov;genitív
sultána;genitív;sultána;genitív
a;nominatív;a;
Prvé;nominatív;Prvé;nominatív
roky;nominatív;roky;nominatív
panovania;nominatív;panovania;genitív
plynuli;;plynuli;
v;akuzatív;v;
tieni;;tieni;lokál
spomienok;genitív;spomienok;genitív
na;;na;
osud;nominatív;osud;akuzatív
a;nominatív;a;
v;akuzatív;v;
strachu;genitív;strachu;lokál
z;nominatív;z;
novej;genitív;novej;genitív
vlny;nominatív;vlny;genitív
násilia;nominatív;násilia;genitív
Jeho;nominatív;Jeho;nominatív
počiatočná;nominatív;počiatočná;nominatív
pozícia;nominatív;pozícia;nominatív
pri;lokál;pri;
nástupe;lokál;nástupe;lokál
k;nominatív;k;
moci;nominatív;moci;datív
bola;nominatív;bola;
mimoriadne;;mimoriadne;
slabá;nominatív;slabá;nominatív
Likvidácia;nominatív;Likvidácia;nominatív
Efendiho;genitív;Efendiho;genitív
výrazne;;výrazne;
posilnila;;posilnila;
sultánovu;akuzatív;sultánovu;akuzatív
autoritu;akuzatív;autoritu;akuzatív
V;;V;
rokoch;lokál;rokoch;lokál
bol;genitív;bol;
miestodržiteľom;datív;miestodržiteľom;inštrumentál
Egypta;genitív;Egypta;genitív
veľký;nominatív;veľký;akuzatív
vplyv;nominatív;vplyv;akuzatív
získal;;získal;
ako;;ako;
v;akuzatív;v;
rokoch;lokál;rokoch;lokál
a;nominatív;a;
Ako;;Ako;
vrchný;nominatív;vrchný;nominatív
veliteľ;nominatív;veliteľ;nominatív
armády;nominatív;armády;genitív
presadzoval;;presadzoval;
vojenské;nominatív;vojenské;akuzatív
reformy;nominatív;reformy;akuzatív
a;nominatív;a;
svoju;akuzatív;svoju;akuzatív
kariéru;akuzatív;kariéru;akuzatív
ukončil;;ukončil;
ako;;ako;
Ďalším;datív;Ďalším;inštrumentál
cieľom;datív;cieľom;inštrumentál
centralizačných;genitív;centralizačných;genitív
snáh;genitív;snáh;genitív
sultána;genitív;sultána;genitív
bolo;;bolo;
odstránenie;nominatív;odstránenie;nominatív
feudálnych;genitív;feudálnych;genitív
separatistov;genitív;separatistov;genitív
V;;V;
tomto;lokál;tomto;lokál
smere;lokál;smere;lokál
bol;genitív;bol;
osmanský;nominatív;osmanský;nominatív
sultán;nominatív;sultán;nominatív
do;;do;
veľkej;genitív;veľkej;genitív
miery;nominatív;miery;genitív
úspešný;nominatív;úspešný;nominatív
sa;akuzatív;sa;
sústredil;;sústredil;
najprv;;najprv;
na;;na;
centralizáciu;akuzatív;centralizáciu;akuzatív
v;akuzatív;v;
Likvidácia;nominatív;Likvidácia;nominatív
balkánskych;genitív;balkánskych;genitív
miestodržiteľov;genitív;miestodržiteľov;genitív
prebehla;;prebehla;
v;akuzatív;v;
rokoch;lokál;rokoch;lokál
Poslednou;inštrumentál;Poslednou;inštrumentál
baštou;inštrumentál;baštou;inštrumentál
balkánskeho;genitív;balkánskeho;genitív
feudálneho;genitív;feudálneho;genitív
separatizmu;genitív;separatizmu;genitív
bola;nominatív;bola;
doména;nominatív;doména;nominatív
Pašu;akuzatív;Pašu;genitív
z;nominatív;z;
Vzdal;;Vzdal;
sa;akuzatív;sa;
po;akuzatív;po;
prísľube;lokál;prísľube;lokál
že;;že;
ho;;ho;akuzatív
sultán;nominatív;sultán;nominatív
omilostí;;omilostí;
armáda;nominatív;armáda;nominatív
tak;;tak;
oslávila;;oslávila;
triumf;nominatív;triumf;akuzatív
nad;akuzatív;nad;
mužom;datív;mužom;inštrumentál
ktorý;nominatív;ktorý;nominatív
dokázal;;dokázal;
vzdorovať;;vzdorovať;
piatim;datív;piatim;datív
sultánom;datív;sultánom;datív
Miloš;nominatív;Miloš;nominatív
potom;;potom;
systematicky;;systematicky;
rozširoval;;rozširoval;
srbskú;akuzatív;srbskú;akuzatív
autonómiu;akuzatív;autonómiu;akuzatív
svoje;nominatív;svoje;akuzatív
osobné;nominatív;osobné;akuzatív
postavenie;nominatív;postavenie;akuzatív
a;nominatív;a;
zaviedol;;zaviedol;
celkom;;celkom;
despotický;nominatív;despotický;akuzatív
režim;nominatív;režim;akuzatív
Grécke;nominatív;Grécke;nominatív
povstanie;nominatív;povstanie;nominatív
Po;akuzatív;Po;
skončení;genitív;skončení;lokál
napoleonských;genitív;napoleonských;genitív
vojen;genitív;vojen;genitív
vzniklo;;vzniklo;
medzi;akuzatív;medzi;
Grékmi;inštrumentál;Grékmi;inštrumentál
žijúcimi;inštrumentál;žijúcimi;inštrumentál
v;akuzatív;v;
emigrácii;datív;emigrácii;lokál
hnutie;nominatív;hnutie;nominatív
proti;;proti;
sultánovej;genitív;sultánovej;datív
vláde;datív;vláde;datív
Od;genitív;Od;
roku;genitív;roku;genitív
pôsobila;;pôsobila;
tajná;nominatív;tajná;nominatív
revolučná;nominatív;revolučná;nominatív
Spoločnosť;nominatív;Spoločnosť;nominatív
priateľov;genitív;priateľov;genitív
založená;nominatív;založená;nominatív
v;akuzatív;v;
gréckymi;inštrumentál;gréckymi;inštrumentál
vlastencami;inštrumentál;vlastencami;inštrumentál
Neskôr;;Neskôr;
svoje;nominatív;svoje;akuzatív
sídlo;nominatív;sídlo;akuzatív
presunula;;presunula;
do;;do;
Cieľom;datív;Cieľom;inštrumentál
organizácie;nominatív;organizácie;genitív
bolo;;bolo;
oslobodenie;nominatív;oslobodenie;nominatív
Grékov;genitív;Grékov;genitív
a;nominatív;a;
ďalších;genitív;ďalších;genitív
pravoslávnych;genitív;pravoslávnych;genitív
poddaných;genitív;poddaných;genitív
z;nominatív;z;
tureckej;genitív;tureckej;genitív
nadvlády;nominatív;nadvlády;genitív
V;;V;
marci;lokál;marci;lokál
vstúpil;;vstúpil;
do;;do;
a;nominatív;a;
vzápätí;;vzápätí;
ho;;ho;akuzatív
nasledoval;;nasledoval;
Dobrodružná;nominatív;Dobrodružná;nominatív
akcia;nominatív;akcia;nominatív
onedlho;;onedlho;
stroskotala;;stroskotala;
pretože;;pretože;
osmanské;nominatív;osmanské;nominatív
vojská;nominatív;vojská;nominatív
ľahko;;ľahko;
porazili;;porazili;
zostávajúcich;genitív;zostávajúcich;akuzatív
povstalcov;genitív;povstalcov;akuzatív
v;akuzatív;v;
bitke;datív;bitke;lokál
pri;lokál;pri;
Za;genitív;Za;
prvého;genitív;prvého;akuzatív
vládcu;genitív;vládcu;akuzatív
bol;genitív;bol;
zvolený;nominatív;zvolený;nominatív
vzdelaný;nominatív;vzdelaný;nominatív
Svätá;nominatív;Svätá;nominatív
aliancia;nominatív;aliancia;nominatív
grécke;nominatív;grécke;akuzatív
povstanie;nominatív;povstanie;akuzatív
jednoznačne;;jednoznačne;
odsúdila;;odsúdila;
a;nominatív;a;
Grékov;genitív;Grékov;akuzatív
označila;;označila;
za;genitív;za;
nelegitímnych;genitív;nelegitímnych;akuzatív
vzbúrencov;genitív;vzbúrencov;akuzatív
Toto;nominatív;Toto;nominatív
stanovisko;nominatív;stanovisko;nominatív
prinútilo;;prinútilo;
uskutočniť;;uskutočniť;
rozhodné;nominatív;rozhodné;akuzatív
akcie;nominatív;akcie;akuzatív
Sultán;nominatív;Sultán;nominatív
vyhlásil;;vyhlásil;
povstalcom;datív;povstalcom;datív
svätú;akuzatív;svätú;akuzatív
vojnu;akuzatív;vojnu;akuzatív
džihád;nominatív;džihád;akuzatív
Traja;nominatív;Traja;nominatív
ďalší;nominatív;ďalší;nominatív
ortodoxní;nominatív;ortodoxní;nominatív
biskupi;nominatív;biskupi;nominatív
boli;;boli;
tiež;;tiež;
Rusko;nominatív;Rusko;nominatív
sa;akuzatív;sa;
rozhodlo;;rozhodlo;
grécky;nominatív;grécky;akuzatív
problém;nominatív;problém;akuzatív
internacionalizovať;;internacionalizovať;
Egyptský;nominatív;Egyptský;nominatív
zásah;nominatív;zásah;nominatív
znamenal;;znamenal;
obrat;nominatív;obrat;akuzatív
vo;akuzatív;vo;
vojnovej;genitív;vojnovej;lokál
situácii;datív;situácii;lokál
Podľa;genitív;Podľa;
bolo;;bolo;
na;;na;
jar;nominatív;jar;akuzatív
grécke;nominatív;grécke;nominatív
povstanie;nominatív;povstanie;nominatív
na;;na;
konci;lokál;konci;lokál
vojenská;nominatív;vojenská;nominatív
mašinéria;nominatív;mašinéria;nominatív
dosiahla;;dosiahla;
víťazstvo;nominatív;víťazstvo;akuzatív
ktoré;nominatív;ktoré;nominatív
tradičným;datív;tradičným;datív
osmanským;datív;osmanským;datív
plukom;datív;plukom;datív
a;nominatív;a;
janičiarom;datív;janičiarom;datív
dlho;;dlho;
unikalo;;unikalo;
Zrušenie;nominatív;Zrušenie;nominatív
janičiarov;genitív;janičiarov;genitív
Najväčšou;inštrumentál;Najväčšou;inštrumentál
prekážkou;inštrumentál;prekážkou;inštrumentál
reforiem;genitív;reforiem;genitív
v;akuzatív;v;
ríši;datív;ríši;lokál
boli;;boli;
zbory;nominatív;zbory;nominatív
janičiarov;genitív;janičiarov;genitív
Z;;Z;
každého;genitív;každého;genitív
janičiarskeho;genitív;janičiarskeho;genitív
práporu;genitív;práporu;genitív
bolo;;bolo;
vybraných;genitív;vybraných;genitív
mužov;genitív;mužov;genitív
zaradených;genitív;zaradených;genitív
do;;do;
nového;genitív;nového;genitív
zboru;genitív;zboru;genitív
Zároveň;;Zároveň;
janičiarskych;genitív;janičiarskych;genitív
dôstojníkov;nominatív;dôstojníkov;genitív
verejne;;verejne;
podporilo;;podporilo;
dekrét;nominatív;dekrét;akuzatív
pripojením;inštrumentál;pripojením;inštrumentál
svojich;genitív;svojich;genitív
podpisov;genitív;podpisov;genitív
Štrnásť;nominatív;Štrnásť;akuzatív
dní;;dní;genitív
driemal;;driemal;
medzi;akuzatív;medzi;
radovými;inštrumentál;radovými;inštrumentál
vojakmi;inštrumentál;vojakmi;inštrumentál
odpor;nominatív;odpor;nominatív
k;nominatív;k;
novému;datív;novému;datív
pokusu;genitív;pokusu;datív
o;;o;
zavedenie;nominatív;zavedenie;akuzatív
poriadku;genitív;poriadku;genitív
a;nominatív;a;
disciplíny;nominatív;disciplíny;genitív
odpočíval;;odpočíval;
v;akuzatív;v;
paláci;lokál;paláci;lokál
keď;;keď;
sa;akuzatív;sa;
dozvedel;;dozvedel;
o;;o;
dlho;;dlho;
očakávanej;genitív;očakávanej;lokál
príležitosti;nominatív;príležitosti;lokál
na;;na;
janičiarov;genitív;janičiarov;genitív
Sultán;nominatív;Sultán;nominatív
sa;akuzatív;sa;
odobral;;odobral;
do;;do;
klenotnice;nominatív;klenotnice;genitív
a;nominatív;a;
vztýčil;;vztýčil;
Prorokov;genitív;Prorokov;akuzatív
prápor;nominatív;prápor;akuzatív
Vodcovia;nominatív;Vodcovia;nominatív
povstalcov;genitív;povstalcov;genitív
narýchlo;;narýchlo;
poslali;;poslali;
svojich;genitív;svojich;akuzatív
emisárov;genitív;emisárov;akuzatív
k;nominatív;k;
so;inštrumentál;so;
žiadosťou;inštrumentál;žiadosťou;inštrumentál
o;;o;
milosť;nominatív;milosť;akuzatív
Zvláštne;;Zvláštne;akuzatív
inštrukcie;nominatív;inštrukcie;akuzatív
doručili;;doručili;
tatárski;nominatív;tatárski;nominatív
poslovia;nominatív;poslovia;nominatív
miestodržiteľom;datív;miestodržiteľom;datív
provincií;genitív;provincií;genitív
Tým;;Tým;inštrumentál
bola;nominatív;bola;
ukončená;nominatív;ukončená;nominatív
doterajšia;nominatív;doterajšia;nominatív
roztrieštenosť;nominatív;roztrieštenosť;nominatív
veliteľských;genitív;veliteľských;genitív
právomocí;genitív;právomocí;genitív
a;nominatív;a;
tradičná;nominatív;tradičná;nominatív
autonómia;nominatív;autonómia;nominatív
rôznych;genitív;rôznych;genitív
zborov;genitív;zborov;genitív
osmanskej;genitív;osmanskej;genitív
armády;nominatív;armády;genitív
Zároveň;;Zároveň;
so;inštrumentál;so;
zrušením;inštrumentál;zrušením;inštrumentál
janičiarskych;genitív;janičiarskych;genitív
zborov;genitív;zborov;genitív
boli;;boli;
zrušené;nominatív;zrušené;nominatív
aj;;aj;
zvyky;nominatív;zvyky;nominatív
feudálnej;genitív;feudálnej;genitív
jazdy;nominatív;jazdy;genitív
Ďalšie;nominatív;Ďalšie;nominatív
reformy;nominatív;reformy;nominatív
V;;V;
paláci;lokál;paláci;lokál
nahradili;;nahradili;
vankúše;nominatív;vankúše;akuzatív
a;nominatív;a;
divány;nominatív;divány;akuzatív
európske;nominatív;európske;nominatív
pohovky;nominatív;pohovky;nominatív
stoličky;nominatív;stoličky;nominatív
a;nominatív;a;
stoly;nominatív;stoly;nominatív
Ministri;nominatív;Ministri;nominatív
vysokí;nominatív;vysokí;nominatív
byrokrati;nominatív;byrokrati;nominatív
a;nominatív;a;
dôstojníci;nominatív;dôstojníci;nominatív
onedlho;;onedlho;
začali;;začali;
napodobňovať;;napodobňovať;
sultánove;nominatív;sultánove;akuzatív
európske;nominatív;európske;akuzatív
Moderný;nominatív;Moderný;nominatív
fez;nominatív;fez;nominatív
vystriedal;;vystriedal;
turbany;nominatív;turbany;akuzatív
frak;nominatív;frak;nominatív
nahradil;;nahradil;
bohaté;nominatív;bohaté;akuzatív
róby;nominatív;róby;akuzatív
hodnostárov;genitív;hodnostárov;genitív
Likvidácia;nominatív;Likvidácia;nominatív
privilegovaného;genitív;privilegovaného;genitív
postavenia;nominatív;postavenia;genitív
gréckych;genitív;gréckych;genitív
v;akuzatív;v;
roku;genitív;roku;lokál
viedla;;viedla;
k;nominatív;k;
zvýšenej;genitív;zvýšenej;datív
potrebe;datív;potrebe;datív
tureckých;genitív;tureckých;genitív
úradníkov;nominatív;úradníkov;genitív
cudzie;nominatív;cudzie;akuzatív
jazyky;nominatív;jazyky;akuzatív
Zahraničná;nominatív;Zahraničná;nominatív
politika;nominatív;politika;nominatív
Ruský;nominatív;Ruský;nominatív
cár;nominatív;cár;nominatív
Mikuláš;nominatív;Mikuláš;nominatív
I;;I;
donútil;;donútil;
sultána;genitív;sultána;akuzatív
k;nominatív;k;
ústupkom;datív;ústupkom;datív
v;akuzatív;v;
konvencii;datív;konvencii;lokál
podpísanej;genitív;podpísanej;lokál
októbra;genitív;októbra;genitív
Izolované;nominatív;Izolované;nominatív
grécke;nominatív;grécke;nominatív
posádky;nominatív;posádky;nominatív
pokračovali;;pokračovali;
ďalej;;ďalej;
v;akuzatív;v;
odpore;lokál;odpore;lokál
Vytvorila;;Vytvorila;
sa;akuzatív;sa;
mocná;nominatív;mocná;nominatív
koalícia;nominatív;koalícia;nominatív
Ruska;genitív;Ruska;genitív
Veľkej;genitív;Veľkej;genitív
Británie;genitív;Británie;genitív
a;nominatív;a;
Francúzska;genitív;Francúzska;genitív
Katastrofálna;nominatív;Katastrofálna;nominatív
porážka;nominatív;porážka;nominatív
osmanského;genitív;osmanského;genitív
loďstva;genitív;loďstva;genitív
znamenala;;znamenala;
že;;že;
Paša;nominatív;Paša;nominatív
zostal;;zostal;
so;inštrumentál;so;
svojou;inštrumentál;svojou;inštrumentál
armádou;inštrumentál;armádou;inštrumentál
celkom;;celkom;
od;genitív;od;
Egypta;genitív;Egypta;genitív
Pozícia;nominatív;Pozícia;nominatív
gréckych;genitív;gréckych;genitív
povstalcov;genitív;povstalcov;genitív
sa;akuzatív;sa;
výrazne;;výrazne;
zlepšila;;zlepšila;
Cár;nominatív;Cár;nominatív
Mikuláš;nominatív;Mikuláš;nominatív
I;;I;
vyhlásil;;vyhlásil;
sultánovi;nominatív;sultánovi;datív
apríla;genitív;apríla;genitív
vojnu;akuzatív;vojnu;akuzatív
V;;V;
roku;genitív;roku;lokál
Francúzsko;nominatív;Francúzsko;nominatív
a;nominatív;a;
Egypt;nominatív;Egypt;nominatív
vypracovali;;vypracovali;
spoločný;nominatív;spoločný;akuzatív
plán;nominatív;plán;akuzatív
na;;na;
ovládnutie;nominatív;ovládnutie;akuzatív
severnej;genitív;severnej;genitív
Afriky;genitív;Afriky;genitív
Roku;genitív;Roku;genitív
preto;;preto;
proti;;proti;
sultánovi;nominatív;sultánovi;datív
povstal;;povstal;
Medzitým;;Medzitým;
v;akuzatív;v;
máji;lokál;máji;lokál
padla;;padla;
Obe;nominatív;Obe;nominatív
veľmoci;nominatív;veľmoci;nominatív
presadili;;presadili;
uzavretie;nominatív;uzavretie;akuzatív
mieru;genitív;mieru;genitív
medzi;akuzatív;medzi;
a;nominatív;a;
Sultán;nominatív;Sultán;nominatív
sa;akuzatív;sa;
na;;na;
britský;nominatív;britský;akuzatív
nátlak;nominatív;nátlak;akuzatív
musel;;musel;
s;nominatív;s;
výsledkom;datív;výsledkom;inštrumentál
rokovaní;genitív;rokovaní;genitív
zmieriť;;zmieriť;
Egyptské;nominatív;Egyptské;nominatív
vojská;nominatív;vojská;nominatív
boli;;boli;
vzápätí;;vzápätí;
z;nominatív;z;
a;nominatív;a;
kríza;nominatív;kríza;nominatív
sa;akuzatív;sa;
skončila;;skončila;
Doba;nominatív;Doba;nominatív
platnosti;nominatív;platnosti;genitív
zmluvy;nominatív;zmluvy;genitív
sa;akuzatív;sa;
stanovila;;stanovila;
na;;na;
rokov;genitív;rokov;genitív
Šlo;;Šlo;
o;;o;
veľkomyseľné;nominatív;veľkomyseľné;akuzatív
ústupky;nominatív;ústupky;akuzatív
v;akuzatív;v;
obchodnej;genitív;obchodnej;lokál
sfére;datív;sfére;lokál
a;nominatív;a;
dúfal;;dúfal;
že;;že;
Britániu;akuzatív;Britániu;akuzatív
zláka;;zláka;
na;;na;
vstup;nominatív;vstup;akuzatív
do;;do;
formálneho;genitív;formálneho;genitív
spojenectva;genitív;spojenectva;genitív
Okrem;genitív;Okrem;
tuberkulózy;nominatív;tuberkulózy;genitív
ho;;ho;akuzatív
sužovala;;sužovala;
aj;;aj;
cirhóza;nominatív;cirhóza;nominatív
pečene;nominatív;pečene;genitív
Odhodlal;;Odhodlal;
sa;akuzatív;sa;
preto;;preto;
na;;na;
posledné;nominatív;posledné;akuzatív
veľké;nominatív;veľké;akuzatív
vojenské;nominatív;vojenské;akuzatív
ťaženie;nominatív;ťaženie;akuzatív
Najprv;;Najprv;
vyzval;;vyzval;
aby;;aby;
rešpektoval;;rešpektoval;
plnenie;nominatív;plnenie;akuzatív
podmienok;genitív;podmienok;genitív
dohody;nominatív;dohody;genitív
sa;akuzatív;sa;
odmietol;;odmietol;
sultánovej;genitív;sultánovej;datív
výzve;datív;výzve;datív
podriadiť;;podriadiť;
a;nominatív;a;
v;akuzatív;v;
máji;lokál;máji;lokál
vyhlásil;;vyhlásil;
svoj;nominatív;svoj;akuzatív
zámer;nominatív;zámer;akuzatív
stať;nominatív;stať;
sa;akuzatív;sa;
nezávislým;datív;nezávislým;inštrumentál
panovníkom;datív;panovníkom;inštrumentál
Nakoniec;;Nakoniec;
sultán;nominatív;sultán;nominatív
vyslal;;vyslal;
svoje;nominatív;svoje;akuzatív
jednotky;nominatív;jednotky;akuzatív
s;nominatív;s;
pruskými;inštrumentál;pruskými;inštrumentál
vojenskými;inštrumentál;vojenskými;inštrumentál
poradcami;inštrumentál;poradcami;inštrumentál
do;;do;
Sýrie;genitív;Sýrie;genitív
Nasledovalo;;Nasledovalo;
druhé;nominatív;druhé;nominatív
sýrske;nominatív;sýrske;nominatív
ťaženie;nominatív;ťaženie;nominatív
Pašu;akuzatív;Pašu;genitív
Skoncentroval;;Skoncentroval;
svoje;nominatív;svoje;akuzatív
sily;nominatív;sily;akuzatív
a;nominatív;a;
júna;genitív;júna;genitív
porazil;;porazil;
v;akuzatív;v;
údolí;genitív;údolí;lokál
medzi;akuzatív;medzi;
a;nominatív;a;
osmanské;nominatív;osmanské;akuzatív
vojsko;nominatív;vojsko;akuzatív
alebo;;alebo;
čo;nominatív;čo;nominatív
znamená;;znamená;
vrah;nominatív;vrah;nominatív
bol;genitív;bol;
syn;nominatív;syn;nominatív
korintského;genitív;korintského;genitív
kráľa;genitív;kráľa;genitív
a;nominatív;a;
Z;;Z;
usmrtil;;usmrtil;
svojho;genitív;svojho;akuzatív
brata;genitív;brata;akuzatív
a;nominatív;a;
preto;;preto;
utiekol;;utiekol;
ku;datív;ku;
kráľovi;nominatív;kráľovi;datív
do;;do;
jej;nominatív;jej;akuzatív
lásku;akuzatív;lásku;akuzatív
ho;;ho;akuzatív
z;nominatív;z;
pomsty;nominatív;pomsty;genitív
udala;;udala;
kráľovi;nominatív;kráľovi;datív
že;;že;
sa;akuzatív;sa;
pokúšal;;pokúšal;
pripraviť;;pripraviť;
ju;akuzatív;ju;akuzatív
o;;o;
česť;nominatív;česť;akuzatív
Kráľ;nominatív;Kráľ;nominatív
sa;akuzatív;sa;
sám;nominatív;sám;nominatív
svojmu;datív;svojmu;datív
hosťovi;datív;hosťovi;datív
pomstiť;;pomstiť;
ale;;ale;
poslal;;poslal;
ho;;ho;akuzatív
s;nominatív;s;
listom;datív;listom;inštrumentál
ku;datív;ku;
otcovi;nominatív;otcovi;datív
kráľovi;nominatív;kráľovi;datív
do;;do;
List;nominatív;List;nominatív
skrýval;;skrýval;
žiadosť;nominatív;žiadosť;akuzatív
aby;;aby;
dal;;dal;
popraviť;;popraviť;
koniec;nominatív;koniec;nominatív
už;;už;
tak;;tak;
šťastný;nominatív;šťastný;nominatív
mu;datív;mu;datív
porodila;;porodila;
tri;nominatív;tri;akuzatív
deti;nominatív;deti;akuzatív
a;nominatív;a;
ktorý;nominatív;ktorý;nominatív
zdedil;;zdedil;
ríšu;akuzatív;ríšu;akuzatív
po;akuzatív;po;
svojom;lokál;svojom;lokál
otcovi;nominatív;otcovi;lokál
