Slovo;Číslo;Slovo2;Číslo2
spolu;;spolu;
na;;na;
zmrzlinu;jednotné;zmrzlinu;jednotné
Vtom;;Vtom;
sa;;sa;
však;;však;
stalo;jednotné;stalo;jednotné
niečo;jednotné;niečo;jednotné
veľmi;;veľmi;
čudné;množné;čudné;jednotné
Účastníci;množné;Účastníci;množné
jedného;jednotné;jedného;jednotné
letu;jednotné;letu;jednotné
stratili;množné;stratili;množné
smer;jednotné;smer;jednotné
Pani;množné;Pani;jednotné
učiteľka;jednotné;učiteľka;jednotné
odviedla;jednotné;odviedla;jednotné
svoju;jednotné;svoju;jednotné
triedu;jednotné;triedu;jednotné
a;množné;a;
predseda;jednotné;predseda;jednotné
motýlieho;jednotné;motýlieho;jednotné
spolku;jednotné;spolku;jednotné
hovoril;jednotné;hovoril;jednotné
niečo;jednotné;niečo;jednotné
o;;o;
podvode;jednotné;podvode;jednotné
Rudko;jednotné;Rudko;jednotné
bol;množné;bol;jednotné
z;množné;z;
toho;jednotné;toho;jednotné
nešťastný;jednotné;nešťastný;jednotné
Už;;Už;
na;;na;
to;jednotné;to;jednotné
prišli;množné;prišli;množné
Pri;;Pri;
cieli;jednotné;cieli;jednotné
sa;;sa;
skrýval;jednotné;skrýval;jednotné
Boris;jednotné;Boris;jednotné
a;množné;a;
zrkadielkom;jednotné;zrkadielkom;jednotné
oslňoval;jednotné;oslňoval;jednotné
ostatných;množné;ostatných;množné
pretekárov;množné;pretekárov;množné
len;;len;
aby;jednotné;aby;
pomohol;jednotné;pomohol;jednotné
svojmu;jednotné;svojmu;jednotné
kamarátovi;jednotné;kamarátovi;jednotné
zvíťaziť;;zvíťaziť;
Boris;jednotné;Boris;jednotné
svieti;jednotné;svieti;jednotné
zrkadielkom;jednotné;zrkadielkom;jednotné
do;;do;
očí;množné;očí;množné
končím;jednotné;končím;jednotné
hlásil;jednotné;hlásil;jednotné
vysielačkou;jednotné;vysielačkou;jednotné
A;;A;
odvetila;jednotné;odvetila;jednotné
Udeľuje;jednotné;Udeľuje;jednotné
sa;;sa;
milosť;jednotné;milosť;jednotné
končím;jednotné;končím;jednotné
Po;;Po;
dlhom;množné;dlhom;jednotné
období;množné;období;jednotné
dažďov;množné;dažďov;množné
opäť;;opäť;
slniečko;jednotné;slniečko;jednotné
Obyvatelia;množné;Obyvatelia;množné
Makovej;jednotné;Makovej;jednotné
lúky;množné;lúky;jednotné
to;jednotné;to;jednotné
hneď;jednotné;hneď;
využili;množné;využili;množné
Gazdinky;množné;Gazdinky;množné
vyložili;množné;vyložili;množné
do;;do;
okien;množné;okien;množné
vankúše;množné;vankúše;množné
zasa;;zasa;
medové;množné;medové;množné
guľôčky;množné;guľôčky;množné
a;množné;a;
slečna;jednotné;slečna;jednotné
usporiadala;jednotné;usporiadala;jednotné
na;;na;
čistinke;jednotné;čistinke;jednotné
rannú;jednotné;rannú;jednotné
rozcvičku;jednotné;rozcvičku;jednotné
Po;;Po;
kráľovskej;jednotné;kráľovskej;jednotné
hostine;jednotné;hostine;jednotné
na;;na;
ktorú;jednotné;ktorú;jednotné
mravce;množné;mravce;množné
priniesli;množné;priniesli;množné
porcie;množné;porcie;množné
špagiet;množné;špagiet;množné
s;množné;s;
omáčkou;jednotné;omáčkou;jednotné
si;;si;
všetci;množné;všetci;množné
políhali;množné;políhali;množné
na;;na;
slniečko;jednotné;slniečko;jednotné
aby;jednotné;aby;
si;;si;
oddýchli;množné;oddýchli;množné
s;množné;s;
si;;si;
však;;však;
našli;množné;našli;množné
lepšiu;jednotné;lepšiu;jednotné
zábavu;jednotné;zábavu;jednotné
V;;V;
zápale;jednotné;zápale;jednotné
hry;množné;hry;jednotné
prihrala;jednotné;prihrala;jednotné
ten;jednotné;ten;jednotné
prudko;;prudko;
kopol;jednotné;kopol;jednotné
do;;do;
lopty;množné;lopty;jednotné
a;množné;a;
lopta;jednotné;lopta;jednotné
zmizla;jednotné;zmizla;jednotné
v;;v;
kroví;množné;kroví;jednotné
Vzápätí;;Vzápätí;
sa;;sa;
vynoril;jednotné;vynoril;jednotné
Zlatoň;jednotné;Zlatoň;jednotné
a;množné;a;
držal;jednotné;držal;jednotné
si;;si;
hrču;jednotné;hrču;jednotné
na;;na;
čele;jednotné;čele;jednotné
Volám;jednotné;Volám;jednotné
sa;;sa;
Jurko;jednotné;Jurko;jednotné
Ešteže;;Ešteže;
to;jednotné;to;jednotné
mravce;množné;mravce;množné
a;množné;a;
zavolali;množné;zavolali;množné
hasičov;množné;hasičov;množné
Vzápätí;;Vzápätí;
pribehli;množné;pribehli;množné
s;množné;s;
boľavými;množné;boľavými;množné
bruchami;množné;bruchami;množné
takže;;takže;
musela;jednotné;musela;jednotné
ošetriť;;ošetriť;
aj;;aj;
ich;množné;ich;množné
Jurko;jednotné;Jurko;jednotné
sa;;sa;
urazil;jednotné;urazil;jednotné
Na;;Na;
cudzej;jednotné;cudzej;jednotné
planéte;jednotné;planéte;jednotné
s;množné;s;
Rudkom;množné;Rudkom;jednotné
sa;;sa;
práve;;práve;
vracali;množné;vracali;množné
domov;jednotné;domov;
keď;;keď;
sa;;sa;
strhol;jednotné;strhol;jednotné
vietor;jednotné;vietor;jednotné
Keď;;Keď;
búrka;jednotné;búrka;jednotné
ustala;jednotné;ustala;jednotné
zistili;množné;zistili;množné
že;;že;
pristáli;množné;pristáli;množné
na;;na;
púšti;jednotné;púšti;jednotné
Všade;;Všade;
navôkol;;navôkol;
bol;množné;bol;jednotné
piesok;jednotné;piesok;jednotné
Zarazene;;Zarazene;
vstali;množné;vstali;množné
a;množné;a;
skúmali;množné;skúmali;množné
či;;či;
sú;množné;sú;množné
celí;jednotné;celí;množné
Rudko;jednotné;Rudko;jednotné
si;;si;
z;množné;z;
listu;jednotné;listu;jednotné
urobil;jednotné;urobil;jednotné
slnečník;jednotné;slnečník;jednotné
Než;;Než;
však;;však;
stačili;množné;stačili;množné
vzlietnuť;;vzlietnuť;
obkolesila;jednotné;obkolesila;jednotné
ich;množné;ich;množné
horda;jednotné;horda;jednotné
zelených;množné;zelených;množné
mužíčkov;množné;mužíčkov;množné
Mimozemšťania;množné;Mimozemšťania;množné
zašepkal;jednotné;zašepkal;jednotné
Rudko;jednotné;Rudko;jednotné
vystrašene;;vystrašene;
Aj;;Aj;
zbledla;jednotné;zbledla;jednotné
Obviňujeme;množné;Obviňujeme;množné
vás;množné;vás;množné
že;;že;
ste;jednotné;ste;množné
nám;;nám;množné
odcudzili;množné;odcudzili;množné
drahocennú;jednotné;drahocennú;jednotné
potravu;jednotné;potravu;jednotné
povedal;jednotné;povedal;jednotné
prísne;;prísne;
veliteľ;jednotné;veliteľ;jednotné
a;množné;a;
dal;jednotné;dal;jednotné
pokyn;jednotné;pokyn;jednotné
aby;jednotné;aby;
ich;množné;ich;množné
zajali;množné;zajali;množné
a;množné;a;
postavili;množné;postavili;množné
pred;;pred;
sudcu;jednotné;sudcu;jednotné
Som;jednotné;Som;jednotné
advokátka;jednotné;advokátka;jednotné
vyhlásila;jednotné;vyhlásila;jednotné
pohotovo;;pohotovo;
a;množné;a;
pána;;pána;jednotné
Rudka;jednotné;Rudka;jednotné
budem;jednotné;budem;jednotné
zastupovať;;zastupovať;
Sudcovi;jednotné;Sudcovi;jednotné
sa;;sa;
jej;množné;jej;jednotné
smelosť;jednotné;smelosť;jednotné
páčila;jednotné;páčila;jednotné
a;množné;a;
tak;;tak;
súhlasil;jednotné;súhlasil;jednotné
Bežala;jednotné;Bežala;jednotné
na;;na;
rodnú;jednotné;rodnú;jednotné
lúku;jednotné;lúku;jednotné
ktorú;jednotné;ktorú;jednotné
po;;po;
búrke;jednotné;búrke;jednotné
ľahko;;ľahko;
našla;jednotné;našla;jednotné
nadšene;;nadšene;
schytila;jednotné;schytila;jednotné
husle;množné;husle;množné
a;množné;a;
knísala;jednotné;knísala;jednotné
sa;;sa;
za;;za;
Stala;jednotné;Stala;jednotné
si;;si;
na;;na;
kameň;jednotné;kameň;jednotné
a;množné;a;
začala;jednotné;začala;jednotné
vrzúkať;;vrzúkať;
sa;;sa;
tomu;jednotné;tomu;jednotné
potešila;jednotné;potešila;jednotné
a;množné;a;
bola;jednotné;bola;jednotné
nadmieru;;nadmieru;
spokojná;jednotné;spokojná;jednotné
Ako;;Ako;
sa;;sa;
stretla;jednotné;stretla;jednotné
s;množné;s;
motýľom;množné;motýľom;jednotné
Emanuelom;množné;Emanuelom;jednotné
Na;;Na;
okraji;jednotné;okraji;jednotné
makového;jednotné;makového;jednotné
poľa;jednotné;poľa;jednotné
sedel;jednotné;sedel;jednotné
motýľ;jednotné;motýľ;jednotné
s;množné;s;
malým;množné;malým;jednotné
oranžovým;množné;oranžovým;jednotné
cylindrom;množné;cylindrom;jednotné
na;;na;
hlave;jednotné;hlave;jednotné
Z;;Z;
maku;jednotné;maku;jednotné
vyšlo;jednotné;vyšlo;jednotné
ako;;ako;
z;množné;z;
lesa;jednotné;lesa;jednotné
drobučké;množné;drobučké;jednotné
dievčatko;jednotné;dievčatko;jednotné
Malo;;Malo;jednotné
sukničku;jednotné;sukničku;jednotné
z;množné;z;
makových;množné;makových;množné
lupienkov;množné;lupienkov;množné
a;množné;a;
usmievalo;jednotné;usmievalo;jednotné
sa;;sa;
Som;jednotné;Som;jednotné
vraví;jednotné;vraví;jednotné
motýľovi;jednotné;motýľovi;jednotné
Veru;;Veru;
mohla;jednotné;mohla;jednotné
odvetila;jednotné;odvetila;jednotné
makovica;jednotné;makovica;jednotné
Ďakujem;jednotné;Ďakujem;jednotné
povedala;jednotné;povedala;jednotné
ibaže;;ibaže;
neviem;;neviem;jednotné
čo;jednotné;čo;jednotné
mám;jednotné;mám;jednotné
robiť;;robiť;
aby;jednotné;aby;
drozd;jednotné;drozd;jednotné
vrátil;jednotné;vrátil;jednotné
Emanuelovi;jednotné;Emanuelovi;jednotné
cylinder;jednotné;cylinder;jednotné
Makovica;jednotné;Makovica;jednotné
zatriasla;jednotné;zatriasla;jednotné
hlavou;jednotné;hlavou;jednotné
Makové;množné;Makové;množné
zrniečka;množné;zrniečka;množné
v;;v;
nej;jednotné;nej;jednotné
zašušťali;množné;zašušťali;množné
ako;;ako;
keď;;keď;
sa;;sa;
presýpajú;množné;presýpajú;množné
myšlienky;množné;myšlienky;množné
Chvíľu;;Chvíľu;jednotné
trvalo;;trvalo;jednotné
kým;;kým;
zbadali;množné;zbadali;množné
drozda;jednotné;drozda;jednotné
Chodí;jednotné;Chodí;jednotné
spať;;spať;
ako;;ako;
slniečko;jednotné;slniečko;jednotné
povzdychol;jednotné;povzdychol;jednotné
si;;si;
motýľ;jednotné;motýľ;jednotné
Emanuel;jednotné;Emanuel;jednotné
Tak;;Tak;
uspíme;množné;uspíme;množné
slniečko;jednotné;slniečko;jednotné
navrhla;jednotné;navrhla;jednotné
Čo;jednotné;Čo;jednotné
mi;jednotné;mi;jednotné
nesieš;jednotné;nesieš;jednotné
Emanuel;jednotné;Emanuel;jednotné
vypytovalo;jednotné;vypytovalo;jednotné
sa;;sa;
slniečko;jednotné;slniečko;jednotné
Na;;Na;
spanie;jednotné;spanie;jednotné
Druhý;jednotné;Druhý;jednotné
raz;jednotné;raz;jednotné
Ako;;Ako;
zažala;jednotné;zažala;jednotné
lúčne;množné;lúčne;jednotné
svetielko;jednotné;svetielko;jednotné
Počujete;množné;Počujete;množné
ma;jednotné;ma;jednotné
V;;V;
lese;jednotné;lese;jednotné
nie;;nie;
je;jednotné;je;jednotné
povedala;jednotné;povedala;jednotné
ozvena;jednotné;ozvena;jednotné
z;množné;z;
lesa;jednotné;lesa;jednotné
Celý;jednotné;Celý;jednotné
deň;jednotné;deň;jednotné
som;jednotné;som;jednotné
ho;;ho;jednotné
zahučala;jednotné;zahučala;jednotné
ozvena;jednotné;ozvena;jednotné
zo;;zo;
skaly;množné;skaly;jednotné
sa;;sa;
niečo;jednotné;niečo;jednotné
vymyslíme;množné;vymyslíme;množné
povedala;jednotné;povedala;jednotné
A;;A;
teraz;;teraz;
pomôžem;jednotné;pomôžem;jednotné
ja;množné;ja;jednotné
tebe;jednotné;tebe;jednotné
Lúčne;množné;Lúčne;
svetielko;jednotné;svetielko;jednotné
sa;;sa;
stratilo;jednotné;stratilo;jednotné
v;;v;
tme;jednotné;tme;jednotné
a;množné;a;
o;;o;
chvíľu;;chvíľu;jednotné
už;;už;
dievčatko;jednotné;dievčatko;jednotné
z;množné;z;
diaľky;množné;diaľky;jednotné
počulo;jednotné;počulo;jednotné
veselú;jednotné;veselú;jednotné
motýliu;jednotné;motýliu;jednotné
pieseň;jednotné;pieseň;jednotné
sa;;sa;
odvetila;jednotné;odvetila;jednotné
Aj;;Aj;
tak;;tak;
sa;;sa;
vybrala;jednotné;vybrala;jednotné
pod;;pod;
harmanček;jednotné;harmanček;jednotné
či;;či;
náhodou;;náhodou;
pod;;pod;
lístkom;množné;lístkom;jednotné
nejaká;jednotné;nejaká;jednotné
kvapôčka;jednotné;kvapôčka;jednotné
Veruže;;Veruže;
Iba;;Iba;
na;;na;
bodliaku;jednotné;bodliaku;jednotné
sa;;sa;
jagali;množné;jagali;množné
veľké;množné;veľké;množné
kvapky;množné;kvapky;množné
rosy;množné;rosy;jednotné
lebo;;lebo;
sa;;sa;
báli;množné;báli;množné
skotúľať;;skotúľať;
do;;do;
trávy;množné;trávy;jednotné
Páliš;jednotné;Páliš;jednotné
spýtal;jednotné;spýtal;jednotné
sa;;sa;
opatrne;;opatrne;
bodliak;jednotné;bodliak;jednotné
Pustíš;jednotné;Pustíš;jednotné
spýtal;jednotné;spýtal;jednotné
sa;;sa;
Ferdinand;jednotné;Ferdinand;jednotné
A;;A;
bodliak;jednotné;bodliak;jednotné
i;množné;i;
motýľa;jednotné;motýľa;jednotné
Emanuela;jednotné;Emanuela;jednotné
radšej;;radšej;
pustil;jednotné;pustil;jednotné
Keby;jednotné;Keby;
som;jednotné;som;jednotné
tak;;tak;
mala;;mala;jednotné
slnečník;jednotné;slnečník;jednotné
povedala;jednotné;povedala;jednotné
Len;;Len;
čo;jednotné;čo;
to;jednotné;to;jednotné
dopovedala;jednotné;dopovedala;jednotné
zniesol;jednotné;zniesol;jednotné
sa;;sa;
nad;;nad;
ňou;jednotné;ňou;jednotné
modrý;jednotné;modrý;jednotné
tieň;jednotné;tieň;jednotné
v;;v;
ktorom;jednotné;ktorom;jednotné
stála;jednotné;stála;jednotné
ako;;ako;
v;;v;
jazierku;jednotné;jazierku;jednotné
Dievčatko;jednotné;Dievčatko;jednotné
pozrelo;jednotné;pozrelo;jednotné
hore;;hore;
Nad;;Nad;
ňou;jednotné;ňou;jednotné
sa;;sa;
vznášal;jednotné;vznášal;jednotné
cudzí;jednotné;cudzí;jednotné
motýľ;jednotné;motýľ;jednotné
Na;;Na;
hlave;jednotné;hlave;jednotné
mal;;mal;jednotné
klobúk;jednotné;klobúk;jednotné
a;množné;a;
na;;na;
krídlach;množné;krídlach;množné
vzácny;jednotné;vzácny;jednotné
vzor;jednotné;vzor;jednotné
A;;A;
Emanuel;jednotné;Emanuel;jednotné
od;;od;
žiarlivosti;množné;žiarlivosti;jednotné
spadol;jednotné;spadol;jednotné
z;množné;z;
margarétky;množné;margarétky;jednotné
A;;A;
odletel;jednotné;odletel;jednotné
do;;do;
sveta;jednotné;sveta;jednotné
V;;V;
tej;jednotné;tej;jednotné
chvíli;jednotné;chvíli;jednotné
celkom;;celkom;
stratila;jednotné;stratila;jednotné
srdce;jednotné;srdce;jednotné
Vysoko;;Vysoko;
na;;na;
nebi;jednotné;nebi;jednotné
vyšiel;jednotné;vyšiel;jednotné
mesiac;jednotné;mesiac;jednotné
Ja;množné;Ja;jednotné
som;jednotné;som;jednotné
tropický;jednotné;tropický;jednotné
motýľ;jednotné;motýľ;jednotné
Až;;Až;
potom;;potom;
zašiel;jednotné;zašiel;jednotné
mesiac;jednotné;mesiac;jednotné
za;;za;
mraky;množné;mraky;množné
V;;V;
tráve;jednotné;tráve;jednotné
vyhrávala;jednotné;vyhrávala;jednotné
letná;jednotné;letná;jednotné
muzika;jednotné;muzika;jednotné
Zrazu;;Zrazu;
sa;;sa;
zachvela;jednotné;zachvela;jednotné
zem;jednotné;zem;jednotné
a;množné;a;
dievčatko;jednotné;dievčatko;jednotné
skoro;;skoro;
spadlo;jednotné;spadlo;jednotné
Zem;jednotné;Zem;jednotné
sa;;sa;
ustavične;;ustavične;
triasla;jednotné;triasla;jednotné
a;množné;a;
kopček;jednotné;kopček;jednotné
z;množné;z;
hliny;množné;hliny;jednotné
rástol;jednotné;rástol;jednotné
a;množné;a;
rástol;jednotné;rástol;jednotné
Keď;;Keď;
krtko;jednotné;krtko;jednotné
Bonifác;jednotné;Bonifác;jednotné
vykukol;jednotné;vykukol;jednotné
druhý;jednotné;druhý;jednotné
raz;jednotné;raz;jednotné
vraví;jednotné;vraví;jednotné
Toto;jednotné;Toto;jednotné
som;jednotné;som;jednotné
našiel;jednotné;našiel;jednotné
riadne;;riadne;
hlboko;;hlboko;
Slúžil;jednotné;Slúžil;jednotné
som;jednotné;som;jednotné
u;množné;u;
jednej;jednotné;jednej;jednotné
kňažnej;jednotné;kňažnej;jednotné
Vítame;množné;Vítame;množné
vás;množné;vás;množné
povedala;jednotné;povedala;jednotné
a;množné;a;
motýľ;jednotné;motýľ;jednotné
Emanuel;jednotné;Emanuel;jednotné
sklopili;množné;sklopili;množné
zrak;jednotné;zrak;jednotné
Zakrátko;;Zakrátko;
si;;si;
obliekala;jednotné;obliekala;jednotné
novú;jednotné;novú;jednotné
sukničku;jednotné;sukničku;jednotné
s;množné;s;
volánikmi;množné;volánikmi;množné
a;množné;a;
motýľ;jednotné;motýľ;jednotné
Emanuel;jednotné;Emanuel;jednotné
frak;jednotné;frak;jednotné
s;množné;s;
dlhými;množné;dlhými;množné
krídlami;množné;krídlami;množné
Ako;;Ako;
kňažná;jednotné;kňažná;jednotné
s;množné;s;
kniežaťom;jednotné;kniežaťom;jednotné
veru;;veru;
bola;jednotné;bola;jednotné
tanečnica;jednotné;tanečnica;jednotné
Ale;;Ale;
sukničku;jednotné;sukničku;jednotné
s;množné;s;
volánikmi;množné;volánikmi;množné
horko;;horko;
ťažko;;ťažko;
uniesla;jednotné;uniesla;jednotné
Chcel;jednotné;Chcel;jednotné
vzlietnuť;;vzlietnuť;
do;;do;
vzduchu;jednotné;vzduchu;jednotné
ale;;ale;
zamotal;jednotné;zamotal;jednotné
sa;;sa;
do;;do;
krídel;množné;krídel;množné
fraku;jednotné;fraku;jednotné
A;;A;
stiahol;jednotné;stiahol;jednotné
zlatý;jednotné;zlatý;jednotné
náprstok;jednotné;náprstok;jednotné
naspäť;;naspäť;
pod;;pod;
čiernu;jednotné;čiernu;jednotné
zem;jednotné;zem;jednotné
Ako;;Ako;
uviazla;jednotné;uviazla;jednotné
v;;v;
lekne;jednotné;lekne;jednotné
Raz;jednotné;Raz;
vraví;jednotné;vraví;jednotné
Niečo;jednotné;Niečo;jednotné
by;jednotné;by;
som;jednotné;som;jednotné
chcela;jednotné;chcela;jednotné
Chcela;jednotné;Chcela;jednotné
by;jednotné;by;
som;jednotné;som;jednotné
sa;;sa;
na;;na;
nej;jednotné;nej;jednotné
odviezť;;odviezť;
povedala;jednotné;povedala;jednotné
To;jednotné;To;jednotné
prehovoril;jednotné;prehovoril;jednotné
kvietok;jednotné;kvietok;jednotné
čo;jednotné;čo;
rástol;jednotné;rástol;jednotné
pri;;pri;
vode;jednotné;vode;jednotné
Kvietky;množné;Kvietky;množné
na;;na;
lúke;jednotné;lúke;jednotné
sú;množné;sú;množné
bohaté;množné;bohaté;množné
Včielky;množné;Včielky;množné
sa;;sa;
o;;o;
to;jednotné;to;jednotné
starajú;množné;starajú;množné
Otočil;jednotné;Otočil;jednotné
krídlami;množné;krídlami;množné
a;množné;a;
zachytil;jednotné;zachytil;jednotné
silnejší;jednotné;silnejší;jednotné
vietor;jednotné;vietor;jednotné
Prevrátila;jednotné;Prevrátila;jednotné
sa;;sa;
a;množné;a;
klesla;jednotné;klesla;jednotné
na;;na;
dno;jednotné;dno;jednotné
Emanuel;jednotné;Emanuel;jednotné
s;množné;s;
tak;;tak;
tak;;tak;
stačili;množné;stačili;množné
preskočiť;;preskočiť;
na;;na;
najbližšie;;najbližšie;jednotné
lekno;jednotné;lekno;jednotné
Zatváram;jednotné;Zatváram;jednotné
odvetilo;jednotné;odvetilo;jednotné
lekno;jednotné;lekno;jednotné
Spím;jednotné;Spím;jednotné
odvetilo;jednotné;odvetilo;jednotné
lekno;jednotné;lekno;jednotné
A;;A;
zobudilo;jednotné;zobudilo;jednotné
lekno;jednotné;lekno;jednotné
Ako;;Ako;
ju;jednotné;ju;jednotné
veverička;jednotné;veverička;jednotné
odniesla;jednotné;odniesla;jednotné
do;;do;
hniezda;množné;hniezda;jednotné
Motýľ;jednotné;Motýľ;jednotné
Emanuel;jednotné;Emanuel;jednotné
poletoval;jednotné;poletoval;jednotné
kdesi;;kdesi;
nad;;nad;
lúkami;množné;lúkami;množné
a;množné;a;
ostala;jednotné;ostala;jednotné
doma;;doma;
sama;jednotné;sama;jednotné
A;;A;
hneď;jednotné;hneď;
volala;jednotné;volala;jednotné
motýľa;jednotné;motýľa;jednotné
Emanuela;jednotné;Emanuela;jednotné
aby;jednotné;aby;
ju;jednotné;ju;jednotné
tam;;tam;
v;;v;
noci;množné;noci;jednotné
Schytilo;jednotné;Schytilo;jednotné
dievčinku;jednotné;dievčinku;jednotné
labkami;množné;labkami;množné
a;množné;a;
vraví;jednotné;vraví;jednotné
Ty;jednotné;Ty;jednotné
moja;jednotné;moja;jednotné
krásna;jednotné;krásna;jednotné
dievčinka;jednotné;dievčinka;jednotné
odnesiem;jednotné;odnesiem;jednotné
si;;si;
ťa;jednotné;ťa;jednotné
do;;do;
hniezda;množné;hniezda;jednotné
Hore;;Hore;
bolo;jednotné;bolo;jednotné
samé;množné;samé;jednotné
nebo;jednotné;nebo;jednotné
a;množné;a;
dole;;dole;
hlbočina;jednotné;hlbočina;jednotné
Obzeral;jednotné;Obzeral;jednotné
sa;;sa;
no;;no;
dievčinky;množné;dievčinky;jednotné
nikde;;nikde;
Vtom;;Vtom;
si;;si;
v;;v;
prachu;jednotné;prachu;jednotné
na;;na;
cestičke;jednotné;cestičke;jednotné
všimol;jednotné;všimol;jednotné
drobné;množné;drobné;množné
šľapaje;množné;šľapaje;množné
Lietal;jednotné;Lietal;jednotné
kade;;kade;
tade;;tade;
a;množné;a;
volal;jednotné;volal;jednotné
jej;množné;jej;jednotné
meno;jednotné;meno;jednotné
Zastavil;jednotné;Zastavil;jednotné
sa;;sa;
pri;;pri;
lieskach;množné;lieskach;množné
a;množné;a;
zbadal;jednotné;zbadal;jednotné
tam;;tam;
veveričku;jednotné;veveričku;jednotné
si;;si;
spýtal;jednotné;spýtal;jednotné
sa;;sa;
jej;množné;jej;jednotné
Ešteže;;Ešteže;
čo;jednotné;čo;
Naschvál;;Naschvál;
motýľa;jednotné;motýľa;jednotné
poslala;jednotné;poslala;jednotné
na;;na;
opačnú;jednotné;opačnú;jednotné
stranu;jednotné;stranu;jednotné
Prehľadal;jednotné;Prehľadal;jednotné
ten;jednotné;ten;jednotné
kus;jednotné;kus;jednotné
lesa;jednotné;lesa;jednotné
krížom;;krížom;
krážom;;krážom;
ale;;ale;
niečo;jednotné;niečo;jednotné
ho;;ho;jednotné
ustavične;;ustavične;
ťahalo;jednotné;ťahalo;jednotné
späť;;späť;
k;množné;k;
starej;jednotné;starej;jednotné
borovici;jednotné;borovici;jednotné
Najprv;;Najprv;
si;;si;
myslel;jednotné;myslel;jednotné
že;;že;
to;jednotné;to;jednotné
vybaví;jednotné;vybaví;jednotné
podobrotky;;podobrotky;
Ale;;Ale;
dlho;;dlho;
ho;;ho;jednotné
potrebovať;;potrebovať;
vraví;jednotné;vraví;jednotné
pavúk;jednotné;pavúk;jednotné
Mám;jednotné;Mám;jednotné
osem;množné;osem;jednotné
nôh;množné;nôh;množné
osem;množné;osem;jednotné
očí;množné;očí;množné
a;množné;a;
sedem;množné;sedem;jednotné
chutí;jednotné;chutí;množné
Motýľ;jednotné;Motýľ;jednotné
Emanuel;jednotné;Emanuel;jednotné
ostal;jednotné;ostal;jednotné
ako;;ako;
Pomôž;jednotné;Pomôž;jednotné
mi;jednotné;mi;jednotné
Vytrhol;jednotné;Vytrhol;jednotné
sa;;sa;
z;množné;z;
pavúčej;jednotné;pavúčej;jednotné
priadze;množné;priadze;jednotné
takou;jednotné;takou;jednotné
silou;jednotné;silou;jednotné
že;;že;
nič;množné;nič;jednotné
pavúka;jednotné;pavúka;jednotné
s;množné;s;
ôsmimi;množné;ôsmimi;množné
nohami;množné;nohami;množné
prevrátilo;jednotné;prevrátilo;jednotné
horeznačky;;horeznačky;
Pelikánia;jednotné;Pelikánia;jednotné
slečna;jednotné;slečna;jednotné
a;množné;a;
jej;množné;jej;jednotné
veľký;jednotné;veľký;jednotné
zobák;jednotné;zobák;jednotné
Kiež;;Kiež;
by;jednotné;by;
som;jednotné;som;jednotné
mala;;mala;jednotné
menší;jednotné;menší;jednotné
zobák;jednotné;zobák;jednotné
Veď;;Veď;
ho;;ho;jednotné
strhne;jednotné;strhne;jednotné
do;;do;
hlbočiny;množné;hlbočiny;jednotné
pomyslela;jednotné;pomyslela;jednotné
si;;si;
Už;;Už;
letím;jednotné;letím;jednotné
kričí;jednotné;kričí;jednotné
KLIP;;KLIP;
KLAP;;KLAP;
sa;;sa;
začervenala;jednotné;začervenala;jednotné
a;množné;a;
hanblivo;;hanblivo;
klapla;jednotné;klapla;jednotné
zobákom;množné;zobákom;jednotné
Som;jednotné;Som;jednotné
rada;jednotné;rada;jednotné
že;;že;
som;jednotné;som;jednotné
pomohla;jednotné;pomohla;jednotné
Levíčatá;množné;Levíčatá;množné
našli;množné;našli;množné
ohnisko;jednotné;ohnisko;jednotné
Tráva;jednotné;Tráva;jednotné
horí;jednotné;horí;jednotné
sa;;sa;
zakričala;jednotné;zakričala;jednotné
Všetky;množné;Všetky;množné
zvieratká;množné;zvieratká;množné
bežali;množné;bežali;množné
do;;do;
bezpečia;množné;bezpečia;jednotné
no;;no;
letela;jednotné;letela;jednotné
po;;po;
zobák;jednotné;zobák;jednotné
vody;množné;vody;jednotné
to;jednotné;to;jednotné
nesmierne;;nesmierne;
potešilo;jednotné;potešilo;jednotné
Pelikánia;jednotné;Pelikánia;jednotné
slečna;jednotné;slečna;jednotné
má;jednotné;má;jednotné
veľký;jednotné;veľký;jednotné
zobák;jednotné;zobák;jednotné
a;množné;a;
veľmi;;veľmi;
sa;;sa;
jej;množné;jej;jednotné
No;;No;
keď;;keď;
sa;;sa;
stane;jednotné;stane;jednotné
na;;na;
brehu;jednotné;brehu;jednotné
jazera;jednotné;jazera;jednotné
nehoda;jednotné;nehoda;jednotné
zachraňuje;jednotné;zachraňuje;jednotné
Deti;množné;Deti;množné
si;;si;
obľúbia;množné;obľúbia;množné
veľký;jednotné;veľký;jednotné
zobák;jednotné;zobák;jednotné
pelikánej;jednotné;pelikánej;jednotné
slečny;množné;slečny;jednotné
a;množné;a;
radi;množné;radi;množné
sa;;sa;
s;množné;s;
ním;jednotné;ním;jednotné
zahrajú;množné;zahrajú;množné
keď;;keď;
uvidia;množné;uvidia;množné
slová;množné;slová;množné
KLIP;;KLIP;
KLAP;;KLAP;
Jeho;množné;Jeho;jednotné
KLIP;;KLIP;
KLAP;;KLAP;
počuť;;počuť;
široko;;široko;
ďaleko;jednotné;ďaleko;
Tvoje;množné;Tvoje;jednotné
nám;;nám;množné
spať;;spať;
Zobuď;jednotné;Zobuď;jednotné
sa;;sa;
Prepáč;jednotné;Prepáč;jednotné
