Slovo;Pád;Slovo2;Pád2
diaľkové;nominatív;diaľkové;nominatív
ovládanie;nominatív;ovládanie;nominatív
medziplanetárnej;genitív;medziplanetárnej;genitív
kozmickej;genitív;kozmickej;genitív
lode;genitív;lode;genitív
.;;.;
Rýchlosť;nominatív;Rýchlosť;nominatív
svetla;genitív;svetla;genitív
sa;;sa;
však;;však;
môže;;môže;
prejaviť;;prejaviť;
aj;;aj;
pri;;pri;
malých;lokál;malých;lokál
vzdialenostiach;lokál;vzdialenostiach;lokál
.;;.;
V;;V;
superpočítačoch;lokál;superpočítačoch;lokál
obmedzuje;;obmedzuje;
rýchlosť;nominatív;rýchlosť;nominatív
svetla;genitív;svetla;genitív
posielania;akuzatív;posielania;akuzatív
dát;genitív;dát;genitív
medzi;;medzi;
procesormi;inštrumentál;procesormi;inštrumentál
.;;.;
Rovnaká;nominatív;Rovnaká;nominatív
rýchlosť;nominatív;rýchlosť;nominatív
zo;;zo;
všetkých;genitív;všetkých;genitív
vzťažných;genitív;vzťažných;genitív
sústav;genitív;sústav;genitív
Mnohí;nominatív;Mnohí;nominatív
sú;;sú;
zvyknutí;nominatív;zvyknutí;nominatív
,;;,;
že;;že;
rýchlosti;nominatív;rýchlosti;nominatív
sa;;sa;
sčítavajú;;sčítavajú;
:;;:;
ak;;ak;
idú;;idú;
dve;nominatív;dve;nominatív
autá;nominatív;autá;nominatív
proti;;proti;
sebe;datív;sebe;datív
,;;,;
každé;nominatív;každé;nominatív
z;;z;
nich;genitív;nich;genitív
idúce;nominatív;idúce;nominatív
rýchlosťou;inštrumentál;rýchlosťou;inštrumentál
50;;50;
km;;km;
/;;/;
h;;h;
,;;,;
očakáva;;očakáva;
sa;;sa;
,;;,;
že;;že;
každé;nominatív;každé;nominatív
z;;z;
áut;genitív;áut;genitív
bude;;bude;
vnímať;;vnímať;
to;akuzatív;to;akuzatív
druhé;akuzatív;druhé;akuzatív
približujúce;akuzatív;približujúce;akuzatív
sa;;sa;
celkovou;inštrumentál;celkovou;inštrumentál
rýchlosťou;inštrumentál;rýchlosťou;inštrumentál
50;;50;
+;;+;
50;;50;
=;;=;
100;;100;
km;;km;
/;;/;
h;;h;
.;;.;
Vzájomné;nominatív;Vzájomné;nominatív
pôsobenie;nominatív;pôsobenie;nominatív
s;;s;
priehľadnými;inštrumentál;priehľadnými;inštrumentál
materiálmi;inštrumentál;materiálmi;inštrumentál
Svetlo;nominatív;Svetlo;nominatív
sa;;sa;
po;;po;
opustení;lokál;opustení;lokál
média;genitív;média;genitív
šíri;;šíri;
opäť;;opäť;
svojou;inštrumentál;svojou;inštrumentál
pôvodnou;inštrumentál;pôvodnou;inštrumentál
rýchlosťou;inštrumentál;rýchlosťou;inštrumentál
bez;;bez;
získania;genitív;získania;genitív
dodatočnej;genitív;dodatočnej;genitív
energie;genitív;energie;genitív
.;;.;
Experimentálne;nominatív;Experimentálne;nominatív
dôkazy;nominatív;dôkazy;nominatív
vykonané;nominatív;vykonané;nominatív
v;;v;
poslednej;lokál;poslednej;lokál
dobe;lokál;dobe;lokál
ukazujú;;ukazujú;
,;;,;
že;;že;
skupinová;nominatív;skupinová;nominatív
rýchlosť;nominatív;rýchlosť;nominatív
svetla;genitív;svetla;genitív
môže;;môže;
prekročiť;;prekročiť;
c;;c;
.;;.;
Experimenty;nominatív;Experimenty;nominatív
naznačujú;;naznačujú;
,;;,;
že;;že;
fázová;nominatív;fázová;nominatív
rýchlosť;nominatív;rýchlosť;nominatív
nestálych;genitív;nestálych;genitív
vĺn;genitív;vĺn;genitív
môže;;môže;
prekonať;;prekonať;
c;;c;
";";;";";
avšak;;avšak;
aj;;aj;
v;;v;
tomto;lokál;tomto;lokál
prípade;lokál;prípade;lokál
skupinová;nominatív;skupinová;nominatív
a;;a;
predná;nominatív;predná;nominatív
rýchlosť;nominatív;rýchlosť;nominatív
neprekoná;;neprekoná;
c;;c;
,;;,;
takže;;takže;
opäť;;opäť;
nie;;nie;
je;;je;
možné;nominatív;možné;nominatív
preniesť;;preniesť;
informáciu;akuzatív;informáciu;akuzatív
rýchlejšie;;rýchlejšie;
ako;;ako;
c;;c;
.;;.;
Keďže;;Keďže;
však;;však;
nie;;nie;
je;;je;
možné;nominatív;možné;nominatív
ovplyvniť;;ovplyvniť;
,;;,;
ktorý;nominatív;ktorý;akuzatív
kvantový;nominatív;kvantový;akuzatív
stav;nominatív;stav;akuzatív
získa;;získa;
prvá;nominatív;prvá;nominatív
častica;nominatív;častica;nominatív
pri;;pri;
jej;lokál;jej;lokál
pozorovaní;lokál;pozorovaní;lokál
,;;,;
nedá;;nedá;
sa;;sa;
informácia;nominatív;informácia;nominatív
týmto;inštrumentál;týmto;inštrumentál
spôsobom;inštrumentál;spôsobom;inštrumentál
prenášať;;prenášať;
.;;.;
Hoci;;Hoci;
to;nominatív;to;nominatív
môže;;môže;
znieť;;znieť;
paradoxne;;paradoxne;
,;;,;
nárazové;akuzatív;nárazové;akuzatív
vlny;akuzatív;vlny;akuzatív
je;;je;
možné;nominatív;možné;nominatív
vytvoriť;;vytvoriť;
elektromagnetickým;inštrumentál;elektromagnetickým;inštrumentál
žiarením;inštrumentál;žiarením;inštrumentál
.;;.;
Za;;Za;
normálnych;genitív;normálnych;genitív
okolností;genitív;okolností;genitív
tieto;nominatív;tieto;nominatív
fotóny;nominatív;fotóny;nominatív
vzájomne;;vzájomne;
deštrukčne;;deštrukčne;
interferujú;;interferujú;
a;;a;
nie;;nie;
je;;je;
zistené;nominatív;zistené;nominatív
žiadne;nominatív;žiadne;nominatív
žiarenie;nominatív;žiarenie;nominatív
.;;.;
Táto;nominatív;Táto;nominatív
teória;nominatív;teória;nominatív
sa;;sa;
nazýva;;nazýva;
premenlivá;nominatív;premenlivá;nominatív
rýchlosť;nominatív;rýchlosť;nominatív
svetla;genitív;svetla;genitív
.;;.;
Táto;nominatív;Táto;nominatív
teória;nominatív;teória;nominatív
však;;však;
ešte;;ešte;
nezískala;;nezískala;
širokú;akuzatív;širokú;akuzatív
podporu;akuzatív;podporu;akuzatív
.;;.;
Experimenty;nominatív;Experimenty;nominatív
so;;so;
spomaľovaním;inštrumentál;spomaľovaním;inštrumentál
svetla;genitív;svetla;genitív
V;;V;
istom;lokál;istom;lokál
zmysle;lokál;zmysle;lokál
sa;;sa;
každé;nominatív;každé;nominatív
svetlo;nominatív;svetlo;nominatív
prechádzajúce;nominatív;prechádzajúce;nominatív
cez;;cez;
iné;akuzatív;iné;akuzatív
médium;akuzatív;médium;akuzatív
ako;;ako;
vákuum;akuzatív;vákuum;nominatív
šíri;;šíri;
kvôli;;kvôli;
refrakcii;datív;refrakcii;datív
pomalšie;;pomalšie;
ako;;ako;
c;;c;
.;;.;
Aristoteles;nominatív;Aristoteles;nominatív
naopak;;naopak;
povedal;;povedal;
,;;,;
že;;že;
„;;„;
svetlo;nominatív;svetlo;nominatív
je;;je;
kvôli;;kvôli;
prítomnosti;datív;prítomnosti;datív
niečoho;genitív;niečoho;genitív
,;;,;
ale;;ale;
nie;;nie;
je;;je;
to;nominatív;to;nominatív
pohyb;nominatív;pohyb;nominatív
“;;“;
.;;.;
Stredoveké;nominatív;Stredoveké;nominatív
a;;a;
rano;;rano;
‐;;‐;
moderné;nominatív;moderné;nominatív
teórie;nominatív;teórie;nominatív
Keďže;;Keďže;
žiadne;nominatív;žiadne;nominatív
podobné;nominatív;podobné;nominatív
odchýlky;nominatív;odchýlky;nominatív
neboli;;neboli;
pozorované;nominatív;pozorované;nominatív
,;;,;
vyvodil;;vyvodil;
,;;,;
že;;že;
rýchlosť;nominatív;rýchlosť;nominatív
svetla;genitív;svetla;genitív
je;;je;
nekonečná;nominatív;nekonečná;nominatív
.;;.;
Meranie;nominatív;Meranie;nominatív
rýchlosti;genitív;rýchlosti;genitív
svetla;genitív;svetla;genitív
Galileo;nominatív;Galileo;nominatív
odporučil;;odporučil;
experiment;akuzatív;experiment;akuzatív
(;;(;
1638;;1638;
);;);
,;;,;
kde;;kde;
by;;by;
sa;;sa;
rýchlosť;nominatív;rýchlosť;nominatív
svetla;genitív;svetla;genitív
merala;;merala;
pozorovaním;inštrumentál;pozorovaním;inštrumentál
oneskorenia;genitív;oneskorenia;genitív
medzi;;medzi;
odkrytím;inštrumentál;odkrytím;inštrumentál
lampáša;genitív;lampáša;genitív
a;;a;
jeho;genitív;jeho;genitív
vnímania;genitív;vnímania;genitív
z;;z;
určitej;genitív;určitej;genitív
vzdialenosti;genitív;vzdialenosti;genitív
.;;.;
Žiadne;nominatív;Žiadne;nominatív
oneskorenie;nominatív;oneskorenie;nominatív
však;;však;
nebolo;;nebolo;
pozorované;nominatív;pozorované;nominatív
.;;.;
Aj;;Aj;
neskoršie;nominatív;neskoršie;nominatív
pozorovania;nominatív;pozorovania;nominatív
javu;genitív;javu;genitív
s;;s;
troma;inštrumentál;troma;inštrumentál
inými;inštrumentál;inými;inštrumentál
Galileovymi;inštrumentál;Galileovymi;inštrumentál
mesiacmi;inštrumentál;mesiacmi;inštrumentál
,;;,;
kde;;kde;
to;nominatív;to;akuzatív
bolo;;bolo;
ťažšie;nominatív;ťažšie;
pozorovať;;pozorovať;
,;;,;
potvrdili;;potvrdili;
predchádzajúce;akuzatív;predchádzajúce;nominatív
zistenia;akuzatív;zistenia;nominatív
.;;.;
Avšak;;Avšak;
po;;po;
pozorovaniach;lokál;pozorovaniach;lokál
Jamesa;genitív;Jamesa;genitív
Bradleyho;genitív;Bradleyho;genitív
(;;(;
1728;;1728;
);;);
bola;;bola;
hypotéza;nominatív;hypotéza;nominatív
nekonečnej;genitív;nekonečnej;genitív
rýchlosti;genitív;rýchlosti;genitív
svetla;genitív;svetla;genitív
definitívne;;definitívne;
odmietnutá;nominatív;odmietnutá;nominatív
.;;.;
Bradley;nominatív;Bradley;nominatív
vyvodil;;vyvodil;
,;;,;
že;;že;
svetlo;nominatív;svetlo;nominatív
hviezd;genitív;hviezd;genitív
dopadajúce;nominatív;dopadajúce;nominatív
na;;na;
Zem;akuzatív;Zem;akuzatív
musí;;musí;
dopadať;;dopadať;
z;;z;
mierneho;genitív;mierneho;genitív
uhla;genitív;uhla;genitív
,;;,;
ktorý;nominatív;ktorý;nominatív
sa;;sa;
dá;;dá;
vypočítať;;vypočítať;
porovnaním;inštrumentál;porovnaním;inštrumentál
rýchlosti;genitív;rýchlosti;genitív
Zeme;genitív;Zeme;genitív
na;;na;
jej;lokál;jej;lokál
obežnej;lokál;obežnej;lokál
dráhe;lokál;dráhe;lokál
k;;k;
rýchlosti;datív;rýchlosti;datív
svetla;genitív;svetla;genitív
.;;.;
Diagram;nominatív;Diagram;nominatív
Fizeau;genitív;Fizeau;genitív
‐;;‐;
Foucaultovho;genitív;Foucaultovho;genitív
prístroja;genitív;prístroja;genitív
.;;.;
Prvé;nominatív;Prvé;akuzatív
úspešné;nominatív;úspešné;akuzatív
meranie;nominatív;meranie;akuzatív
rýchlosti;genitív;rýchlosti;genitív
svetla;genitív;svetla;genitív
pozemným;inštrumentál;pozemným;inštrumentál
prístrojom;inštrumentál;prístrojom;inštrumentál
vykonal;;vykonal;
Hippolyte;nominatív;Hippolyte;nominatív
Fizeau;nominatív;Fizeau;nominatív
v;;v;
roku;lokál;roku;lokál
1849;;1849;
.;;.;
Fizeauov;nominatív;Fizeauov;nominatív
experiment;nominatív;experiment;nominatív
bol;;bol;
koncepčne;;koncepčne;
podobný;nominatív;podobný;nominatív
návrhom;datív;návrhom;datív
Beeckmana;genitív;Beeckmana;genitív
a;;a;
Galilea;genitív;Galilea;genitív
.;;.;
Lúč;nominatív;Lúč;nominatív
svetla;genitív;svetla;genitív
bol;;bol;
namierený;nominatív;namierený;nominatív
na;;na;
zrkadlo;akuzatív;zrkadlo;akuzatív
umiestnené;akuzatív;umiestnené;nominatív
vo;;vo;
vzdialenosti;lokál;vzdialenosti;lokál
niekoľkých;genitív;niekoľkých;genitív
kilometrov;genitív;kilometrov;genitív
.;;.;
Na;;Na;
ceste;lokál;ceste;lokál
od;;od;
zdroja;genitív;zdroja;genitív
svetla;genitív;svetla;genitív
ku;;ku;
zrkadlu;datív;zrkadlu;datív
prešiel;;prešiel;
lúč;nominatív;lúč;nominatív
rotujúcim;inštrumentál;rotujúcim;inštrumentál
diskom;inštrumentál;diskom;inštrumentál
so;;so;
zárezmi;inštrumentál;zárezmi;inštrumentál
.;;.;
Leon;nominatív;Leon;nominatív
Foucault;nominatív;Foucault;nominatív
vylepšil;;vylepšil;
Fizeauovu;akuzatív;Fizeauovu;akuzatív
metódu;akuzatív;metódu;akuzatív
nahradením;inštrumentál;nahradením;inštrumentál
disku;genitív;disku;genitív
so;;so;
zárezmi;inštrumentál;zárezmi;inštrumentál
rotujúcim;inštrumentál;rotujúcim;inštrumentál
zrkadlom;inštrumentál;zrkadlom;inštrumentál
.;;.;
Veľký;nominatív;Veľký;nominatív
tresk;nominatív;tresk;nominatív
Podľa;;Podľa;
teórie;genitív;teórie;genitív
Veľkého;genitív;Veľkého;genitív
tresku;genitív;tresku;genitív
vznikol;;vznikol;
vesmír;nominatív;vesmír;nominatív
z;;z;
nekonečne;;nekonečne;
hustej;genitív;hustej;genitív
singularity;genitív;singularity;genitív
.;;.;
Prirodzeným;inštrumentál;Prirodzeným;inštrumentál
následkom;inštrumentál;následkom;inštrumentál
Veľkého;genitív;Veľkého;genitív
tresku;genitív;tresku;genitív
je;;je;
,;;,;
že;;že;
vesmír;nominatív;vesmír;nominatív
mal;;mal;
v;;v;
minulosti;lokál;minulosti;lokál
vyššiu;akuzatív;vyššiu;akuzatív
teplotu;akuzatív;teplotu;akuzatív
a;;a;
hustotu;akuzatív;hustotu;akuzatív
.;;.;
Hoyle;nominatív;Hoyle;nominatív
túto;akuzatív;túto;akuzatív
teóriu;akuzatív;teóriu;akuzatív
nepodporoval;;nepodporoval;
a;;a;
plánoval;;plánoval;
sa;;sa;
jej;datív;jej;datív
vysmiať;;vysmiať;
.;;.;
Jedným;inštrumentál;Jedným;inštrumentál
z;;z;
dôsledkov;genitív;dôsledkov;genitív
Veľkého;genitív;Veľkého;genitív
tresku;genitív;tresku;genitív
je;;je;
,;;,;
že;;že;
podmienky;akuzatív;podmienky;nominatív
dnešného;genitív;dnešného;genitív
vesmíru;genitív;vesmíru;genitív
sú;;sú;
odlišné;nominatív;odlišné;nominatív
od;;od;
podmienok;genitív;podmienok;genitív
v;;v;
minulosti;lokál;minulosti;lokál
alebo;;alebo;
v;;v;
budúcnosti;lokál;budúcnosti;lokál
.;;.;
História;nominatív;História;nominatív
teórie;genitív;teórie;genitív
Aplikovanie;nominatív;Aplikovanie;nominatív
všeobecnej;genitív;všeobecnej;genitív
teórie;genitív;teórie;genitív
relativity;genitív;relativity;genitív
sa;;sa;
podarilo;;podarilo;
Alexanderovi;datív;Alexanderovi;datív
Friedmanovi;datív;Friedmanovi;datív
,;;,;
ktorého;genitív;ktorého;genitív
rovnice;nominatív;rovnice;nominatív
opisujú;;opisujú;
Friedmann;nominatív;Friedmann;nominatív
‐;;‐;
Lemaître;nominatív;Lemaître;nominatív
‐;;‐;
Robertson;nominatív;Robertson;nominatív
‐;;‐;
Walker;nominatív;Walker;nominatív
‐;;‐;
ov;;ov;
vesmír;nominatív;vesmír;akuzatív
.;;.;
V;;V;
roku;lokál;roku;lokál
1929;;1929;
našiel;;našiel;
Edwin;nominatív;Edwin;nominatív
Hubble;nominatív;Hubble;nominatív
experimentálne;akuzatív;experimentálne;akuzatív
dôkazy;akuzatív;dôkazy;akuzatív
,;;,;
ktorými;inštrumentál;ktorými;inštrumentál
odôvodnil;;odôvodnil;
Lemaîtreovu;akuzatív;Lemaîtreovu;akuzatív
teóriu;akuzatív;teóriu;akuzatív
.;;.;
Keďže;;Keďže;
galaxie;nominatív;galaxie;nominatív
sa;;sa;
vzďaľovali;;vzďaľovali;
,;;,;
naznačilo;;naznačilo;
to;nominatív;to;nominatív
dve;akuzatív;dve;akuzatív
rôzne;akuzatív;rôzne;akuzatív
možnosti;akuzatív;možnosti;akuzatív
.;;.;
Stručný;nominatív;Stručný;nominatív
prehľad;nominatív;prehľad;nominatív
Raný;nominatív;Raný;nominatív
vesmír;nominatív;vesmír;nominatív
bol;;bol;
homogénne;;homogénne;
a;;a;
izotropne;;izotropne;
vyplnený;nominatív;vyplnený;nominatív
vysoko;;vysoko;
energetickou;inštrumentál;energetickou;inštrumentál
hustotou;inštrumentál;hustotou;inštrumentál
.;;.;
Približne;;Približne;
10;;10;
‐;;‐;
35;;35;
sekúnd;genitív;sekúnd;genitív
po;;po;
Planckovej;lokál;Planckovej;lokál
epoche;lokál;epoche;lokál
sa;;sa;
vesmír;nominatív;vesmír;nominatív
exponenciálne;;exponenciálne;
zväčšil;;zväčšil;
počas;;počas;
obdobia;genitív;obdobia;genitív
nazývaného;genitív;nazývaného;genitív
kozmická;nominatív;kozmická;nominatív
inflácia;nominatív;inflácia;nominatív
.;;.;
Dosiaľ;;Dosiaľ;
neznámym;inštrumentál;neznámym;inštrumentál
procesom;inštrumentál;procesom;inštrumentál
vznikla;;vznikla;
baryogenéza;nominatív;baryogenéza;nominatív
(;;(;
po;;po;
anglicky;;anglicky;
baryogenesis;;baryogenesis;
);;);
,;;,;
ktorá;nominatív;ktorá;nominatív
vytvorila;;vytvorila;
dnes;;dnes;
pozorovanú;akuzatív;pozorovanú;akuzatív
asymetriu;akuzatív;asymetriu;akuzatív
medzi;;medzi;
hmotou;inštrumentál;hmotou;inštrumentál
a;;a;
antihmotou;inštrumentál;antihmotou;inštrumentál
.;;.;
Tieto;nominatív;Tieto;nominatív
neskôr;;neskôr;
umožnili;;umožnili;
vznik;akuzatív;vznik;akuzatív
atómov;genitív;atómov;genitív
vodíku;genitív;vodíku;genitív
a;;a;
hélia;genitív;hélia;genitív
.;;.;
Toto;nominatív;Toto;nominatív
reliktové;nominatív;reliktové;nominatív
(;;(;
zostatkové;nominatív;zostatkové;nominatív
);;);
žiarenie;nominatív;žiarenie;nominatív
je;;je;
kozmické;nominatív;kozmické;nominatív
mikrovlnné;nominatív;mikrovlnné;nominatív
pozadie;nominatív;pozadie;nominatív
.;;.;
Detaily;nominatív;Detaily;nominatív
tohto;genitív;tohto;genitív
procesu;genitív;procesu;genitív
závisia;;závisia;
od;;od;
množstva;genitív;množstva;genitív
a;;a;
typu;genitív;typu;genitív
hmoty;genitív;hmoty;genitív
vo;;vo;
vesmíre;lokál;vesmíre;lokál
.;;.;
Približne;;Približne;
70;;70;
%;;%;
celkovej;genitív;celkovej;genitív
energie;genitív;energie;genitív
dnešného;genitív;dnešného;genitív
vesmíru;genitív;vesmíru;genitív
je;;je;
v;;v;
tejto;lokál;tejto;lokál
forme;lokál;forme;lokál
.;;.;
Teoretická;nominatív;Teoretická;nominatív
podpora;nominatív;podpora;nominatív
Dnešná;nominatív;Dnešná;nominatív
podoba;nominatív;podoba;nominatív
teórie;genitív;teórie;genitív
Veľkého;genitív;Veľkého;genitív
tresku;genitív;tresku;genitív
závisí;;závisí;
na;;na;
troch;lokál;troch;lokál
predpokladoch;lokál;predpokladoch;lokál
:;;:;
Univerzálnosť;nominatív;Univerzálnosť;nominatív
fyzikálnych;genitív;fyzikálnych;genitív
zákonov;genitív;zákonov;genitív
Kozmologický;akuzatív;Kozmologický;nominatív
princíp;akuzatív;princíp;nominatív
Kopernikov;akuzatív;Kopernikov;nominatív
princíp;akuzatív;princíp;nominatív
Táto;nominatív;Táto;nominatív
expanzia;nominatív;expanzia;nominatív
spôsobuje;;spôsobuje;
zvýšenie;akuzatív;zvýšenie;akuzatív
fyzikálnej;genitív;fyzikálnej;genitív
vzdialenosti;genitív;vzdialenosti;genitív
medzi;;medzi;
dvomi;inštrumentál;dvomi;inštrumentál
pevnými;inštrumentál;pevnými;inštrumentál
bodmi;inštrumentál;bodmi;inštrumentál
vo;;vo;
vesmíre;lokál;vesmíre;lokál
.;;.;
Hubbleov;nominatív;Hubbleov;nominatív
zákon;nominatív;zákon;nominatív
expanzie;genitív;expanzie;genitív
Žiarenie;nominatív;Žiarenie;nominatív
kozmického;genitív;kozmického;genitív
mikrovlnného;genitív;mikrovlnného;genitív
pozadia;genitív;pozadia;genitív
Za;;Za;
tento;akuzatív;tento;akuzatív
ich;akuzatív;ich;akuzatív
objav;akuzatív;objav;akuzatív
dostali;;dostali;
obaja;nominatív;obaja;nominatív
vedci;nominatív;vedci;nominatív
Nobelovu;akuzatív;Nobelovu;akuzatív
cenu;akuzatív;cenu;akuzatív
.;;.;
Nájdené;nominatív;Nájdené;nominatív
boli;;boli;
v;;v;
roku;lokál;roku;lokál
2000;;2000;
prostredníctvom;;prostredníctvom;
experimentu;genitív;experimentu;genitív
Bumerang;nominatív;Bumerang;nominatív
.;;.;
Veľké;nominatív;Veľké;nominatív
množstvo;nominatív;množstvo;nominatív
pôvodných;genitív;pôvodných;genitív
prvkov;genitív;prvkov;genitív
Všetky;nominatív;Všetky;nominatív
množstvá;nominatív;množstvá;nominatív
sú;;sú;
závislé;nominatív;závislé;nominatív
od;;od;
jediného;genitív;jediného;genitív
parametra;genitív;parametra;genitív
,;;,;
a;;a;
to;akuzatív;to;nominatív
pomeru;genitív;pomeru;genitív
fotónov;genitív;fotónov;genitív
k;;k;
baryónom;datív;baryónom;datív
.;;.;
Podrobnosti;nominatív;Podrobnosti;nominatív
rozloženia;genitív;rozloženia;genitív
galaxií;genitív;galaxií;genitív
a;;a;
kvazarov;genitív;kvazarov;genitív
tvoria;;tvoria;
"""";;"""";
za;;za;
"""";;"""";
aj;;aj;
"""";;"""";
proti;;proti;
"""";;"""";
súčasnej;datív;súčasnej;datív
teórie;datív;teórie;datív
.;;.;
Zdá;;Zdá;
sa;;sa;
,;;,;
že;;že;
typy;nominatív;typy;nominatív
a;;a;
rozloženie;nominatív;rozloženie;nominatív
galaxií;genitív;galaxií;genitív
sa;;sa;
zreteľne;;zreteľne;
menilo;;menilo;
,;;,;
vyvíjajúc;;vyvíjajúc;
sa;;sa;
podľa;;podľa;
Boltzmannovej;genitív;Boltzmannovej;genitív
rovnice;genitív;rovnice;genitív
.;;.;
Tieto;nominatív;Tieto;nominatív
pozorovania;nominatív;pozorovania;nominatív
sa;;sa;
štatisticky;;štatisticky;
zhodujú;;zhodujú;
so;;so;
simuláciami;inštrumentál;simuláciami;inštrumentál
.;;.;
Veľmi;;Veľmi;
dobre;;dobre;
ich;akuzatív;ich;akuzatív
vysvetľuje;;vysvetľuje;
teória;nominatív;teória;nominatív
Veľkého;genitív;Veľkého;genitív
tresku;genitív;tresku;genitív
a;;a;
pomáhajú;;pomáhajú;
obmedziť;;obmedziť;
parametre;akuzatív;parametre;akuzatív
modelu;genitív;modelu;genitív
.;;.;
Štandardné;nominatív;Štandardné;nominatív
problémy;nominatív;problémy;nominatív
V;;V;
teórii;lokál;teórii;lokál
Veľkého;genitív;Veľkého;genitív
tresku;genitív;tresku;genitív
sa;;sa;
objavilo;;objavilo;
niekoľko;nominatív;niekoľko;nominatív
problémov;genitív;problémov;genitív
.;;.;
Existuje;;Existuje;
malý;nominatív;malý;nominatív
počet;nominatív;počet;nominatív
zástancov;genitív;zástancov;genitív
neštandardných;genitív;neštandardných;genitív
kozmológií;genitív;kozmológií;genitív
,;;,;
ktorí;nominatív;ktorí;nominatív
veria;;veria;
,;;,;
že;;že;
v;;v;
skutočnosti;lokál;skutočnosti;lokál
nebol;;nebol;
žiaden;nominatív;žiaden;nominatív
Veľký;nominatív;Veľký;nominatív
tresk;nominatív;tresk;nominatív
.;;.;
Problém;nominatív;Problém;nominatív
horizontu;genitív;horizontu;genitív
Počas;;Počas;
inflácie;genitív;inflácie;genitív
prekoná;;prekoná;
vesmír;nominatív;vesmír;nominatív
exponenciálnu;akuzatív;exponenciálnu;akuzatív
expanziu;akuzatív;expanziu;akuzatív
a;;a;
oblasti;akuzatív;oblasti;nominatív
v;;v;
kauzálnom;lokál;kauzálnom;lokál
kontakte;lokál;kontakte;lokál
sa;;sa;
rozpínajú;;rozpínajú;
cez;;cez;
vzájomné;akuzatív;vzájomné;akuzatív
horizonty;akuzatív;horizonty;akuzatív
.;;.;
To;nominatív;To;nominatív
vysvetľuje;;vysvetľuje;
pozorovanú;akuzatív;pozorovanú;akuzatív
izotropiu;akuzatív;izotropiu;akuzatív
kozmického;genitív;kozmického;genitív
mikrovlnného;genitív;mikrovlnného;genitív
žiarenia;genitív;žiarenia;genitív
.;;.;
Vyriešenie;akuzatív;Vyriešenie;akuzatív
tohto;genitív;tohto;genitív
problému;genitív;problému;genitív
znovu;;znovu;
ponúka;;ponúka;
inflačná;nominatív;inflačná;nominatív
teória;nominatív;teória;nominatív
.;;.;
Magnetické;nominatív;Magnetické;nominatív
monopoly;nominatív;monopoly;nominatív
Temná;nominatív;Temná;nominatív
energia;nominatív;energia;nominatív
Všeobecná;nominatív;Všeobecná;nominatív
teória;nominatív;teória;nominatív
relativity;genitív;relativity;genitív
vyžaduje;;vyžaduje;
,;;,;
aby;;aby;
týchto;genitív;týchto;genitív
zvyšných;genitív;zvyšných;genitív
70;;70;
%;;%;
bolo;;bolo;
tvorených;genitív;tvorených;genitív
zložkou;inštrumentál;zložkou;inštrumentál
energie;genitív;energie;genitív
s;;s;
negatívnym;inštrumentál;negatívnym;inštrumentál
tlakom;inštrumentál;tlakom;inštrumentál
.;;.;
Pôvod;nominatív;Pôvod;nominatív
takzvanej;genitív;takzvanej;genitív
temnej;genitív;temnej;genitív
energie;genitív;energie;genitív
ostáva;;ostáva;
jednou;inštrumentál;jednou;inštrumentál
z;;z;
veľkých;genitív;veľkých;genitív
záhad;genitív;záhad;genitív
Veľkého;genitív;Veľkého;genitív
tresku;genitív;tresku;genitív
.;;.;
Možnými;inštrumentál;Možnými;inštrumentál
kandidátmi;inštrumentál;kandidátmi;inštrumentál
sú;;sú;
skalárna;nominatív;skalárna;nominatív
kozmologická;nominatív;kozmologická;nominatív
konštanta;nominatív;konštanta;nominatív
a;;a;
kvintesencia;nominatív;kvintesencia;nominatív
(;;(;
po;;po;
anglicky;;anglicky;
quintessence;;quintessence;
);;);
.;;.;
Pozorovania;nominatív;Pozorovania;nominatív
,;;,;
ktoré;nominatív;ktoré;nominatív
by;;by;
to;akuzatív;to;akuzatív
objasnili;;objasnili;
,;;,;
stále;;stále;
prebiehajú;;prebiehajú;
.;;.;
Vytváranie;nominatív;Vytváranie;nominatív
nových;genitív;nových;genitív
hviezd;genitív;hviezd;genitív
by;;by;
s;;s;
postupným;inštrumentál;postupným;inštrumentál
zmenšovaním;inštrumentál;zmenšovaním;inštrumentál
hustoty;genitív;hustoty;genitív
vesmíru;genitív;vesmíru;genitív
ustalo;;ustalo;
.;;.;
Čierne;nominatív;Čierne;nominatív
diery;nominatív;diery;nominatív
by;;by;
sa;;sa;
vyparili;;vyparili;
.;;.;
Filozofické;akuzatív;Filozofické;nominatív
a;;a;
náboženské;akuzatív;náboženské;nominatív
interpretácie;akuzatív;interpretácie;nominatív
Veľký;nominatív;Veľký;nominatív
tresk;nominatív;tresk;nominatív
ako;;ako;
vedecká;nominatív;vedecká;nominatív
teória;nominatív;teória;nominatív
nie;;nie;
je;;je;
spojený;nominatív;spojený;nominatív
so;;so;
žiadnym;inštrumentál;žiadnym;inštrumentál
náboženstvom;inštrumentál;náboženstvom;inštrumentál
.;;.;
Druhá;nominatív;Druhá;nominatív
svetová;nominatív;svetová;nominatív
vojna;nominatív;vojna;nominatív
Nespokojní;nominatív;Nespokojní;nominatív
a;;a;
ich;nominatív;ich;nominatív
požiadavky;nominatív;požiadavky;nominatív
Maďarsko;nominatív;Maďarsko;nominatív
bolo;;bolo;
druhým;inštrumentál;druhým;inštrumentál
