Slovo;Slovný druh;Slovo2;Slovný druh2
sidlom;Podstatne meno;sidlom;Podstatné meno
"""";Interpunkcia;"""";Interpunkcia
nespomina;Sloveso;nespomina;Podstatné meno
sa;Zvratne zameno;sa;Zvratné zámeno
napr;Znacky;napr;Značky
.;Interpunkcia;.;Interpunkcia
pri;Predlozka;pri;Predložka
deleni;Podstatne meno;deleni;Podstatné meno
udelov;Podstatne meno;udelov;Podstatné meno
Vladimirovym;Pridavne meno;Vladimirovym;Prídavné meno
synom;Podstatne meno;synom;Podstatné meno
.;Interpunkcia;.;Interpunkcia
V;Predlozka;V;Predložka
rokoch;Podstatne meno;rokoch;Podstatné meno
1057;Cislica;1057;Interpunkcia
"""";Interpunkcia;"""";Interpunkcia
1060;Cislica;1060;Interpunkcia
vladol;Sloveso;vladol;Sloveso
v;Predlozka;v;Predložka
meste;Podstatne meno;meste;Podstatné meno
Vjaceslavov;Pridavne meno;Vjaceslavov;Prídavné meno
brat;Podstatne meno;brat;Podstatné meno
Igor;Podstatne meno;Igor;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Roku;Podstatne meno;Roku;Podstatné meno
1095;Cislica;"""";Interpunkcia
bol;Sloveso;bol;Sloveso
obliehany;Pricastie - Sloveso;obliehany;Prídavné meno
svojim;Zameno;svojim;Zámeno
bratom;Podstatne meno;bratom;Podstatné meno
Olegom;Podstatne meno;Olegom;Podstatné meno
,;Interpunkcia;,;Interpunkcia
V;Znacky;V;Značky
.;Interpunkcia;.;Interpunkcia
Monomachom;Podstatne meno;Monomachom;Podstatné meno
a;Spojka;a;Spojka
Svjatopolkom;Podstatne meno;Svjatopolkom;Podstatné meno
Izjaslavicom;Podstatne meno;Izjaslavicom;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Po;Predlozka;Po;Predložka
lubecskom;Pridavne meno;lubecskom;Prídavné meno
zjazde;Podstatne meno;zjazde;Podstatné meno
sa;Zvratne zameno;sa;Zvratné zámeno
mesto;Podstatne meno;mesto;Podstatné meno
napokon;Prislovka;napokon;Príslovka
dostalo;Sloveso;dostalo;Sloveso
do;Predlozka;do;Predložka
Monomachovych;Pridavne meno;Monomachovych;Prídavné meno
ruk;Podstatne meno;ruk;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Zaujimavy;Pridavne meno;Zaujimavy;Podstatné meno
je;Sloveso;je;Sloveso
i;Castica;i;Častica
vyvoj;Podstatne meno;vyvoj;Podstatné meno
cirkevnej;Pridavne meno;cirkevnej;Prídavné meno
organizacie;Podstatne meno;organizacie;Podstatné meno
mesta;Podstatne meno;mesta;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Symbolicku;Pridavne meno;Symbolicku;Prídavné meno
ulohu;Podstatne meno;ulohu;Podstatné meno
ma;Sloveso;ma;Zámeno
i;Castica;i;Častica
vyzdoba;Podstatne meno;vyzdoba;Podstatné meno
konika;Podstatne meno;konika;Podstatné meno
"""";Interpunkcia;"""";Interpunkcia
kruzky;Podstatne meno;kruzky;Podstatné meno
s;Predlozka;s;Predložka
bodkou;Podstatne meno;bodkou;Podstatné meno
uprostred;Prislovka;uprostred;Predložka
su;Sloveso;su;Podstatné meno
dalsou;Pridavne meno;dalsou;Podstatné meno
z;Predlozka;z;Predložka
mnohych;Cislovka;mnohych;Prídavné meno
modifikacii;Podstatne meno;modifikacii;Podstatné meno
solarnych;Pridavne meno;solarnych;Prídavné meno
znakov;Podstatne meno;znakov;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Bol;Sloveso;Bol;Sloveso
symbolom;Podstatne meno;symbolom;Podstatné meno
dazda;Podstatne meno;dazda;Podstatné meno
a;Spojka;a;Spojka
jeho;Zameno;jeho;Zámeno
zivotodarnej;Pridavne meno;zivotodarnej;Prídavné meno
,;Interpunkcia;,;Interpunkcia
plodivej;Pridavne meno;plodivej;Prídavné meno
sily;Podstatne meno;sily;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Po;Predlozka;Po;Predložka
rokom;Podstatne meno;rokom;Podstatné meno
1044;Cislica;"""";Interpunkcia
sa;Zvratne zameno;sa;Zvratné zámeno
nachadza;Sloveso;nachadza;Sloveso
sprava;Podstatne meno;sprava;Príslovka
o;Predlozka;o;Predložka
narodeni;Podstatne meno;narodeni;Podstatné meno
Vseslava;Podstatne meno;Vseslava;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktoremu;Zameno;ktoremu;Zámeno
matka;Podstatne meno;matka;Podstatné meno
na;Predlozka;na;Predložka
radu;Podstatne meno;radu;Podstatné meno
volchvov;Podstatne meno;volchvov;Podstatné meno
uviazala;Sloveso;uviazala;Sloveso
amulet;Podstatne meno;amulet;Podstatné meno
,;Interpunkcia;,;Interpunkcia
sposobiaci;Pricastie - Sloveso;sposobiaci;Podstatné meno
ze;Spojka;ze;Citový výraz
z;Predlozka;z;Predložka
chlapca;Podstatne meno;chlapca;Podstatné meno
vyrastol;Sloveso;vyrastol;Sloveso
kruty;Pridavne meno;kruty;Podstatné meno
a;Spojka;a;Spojka
nemilosrdny;Pridavne meno;nemilosrdny;Prídavné meno
clovek;Podstatne meno;clovek;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Pod;Predlozka;Pod;Predložka
rokom;Podstatne meno;rokom;Podstatné meno
1092;Cislica;"""";Interpunkcia
sa;Zvratne zameno;sa;Zvratné zámeno
nachadza;Sloveso;nachadza;Sloveso
zmienka;Podstatne meno;zmienka;Podstatné meno
o;Predlozka;o;Značky
"""";Interpunkcia;"""";Interpunkcia
polockom;Pridavne meno;polockom;Prídavné meno
zazraku;Podstatne meno;zazraku;Podstatné meno
"""";Interpunkcia;"""";Interpunkcia
.;Interpunkcia;.;Interpunkcia
Neviditelni;Pridavne meno;Neviditelni;Prídavné meno
jazdci;Podstatne meno;jazdci;Podstatné meno
na;Predlozka;na;Predložka
konoch;Podstatne meno;konoch;Podstatné meno
su;Sloveso;su;Podstatné meno
vyjadrenim;Podstatne meno;vyjadrenim;Sloveso
predstavy;Podstatne meno;predstavy;Podstatné meno
o;Predlozka;o;Predložka
zlych;Pridavne meno;zlych;Prídavné meno
duchoch;Podstatne meno;duchoch;Podstatné meno
,;Interpunkcia;,;Interpunkcia
schopnych;Pridavne meno;schopnych;Prídavné meno
ublizovat;Sloveso;ublizovat;Číslovka
cloveku;Podstatne meno;cloveku;Podstatné meno
odnesenim;Podstatne meno;odnesenim;Sloveso
jeho;Zameno;jeho;Zámeno
duse;Podstatne meno;duse;Podstatné meno
do;Predlozka;do;Predložka
podsvetia;Podstatne meno;podsvetia;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Caste;Pridavne meno;Caste;Sloveso
su;Sloveso;su;Podstatné meno
v;Predlozka;v;Predložka
nich;Zameno;nich;Zámeno
napr;Znacky;napr;Značky
.;Interpunkcia;.;Interpunkcia
nalezy;Podstatne meno;nalezy;Podstatné meno
toporcekov;Podstatne meno;toporcekov;Podstatné meno
a;Spojka;a;Spojka
amuletov;Podstatne meno;amuletov;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Novgorodska;Pridavne meno;Novgorodska;Prídavné meno
oblast;Podstatne meno;oblast;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Tvorila;Sloveso;Tvorila;Sloveso
najkrajnejsi;Pridavne meno;najkrajnejsi;Zámeno
severozapad;Podstatne meno;severozapad;Podstatné meno
Rusi;Podstatne meno;Rusi;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Tu;Zameno;Tu;Zámeno
sa;Zvratne zameno;sa;Zvratné zámeno
jeho;Zameno;jeho;Zámeno
snahy;Podstatne meno;snahy;Podstatné meno
stretavali;Sloveso;stretavali;Sloveso
s;Predlozka;s;Predložka
usilim;Podstatne meno;usilim;Podstatné meno
miest;Podstatne meno;miest;Podstatné meno
rostovsko;Neurcitelny slovny druh;rostovsko;Neurčiteľný slovný druh
"""";Interpunkcia;;
suzdalskej;Pridavne meno;suzdalskej;Prídavné meno
oblasti;Podstatne meno;oblasti;Podstatné meno
.;Interpunkcia;.;Interpunkcia
O;Predlozka;O;Predložka
pritomnosti;Podstatne meno;pritomnosti;Podstatné meno
Novgorodcov;Podstatne meno;Novgorodcov;Podstatné meno
v;Predlozka;v;Predložka
tejto;Zameno;tejto;Zámeno
oblasti;Podstatne meno;oblasti;Podstatné meno
svedcia;Sloveso;svedcia;Sloveso
ich;Zameno;ich;Zámeno
typicke;Pridavne meno;typicke;Prídavné meno
kosostvorcove;Pridavne meno;kosostvorcove;Prídavné meno
nausnice;Podstatne meno;nausnice;Podstatné meno
/;Interpunkcia;/;Interpunkcia
kosostvorec;Podstatne meno;kosostvorec;Podstatné meno
bol;Sloveso;bol;Sloveso
symbolom;Podstatne meno;symbolom;Podstatné meno
zeme;Podstatne meno;zeme;Podstatné meno
/;Interpunkcia;/;Interpunkcia
.;Interpunkcia;.;Interpunkcia
Dalsou;Pridavne meno;Dalsou;Prídavné meno
oblastou;Podstatne meno;oblastou;Podstatné meno
bolo;Sloveso;bolo;Sloveso
tzv;Znacky;tzv;Značky
.;Interpunkcia;.;Interpunkcia
"""";Interpunkcia;"""";Interpunkcia
Zavolocie;Podstatne meno;Zavolocie;Citový výraz
"""";Interpunkcia;"""";Interpunkcia
.;Interpunkcia;.;Interpunkcia
Z;Predlozka;Z;Predložka
Pobaltia;Podstatne meno;Pobaltia;Podstatné meno
pochadzaju;Sloveso;pochadzaju;Sloveso
nausnice;Podstatne meno;nausnice;Podstatné meno
podla;Predlozka;podla;Predložka
tvaru;Podstatne meno;tvaru;Podstatné meno
zvane;Pricastie - Sloveso;zvane;Príčastie - Sloveso
vlci;Pridavne meno;vlci;Podstatné meno
zub;Podstatne meno;zub;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Co;Zameno;Co;Citový výraz
sa;Zvratne zameno;sa;Zvratné zámeno
tyka;Sloveso;tyka;Podstatné meno
vztahov;Podstatne meno;vztahov;Podstatné meno
Novgorodcov;Podstatne meno;Novgorodcov;Podstatné meno
a;Spojka;a;Spojka
podmanenych;Pricastie - Sloveso;podmanenych;Prídavné meno
ugro;Neurcitelny slovny druh;ugro;Neurčiteľný slovný druh
"""";Interpunkcia;;
finskych;Pridavne meno;finskych;Prídavné meno
plemien;Podstatne meno;plemien;Podstatné meno
,;Interpunkcia;,;Interpunkcia
formalne;Prislovka;formalne;Príslovka
podriadene;Pricastie - Sloveso;podriadene;Príslovka
kmene;Podstatne meno;kmene;Podstatné meno
si;Zvratne zameno;si;Zvratné zámeno
zachovavali;Sloveso;zachovavali;Sloveso
znacnu;Pridavne meno;znacnu;Prídavné meno
davku;Podstatne meno;davku;Podstatné meno
nezavislosti;Podstatne meno;nezavislosti;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Dalsim;Pridavne meno;Dalsim;Príčastie - Sloveso
dokazom;Podstatne meno;dokazom;Podstatné meno
samospravy;Podstatne meno;samospravy;Podstatné meno
tychto;Zameno;tychto;Zámeno
plemien;Podstatne meno;plemien;Podstatné meno
bola;Sloveso;bola;Sloveso
paralelna;Pridavne meno;paralelna;Prídavné meno
existencia;Podstatne meno;existencia;Podstatné meno
novgorodskeho;Pridavne meno;novgorodskeho;Prídavné meno
a;Spojka;a;Spojka
vodskeho;Pridavne meno;vodskeho;Prídavné meno
danoveho;Pridavne meno;danoveho;Prídavné meno
okruhu;Podstatne meno;okruhu;Podstatné meno
v;Predlozka;v;Predložka
Kopori;Podstatne meno;Kopori;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Suzitie;Podstatne meno;Suzitie;Podstatné meno
etnik;Podstatne meno;etnik;Podstatné meno
tu;Zameno;tu;Zámeno
teda;Castica;teda;Častica
fungovalo;Sloveso;fungovalo;Sloveso
na;Predlozka;na;Predložka
principe;Podstatne meno;principe;Podstatné meno
spolocenstiev;Podstatne meno;spolocenstiev;Podstatné meno
v;Predlozka;v;Predložka
ktorych;Zameno;ktorych;Podstatné meno
jednotlive;Pridavne meno;jednotlive;Citový výraz
zlozky;Podstatne meno;zlozky;Citový výraz
popri;Predlozka;popri;Predložka
sebe;Zameno;sebe;Zámeno
slobodne;Prislovka;slobodne;Príslovka
existovali;Sloveso;existovali;Sloveso
a;Spojka;a;Spojka
zaroven;Prislovka;zaroven;Citový výraz
sa;Zvratne zameno;sa;Zvratné zámeno
ovplyvnovali;Sloveso;ovplyvnovali;Sloveso
,;Interpunkcia;,;Interpunkcia
miesali;Sloveso;miesali;Sloveso
a;Spojka;a;Spojka
splyvali;Sloveso;splyvali;Sloveso
.;Interpunkcia;.;Interpunkcia
Touto;Zameno;Touto;Zámeno
syntezou;Podstatne meno;syntezou;Podstatné meno
mozme;Sloveso;mozme;Sloveso
vysvetlit;Sloveso;vysvetlit;Podstatné meno
mnohe;Cislovka;mnohe;Podstatné meno
osobitosti;Podstatne meno;osobitosti;Podstatné meno
hospodarskeho;Pridavne meno;hospodarskeho;Prídavné meno
i;Spojka;i;Spojka
politickeho;Pridavne meno;politickeho;Prídavné meno
zivota;Podstatne meno;zivota;Podstatné meno
oblasti;Podstatne meno;oblasti;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Pskov;Podstatne meno;Pskov;Podstatné meno
"""";Interpunkcia;"""";Interpunkcia
hoci;Spojka;hoci;Spojka
slo;Sloveso;slo;Sloveso
v;Predlozka;v;Predložka
pripade;Podstatne meno;pripade;Podstatné meno
Pskova;Podstatne meno;Pskova;Podstatné meno
o;Predlozka;o;Predložka
mesto;Podstatne meno;mesto;Podstatné meno
podriadene;Pricastie - Sloveso;podriadene;Príslovka
Novgorodu;Podstatne meno;Novgorodu;Podstatné meno
,;Interpunkcia;,;Interpunkcia
napriek;Predlozka;napriek;Predložka
tomu;Zameno;tomu;Zámeno
jeho;Zameno;jeho;Zámeno
"""";Interpunkcia;"""";Interpunkcia
zazemie;Podstatne meno;zazemie;Podstatné meno
tvorilo;Sloveso;tvorilo;Sloveso
uzemie;Podstatne meno;uzemie;Podstatné meno
velke;Pridavne meno;velke;Podstatné meno
zhruba;Castica;zhruba;Príslovka
ako;Spojka;ako;Spojka
Flandersko;Podstatne meno;Flandersko;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Jeho;Zameno;Jeho;Zámeno
najstarsou;Pridavne meno;najstarsou;Prídavné meno
castou;Podstatne meno;castou;Podstatné meno
je;Sloveso;je;Sloveso
hradisko;Podstatne meno;hradisko;Podstatné meno
Krom;Podstatne meno;Krom;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Z;Predlozka;Z;Predložka
pskovskych;Pridavne meno;pskovskych;Prídavné meno
nalezov;Podstatne meno;nalezov;Podstatné meno
su;Sloveso;su;Podstatné meno
zaujimave;Pridavne meno;zaujimave;Podstatné meno
predovsetkym;Castica;predovsetkym;Prídavné meno
amulety;Podstatne meno;amulety;Podstatné meno
"""";Interpunkcia;"""";Interpunkcia
zajace;Podstatne meno;zajace;Podstatné meno
,;Interpunkcia;,;Interpunkcia
objavene;Pricastie - Sloveso;objavene;Príslovka
v;Predlozka;v;Predložka
Gdovskej;Pridavne meno;Gdovskej;Prídavné meno
mohyle;Podstatne meno;mohyle;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Zajac;Podstatne meno;Zajac;Podstatné meno
mohol;Sloveso;mohol;Sloveso
byt;Sloveso;byt;Podstatné meno
vykladany;Pricastie - Sloveso;vykladany;Podstatné meno
v;Predlozka;v;Predložka
systeme;Podstatne meno;systeme;Podstatné meno
predkrestanskych;Pridavne meno;predkrestanskych;Prídavné meno
nazorov;Podstatne meno;nazorov;Podstatné meno
jednak;Spojka;jednak;Spojka
ako;Spojka;ako;Spojka
symbol;Podstatne meno;symbol;Podstatné meno
plodnosti;Podstatne meno;plodnosti;Podstatné meno
/;Interpunkcia;/;Interpunkcia
dodnes;Prislovka;dodnes;Príslovka
spajame;Sloveso;spajame;Sloveso
na;Predlozka;na;Predložka
velku;Pridavne meno;velku;Podstatné meno
noc;Podstatne meno;noc;Podstatné meno
vyobrazenia;Podstatne meno;vyobrazenia;Podstatné meno
zajacov;Podstatne meno;zajacov;Podstatné meno
s;Predlozka;s;Predložka
vajickami;Podstatne meno;vajickami;Podstatné meno
,;Interpunkcia;,;Interpunkcia
Nemci;Podstatne meno;Nemci;Podstatné meno
pocas;Predlozka;pocas;Podstatné meno
tohto;Zameno;tohto;Zámeno
sviatku;Podstatne meno;sviatku;Podstatné meno
hladaju;Sloveso;hladaju;Podstatné meno
v;Predlozka;v;Predložka
zahrade;Podstatne meno;zahrade;Podstatné meno
vajicka;Podstatne meno;vajicka;Podstatné meno
ukryte;Pricastie - Sloveso;ukryte;Sloveso
velkonocnym;Pridavne meno;velkonocnym;Prídavné meno
zajacom;Podstatne meno;zajacom;Podstatné meno
/;Interpunkcia;/;Interpunkcia
.;Interpunkcia;.;Interpunkcia
Jej;Zameno;Jej;Zámeno
centrom;Podstatne meno;centrom;Podstatné meno
bol;Sloveso;bol;Sloveso
vrsok;Podstatne meno;vrsok;Podstatné meno
,;Interpunkcia;,;Interpunkcia
na;Predlozka;na;Predložka
ktorom;Zameno;ktorom;Zámeno
sa;Zvratne zameno;sa;Zvratné zámeno
zrejme;Castica;zrejme;Častica
nachadzalo;Sloveso;nachadzalo;Sloveso
hradisko;Podstatne meno;hradisko;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Uvedene;Pricastie - Sloveso;Uvedene;Prídavné meno
komplexy;Podstatne meno;komplexy;Podstatné meno
sa;Zvratne zameno;sa;Zvratné zámeno
vyznacuju;Sloveso;vyznacuju;Sloveso
zmiesanym;Pricastie - Sloveso;zmiesanym;Prídavné meno
osidlenim;Podstatne meno;osidlenim;Podstatné meno
Slovanov;Podstatne meno;Slovanov;Podstatné meno
s;Predlozka;s;Predložka
inymi;Zameno;inymi;Prídavné meno
etnikami;Podstatne meno;etnikami;Podstatné meno
a;Spojka;a;Spojka
tvrdosijnym;Pridavne meno;tvrdosijnym;Prídavné meno
zachovavanim;Podstatne meno;zachovavanim;Podstatné meno
archaickych;Pridavne meno;archaickych;Prídavné meno
prezitkov;Podstatne meno;prezitkov;Podstatné meno
rodoveho;Pridavne meno;rodoveho;Prídavné meno
zriadenia;Podstatne meno;zriadenia;Podstatné meno
,;Interpunkcia;,;Interpunkcia
kym;Spojka;kym;Prídavné meno
mesta;Podstatne meno;mesta;Podstatné meno
su;Sloveso;su;Podstatné meno
cisto;Prislovka;cisto;Príslovka
slovanskymi;Pridavne meno;slovanskymi;Prídavné meno
sidlami;Podstatne meno;sidlami;Podstatné meno
,;Interpunkcia;,;Interpunkcia
urcenymi;Pricastie - Sloveso;urcenymi;Príčastie - Sloveso
na;Predlozka;na;Predložka
pacifikaciu;Podstatne meno;pacifikaciu;Podstatné meno
a;Spojka;a;Spojka
christianizaciu;Podstatne meno;christianizaciu;Podstatné meno
kolonizovanych;Pricastie - Sloveso;kolonizovanych;Prídavné meno
oblasti;Podstatne meno;oblasti;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Tak;Zameno;Tak;Zámeno
je;Sloveso;je;Sloveso
po;Predlozka;po;Predložka
Jaroslavovom;Pridavne meno;Jaroslavovom;Prídavné meno
vitazstve;Podstatne meno;vitazstve;Podstatné meno
polozeny;Pricastie - Sloveso;polozeny;Podstatné meno
zaklad;Podstatne meno;zaklad;Podstatné meno
novgorodskych;Pridavne meno;novgorodskych;Prídavné meno
vysad;Podstatne meno;vysad;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktori;Zameno;ktori;Podstatné meno
Novgorodcom;Podstatne meno;Novgorodcom;Podstatné meno
garantuju;Sloveso;garantuju;Sloveso
ochranu;Podstatne meno;ochranu;Podstatné meno
pred;Predlozka;pred;Predložka
kniezacimi;Pridavne meno;kniezacimi;Príčastie - Sloveso
druzinikmi;Podstatne meno;druzinikmi;Podstatné meno
a;Spojka;a;Spojka
Varjagmi;Podstatne meno;Varjagmi;Podstatné meno
/;Interpunkcia;/;Interpunkcia
no;Spojka;no;Spojka
zaroven;Prislovka;zaroven;Zámeno
zabezpecuju;Sloveso;zabezpecuju;Zámeno
kniezaciu;Pridavne meno;kniezaciu;Prídavné meno
druzinu;Podstatne meno;druzinu;Podstatné meno
pred;Predlozka;pred;Predložka
ludom;Podstatne meno;ludom;Podstatné meno
/;Interpunkcia;/;Interpunkcia
.;Interpunkcia;.;Interpunkcia
Vysady;Podstatne meno;Vysady;Podstatné meno
sice;Spojka;sice;Spojka
maju;Sloveso;maju;Zámeno
formu;Podstatne meno;formu;Podstatné meno
udelovanej;Pricastie - Sloveso;udelovanej;Príčastie - Sloveso
listiny;Podstatne meno;listiny;Podstatné meno
,;Interpunkcia;,;Interpunkcia
no;Spojka;no;Spojka
v;Predlozka;v;Predložka
skutocnosti;Podstatne meno;skutocnosti;Podstatné meno
ide;Sloveso;ide;Sloveso
o;Predlozka;o;Predložka
zmluvny;Pridavne meno;zmluvny;Prídavné meno
zapis;Podstatne meno;zapis;Podstatné meno
,;Interpunkcia;,;Interpunkcia
tvoriaci;Pricastie - Sloveso;tvoriaci;Príčastie - Sloveso
kostru;Podstatne meno;kostru;Podstatné meno
tzv;Znacky;tzv;Značky
.;Interpunkcia;.;Interpunkcia
najstarsej;Pridavne meno;najstarsej;Podstatné meno
Pravdy;Podstatne meno;Pravdy;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Tym;Zameno;Tym;Podstatné meno
bola;Sloveso;bola;Sloveso
narusena;Pricastie - Sloveso;narusena;Príslovka
klasicka;Pridavne meno;klasicka;Prídavné meno
struktura;Podstatne meno;struktura;Podstatné meno
ruskeho;Pridavne meno;ruskeho;Prídavné meno
mesta;Podstatne meno;mesta;Podstatné meno
s;Predlozka;s;Predložka
oddelenym;Pricastie - Sloveso;oddelenym;Prídavné meno
posadom;Podstatne meno;posadom;Podstatné meno
a;Spojka;a;Spojka
hradiskom;Podstatne meno;hradiskom;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Archeologicke;Pridavne meno;Archeologicke;Prídavné meno
vykopavky;Podstatne meno;vykopavky;Podstatné meno
v;Predlozka;v;Predložka
Novgorode;Podstatne meno;Novgorode;Podstatné meno
Zaujimavym;Pridavne meno;Zaujimavym;Prídavné meno
javom;Podstatne meno;javom;Podstatné meno
je;Sloveso;je;Sloveso
velke;Pridavne meno;velke;Prídavné meno
mnozstvo;Podstatne meno;mnozstvo;Podstatné meno
hrebenov;Podstatne meno;hrebenov;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Hrebene;Podstatne meno;Hrebene;Podstatné meno
/;Interpunkcia;/;Interpunkcia
okrem;Predlozka;okrem;Predložka
svojej;Zameno;svojej;Zámeno
prvotnej;Pridavne meno;prvotnej;Prídavné meno
funkcie;Podstatne meno;funkcie;Podstatné meno
sluzili;Sloveso;sluzili;Sloveso
ako;Spojka;ako;Spojka
amulety;Podstatne meno;amulety;Podstatné meno
na;Predlozka;na;Predložka
ochranu;Podstatne meno;ochranu;Podstatné meno
od;Predlozka;od;Predložka
zlych;Pridavne meno;zlych;Prídavné meno
sil;Podstatne meno;sil;Sloveso
.;Interpunkcia;.;Interpunkcia
Ochrannu;Pridavne meno;Ochrannu;Prídavné meno
funkciu;Podstatne meno;funkciu;Podstatné meno
mal;Sloveso;mal;Sloveso
krizik;Podstatne meno;krizik;Podstatné meno
,;Interpunkcia;,;Interpunkcia
zakoncujuci;Pricastie - Sloveso;zakoncujuci;Príčastie - Sloveso
ihlicu;Podstatne meno;ihlicu;Podstatné meno
z;Predlozka;z;Predložka
mosadze;Podstatne meno;mosadze;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Bronzova;Pridavne meno;Bronzova;Prídavné meno
casa;Podstatne meno;casa;Podstatné meno
,;Interpunkcia;,;Interpunkcia
zdobena;Pricastie - Sloveso;zdobena;Príslovka
ruckou;Podstatne meno;ruckou;Prídavné meno
s;Predlozka;s;Predložka
vtacikom;Podstatne meno;vtacikom;Podstatné meno
pripomina;Sloveso;pripomina;Podstatné meno
uctievanie;Podstatne meno;uctievanie;Podstatné meno
vtakov;Podstatne meno;vtakov;Podstatné meno
u;Predlozka;u;Predložka
ugrofinskych;Pridavne meno;ugrofinskych;Prídavné meno
narodov;Podstatne meno;narodov;Podstatné meno
"""";Interpunkcia;"""";Interpunkcia
ak;Spojka;ak;Spojka
karelsky;Pridavne meno;karelsky;Prídavné meno
polovnik;Podstatne meno;polovnik;Podstatné meno
zabil;Sloveso;zabil;Sloveso
vtaka;Podstatne meno;vtaka;Podstatné meno
cakalo;Sloveso;cakalo;Sloveso
ho;Zameno;ho;Zámeno
nestastie;Podstatne meno;nestastie;Podstatné meno
.;Interpunkcia;.;Interpunkcia
U;Predlozka;U;Predložka
ugrofinskych;Pridavne meno;ugrofinskych;Prídavné meno
narodov;Podstatne meno;narodov;Podstatné meno
fungoval;Sloveso;fungoval;Sloveso
orol;Podstatne meno;orol;Podstatné meno
ako;Spojka;ako;Spojka
predok;Podstatne meno;predok;Podstatné meno
a;Spojka;a;Spojka
ochranca;Podstatne meno;ochranca;Podstatné meno
samanov;Podstatne meno;samanov;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Teda;Spojka;Teda;Častica
je;Sloveso;je;Sloveso
prirodzene;Pridavne meno;prirodzene;Príslovka
,;Interpunkcia;,;Interpunkcia
ze;Spojka;ze;Predložka
zobrazenia;Podstatne meno;zobrazenia;Podstatné meno
dracich;Pridavne meno;dracich;Príčastie - Sloveso
papul;Podstatne meno;papul;Podstatné meno
su;Sloveso;su;Podstatné meno
na;Predlozka;na;Predložka
novgorodskych;Pridavne meno;novgorodskych;Prídavné meno
pamiatkach;Podstatne meno;pamiatkach;Podstatné meno
mimoriadne;Prislovka;mimoriadne;Príslovka
caste;Pridavne meno;caste;Sloveso
.;Interpunkcia;.;Interpunkcia
Roku;Podstatne meno;Roku;Podstatné meno
1966;Cislica;"""";Interpunkcia
pri;Predlozka;pri;Predložka
vykopavkach;Podstatne meno;vykopavkach;Podstatné meno
v;Predlozka;v;Predložka
Iljinskom;Pridavne meno;Iljinskom;Prídavné meno
rajone;Podstatne meno;rajone;Podstatné meno
bol;Sloveso;bol;Sloveso
najdeny;Pricastie - Sloveso;najdeny;Prídavné meno
stredny;Pridavne meno;stredny;Prídavné meno
tram;Podstatne meno;tram;Podstatné meno
s;Predlozka;s;Predložka
tlamou;Podstatne meno;tlamou;Podstatné meno
draka;Podstatne meno;draka;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Zaujimavy;Pridavne meno;Zaujimavy;Podstatné meno
je;Sloveso;je;Sloveso
v;Predlozka;v;Predložka
tejto;Zameno;tejto;Zámeno
suvislosti;Podstatne meno;suvislosti;Podstatné meno
nalez;Podstatne meno;nalez;Sloveso
z;Predlozka;z;Predložka
vykopavok;Podstatne meno;vykopavok;Podstatné meno
z;Predlozka;z;Predložka
roku;Podstatne meno;roku;Podstatné meno
1960;Cislica;"""";Interpunkcia
z;Predlozka;z;Predložka
Iljinej;Pridavne meno;Iljinej;Prídavné meno
ulice;Podstatne meno;ulice;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Bol;Sloveso;Bol;Sloveso
tu;Zameno;tu;Zámeno
najdeny;Pricastie - Sloveso;najdeny;Podstatné meno
ritualne;Prislovka;ritualne;Príslovka
pochovany;Pricastie - Sloveso;pochovany;Prídavné meno
kon;Podstatne meno;kon;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Okolo;Predlozka;Okolo;Predložka
pohrebnej;Pridavne meno;pohrebnej;Prídavné meno
jamy;Podstatne meno;jamy;Podstatné meno
boli;Sloveso;boli;Sloveso
najdene;Pricastie - Sloveso;najdene;Príslovka
stopy;Podstatne meno;stopy;Podstatné meno
stlpov;Podstatne meno;stlpov;Podstatné meno
