Slovo;Číslo;Slovo2;Číslo2
Ježišovými;množné;Ježišovými;množné
spoločníkmi;množné;spoločníkmi;množné
a;;a;
mali;množné;mali;množné
niesť;;niesť;
jeho;jednotné;jeho;jednotné
meno;jednotné;meno;jednotné
.;;.;
V;;V;
Ríme;jednotné;Ríme;jednotné
sa;;sa;
Ignác;jednotné;Ignác;jednotné
venoval;jednotné;venoval;jednotné
duchovnej;jednotné;duchovnej;jednotné
službe;jednotné;službe;jednotné
,;;,;
pričom;;pričom;
dával;jednotné;dával;jednotné
duchovné;množné;duchovné;množné
cvičenia;množné;cvičenia;množné
viacerým;množné;viacerým;množné
významným;množné;významným;množné
osobnostiam;množné;osobnostiam;množné
.;;.;
Po;;Po;
Veľkej;jednotné;Veľkej;jednotné
noci;jednotné;noci;jednotné
1538;;1538;
prišli;množné;prišli;množné
do;;do;
Ríma;jednotné;Ríma;jednotné
aj;;aj;
ostatní;množné;ostatní;množné
spoločníci;množné;spoločníci;množné
.;;.;
Ten;jednotné;Ten;jednotné
ich;množné;ich;jednotné
ponuku;jednotné;ponuku;jednotné
s;;s;
radosťou;jednotné;radosťou;jednotné
prijal;jednotné;prijal;jednotné
.;;.;
Zima;jednotné;Zima;jednotné
na;;na;
prechode;jednotné;prechode;jednotné
rokov;množné;rokov;množné
1538;;1538;
-;;-;
1539;;1539;
bola;jednotné;bola;jednotné
v;;v;
Ríme;jednotné;Ríme;jednotné
neobyčajne;;neobyčajne;
krutá;jednotné;krutá;jednotné
.;;.;
Bezdomovci;množné;Bezdomovci;množné
zomierali;množné;zomierali;množné
od;;od;
hladu;jednotné;hladu;jednotné
a;;a;
mrazu;jednotné;mrazu;jednotné
na;;na;
uliciach;množné;uliciach;množné
.;;.;
Po;;Po;
úradnom;jednotné;úradnom;jednotné
schválení;jednotné;schválení;jednotné
rehole;jednotné;rehole;jednotné
bolo;jednotné;bolo;jednotné
treba;;treba;
vykonať;;vykonať;
voľbu;jednotné;voľbu;jednotné
predstaveného;jednotné;predstaveného;jednotné
a;;a;
zložiť;;zložiť;
do;;do;
jeho;množné;jeho;množné
rúk;množné;rúk;množné
rehoľné;množné;rehoľné;množné
sľuby;množné;sľuby;množné
.;;.;
Voľba;jednotné;Voľba;jednotné
sa;;sa;
uskutočnila;jednotné;uskutočnila;jednotné
5;;5;
.;;.;
apríla;jednotné;apríla;jednotné
1541;;1541;
.;;.;
Sľuby;množné;Sľuby;množné
skladali;množné;skladali;množné
každý;jednotné;každý;jednotné
na;;na;
mieste;jednotné;mieste;jednotné
svojho;jednotné;svojho;jednotné
pôsobiska;jednotné;pôsobiska;jednotné
do;;do;
rúk;množné;rúk;množné
nejakého;jednotné;nejakého;jednotné
cirkevného;jednotné;cirkevného;jednotné
predstaviteľa;jednotné;predstaviteľa;jednotné
.;;.;
Iba;;Iba;
Bobadilla;jednotné;Bobadilla;jednotné
ich;množné;ich;množné
skladal;jednotné;skladal;jednotné
do;;do;
Ignácových;množné;Ignácových;množné
rúk;množné;rúk;množné
po;;po;
návrate;jednotné;návrate;jednotné
z;;z;
Neapola;jednotné;Neapola;jednotné
v;;v;
septembri;jednotné;septembri;jednotné
1541;;1541;
.;;.;
Tieto;množné;Tieto;množné
kolégiá;množné;kolégiá;množné
sa;;sa;
stali;množné;stali;množné
predvojom;jednotné;predvojom;jednotné
rozsiahleho;jednotné;rozsiahleho;jednotné
jezuitského;jednotné;jezuitského;jednotné
školstva;jednotné;školstva;jednotné
,;;,;
ktoré;jednotné;ktoré;jednotné
malo;jednotné;malo;jednotné
význam;jednotné;význam;jednotné
nielen;;nielen;
pre;;pre;
Cirkev;jednotné;Cirkev;jednotné
,;;,;
ale;;ale;
pre;;pre;
rozvoj;jednotné;rozvoj;jednotné
celej;jednotné;celej;jednotné
západnej;jednotné;západnej;jednotné
kultúry;jednotné;kultúry;jednotné
.;;.;
V;;V;
poslednom;jednotné;poslednom;jednotné
období;jednotné;období;jednotné
svojho;jednotné;svojho;jednotné
života;jednotné;života;jednotné
Ignác;jednotné;Ignác;jednotné
zakúsil;jednotné;zakúsil;jednotné
veľa;jednotné;veľa;jednotné
telesného;jednotné;telesného;jednotné
utrpenia;jednotné;utrpenia;jednotné
.;;.;
Napriek;;Napriek;
tomu;jednotné;tomu;jednotné
veľmi;;veľmi;
intenzívne;;intenzívne;
pracoval;jednotné;pracoval;jednotné
v;;v;
apoštoláte;jednotné;apoštoláte;jednotné
,;;,;
takže;;takže;
si;;si;
zaslúžil;jednotné;zaslúžil;jednotné
titul;jednotné;titul;jednotné
apoštol;jednotné;apoštol;jednotné
Ríma;jednotné;Ríma;jednotné
.;;.;
Okrem;;Okrem;
toho;jednotné;toho;jednotné
musel;jednotné;musel;jednotné
venovať;;venovať;
veľa;jednotné;veľa;jednotné
času;jednotné;času;jednotné
a;;a;
síl;množné;síl;množné
vedeniu;jednotné;vedeniu;jednotné
vzrastajúcej;jednotné;vzrastajúcej;jednotné
rehole;jednotné;rehole;jednotné
.;;.;
Ignác;jednotné;Ignác;jednotné
Loyolský;jednotné;Loyolský;jednotné
zomrel;jednotné;zomrel;jednotné
takmer;;takmer;
nebadane;;nebadane;
31;;31;
.;;.;
júla;jednotné;júla;jednotné
1556;;1556;
ráno;;ráno;
.;;.;
Pápež;jednotné;Pápež;jednotné
Pavol;jednotné;Pavol;jednotné
V;;V;
.;;.;
vyhlásil;jednotné;vyhlásil;jednotné
r;;r;
.;;.;
1609;;1609;
Ignáca;jednotné;Ignáca;jednotné
Loyolského;jednotné;Loyolského;jednotné
za;;za;
blahoslaveného;jednotné;blahoslaveného;jednotné
a;;a;
pápež;jednotné;pápež;jednotné
Gregor;jednotné;Gregor;jednotné
XV;;XV;
.;;.;
r;;r;
.;;.;
1622;;1622;
za;;za;
svätého;jednotné;svätého;jednotné
.;;.;
Bitka;jednotné;Bitka;jednotné
pri;;pri;
Varne;jednotné;Varne;jednotné
Napriek;;Napriek;
mierovej;jednotné;mierovej;jednotné
zmluve;jednotné;zmluve;jednotné
Uhorsko;jednotné;Uhorsko;jednotné
s;;s;
Benátkami;množné;Benátkami;množné
a;;a;
pápežom;jednotné;pápežom;jednotné
Eugenom;jednotné;Eugenom;jednotné
IV;;IV;
.;;.;
zorganizovali;množné;zorganizovali;množné
novú;jednotné;novú;jednotné
križiacku;jednotné;križiacku;jednotné
armádu;jednotné;armádu;jednotné
.;;.;
Uhri;množné;Uhri;množné
boli;množné;boli;množné
slabo;;slabo;
vyzbrojení;množné;vyzbrojení;množné
a;;a;
sľubené;množné;sľubené;množné
posily;množné;posily;množné
z;;z;
Vlašska;jednotné;Vlašska;jednotné
a;;a;
Albánska;jednotné;Albánska;jednotné
neprišli;množné;neprišli;množné
.;;.;
Smrť;jednotné;Smrť;jednotné
Vladislava;jednotné;Vladislava;jednotné
III;;III;
.;;.;
v;;v;
bitke;jednotné;bitke;jednotné
spôsobila;jednotné;spôsobila;jednotné
,;;,;
že;;že;
Česko;jednotné;Česko;jednotné
a;;a;
Uhorsko;jednotné;Uhorsko;jednotné
zostali;množné;zostali;množné
v;;v;
rukách;množné;rukách;množné
4;;4;
‐;;‐;
ročného;jednotné;ročného;jednotné
Ladislava;jednotné;Ladislava;jednotné
Pohrobka;jednotné;Pohrobka;jednotné
.;;.;
Týmito;množné;Týmito;množné
cestami;množné;cestami;množné
prešiel;jednotné;prešiel;jednotné
väčšiu;jednotné;väčšiu;jednotné
vzdialenosť;jednotné;vzdialenosť;jednotné
ako;;ako;
ostatní;množné;ostatní;množné
pápeži;množné;pápeži;množné
dohromady;;dohromady;
.;;.;
Svoje;množné;Svoje;množné
posledné;množné;posledné;množné
slová;množné;slová;množné
adresoval;jednotné;adresoval;jednotné
mladým;jednotné;mladým;množné
ľuďom;množné;ľuďom;množné
.;;.;
Povedal;jednotné;Povedal;jednotné
:;;:;
"""";;"""";
Hľadal;jednotné;Hľadal;jednotné
som;jednotné;som;jednotné
vás;množné;vás;množné
a;;a;
teraz;;teraz;
ste;množné;ste;množné
vy;množné;vy;množné
našli;množné;našli;množné
mňa;jednotné;mňa;jednotné
.;;.;
Ďakujem;jednotné;Ďakujem;jednotné
vám;množné;vám;množné
"""";;"""";
.;;.;
Pokrstený;jednotné;Pokrstený;jednotné
bol;jednotné;bol;jednotné
20;;20;
.;;.;
júna;jednotné;júna;jednotné
1920;;1920;
.;;.;
Rodina;jednotné;Rodina;jednotné
Wojtyłovcov;množné;Wojtyłovcov;množné
žila;jednotné;žila;jednotné
skromne;;skromne;
.;;.;
Matka;jednotné;Matka;jednotné
pracovala;jednotné;pracovala;jednotné
príležitostne;;príležitostne;
ako;;ako;
krajčírka;jednotné;krajčírka;jednotné
.;;.;
V;;V;
detstve;jednotné;detstve;jednotné
Karola;jednotné;Karola;jednotné
najčastejšie;;najčastejšie;
volali;množné;volali;množné
zdrobnenou;jednotné;zdrobnenou;jednotné
formou;jednotné;formou;jednotné
Lolek;jednotné;Lolek;jednotné
.;;.;
Bol;jednotné;Bol;jednotné
to;jednotné;to;jednotné
chlapec;jednotné;chlapec;jednotné
veľmi;;veľmi;
talentovaný;jednotné;talentovaný;jednotné
a;;a;
rád;jednotné;rád;jednotné
športoval;jednotné;športoval;jednotné
.;;.;
Pravidelne;;Pravidelne;
hrával;jednotné;hrával;jednotné
futbal;jednotné;futbal;jednotné
,;;,;
v;;v;
zime;jednotné;zime;jednotné
lyžoval;jednotné;lyžoval;jednotné
.;;.;
V;;V;
roku;jednotné;roku;jednotné
1930;;1930;
bol;jednotné;bol;jednotné
Karol;jednotné;Karol;jednotné
Wojtyła;jednotné;Wojtyła;jednotné
prijatý;jednotné;prijatý;jednotné
na;;na;
Štátne;jednotné;Štátne;jednotné
chlapčenské;jednotné;chlapčenské;jednotné
gymnázium;jednotné;gymnázium;jednotné
Marcina;jednotné;Marcina;jednotné
Wadowity;jednotné;Wadowity;jednotné
vo;;vo;
Wadowiciach;množné;Wadowiciach;množné
.;;.;
Otec;jednotné;Otec;jednotné
zomrel;jednotné;zomrel;jednotné
po;;po;
zdĺhavej;jednotné;zdĺhavej;jednotné
chorobe;jednotné;chorobe;jednotné
18;;18;
.;;.;
februára;jednotné;februára;jednotné
1941;;1941;
.;;.;
Mal;jednotné;Mal;jednotné
veľké;jednotné;veľké;jednotné
nadanie;jednotné;nadanie;jednotné
na;;na;
jazyky;množné;jazyky;množné
.;;.;
Plynule;;Plynule;
hovoril;jednotné;hovoril;jednotné
deviatimi;množné;deviatimi;množné
jazykmi;množné;jazykmi;množné
:;;:;
po;;po;
poľsky;množné;poľsky;
,;;,;
slovensky;;slovensky;
,;;,;
rusky;;rusky;
,;;,;
taliansky;jednotné;taliansky;
,;;,;
francúzsky;jednotné;francúzsky;
,;;,;
španielsky;jednotné;španielsky;
,;;,;
portugalsky;;portugalsky;
,;;,;
nemecky;;nemecky;
a;;a;
anglicky;;anglicky;
a;;a;
okrem;;okrem;
toho;jednotné;toho;jednotné
ovládal;jednotné;ovládal;jednotné
latinčinu;jednotné;latinčinu;jednotné
.;;.;
Po;;Po;
príchode;jednotné;príchode;jednotné
ho;jednotné;ho;jednotné
kardinál;jednotné;kardinál;jednotné
informoval;jednotné;informoval;jednotné
,;;,;
že;;že;
4;;4;
.;;.;
júla;jednotné;júla;jednotné
ho;jednotné;ho;jednotné
pápež;jednotné;pápež;jednotné
Pius;jednotné;Pius;jednotné
XII;;XII;
.;;.;
vymenoval;jednotné;vymenoval;jednotné
za;;za;
titulárneho;jednotné;titulárneho;jednotné
biskupa;jednotné;biskupa;jednotné
ombijského;jednotné;ombijského;jednotné
a;;a;
pomocného;jednotné;pomocného;jednotné
biskupa;jednotné;biskupa;jednotné
arcibiskupa;jednotné;arcibiskupa;jednotné
Baziaka;jednotné;Baziaka;jednotné
,;;,;
apoštolského;jednotné;apoštolského;jednotné
administrátora;jednotné;administrátora;jednotné
Krakovskej;jednotné;Krakovskej;jednotné
arcidiecézy;jednotné;arcidiecézy;jednotné
.;;.;
5;;5;
.;;.;
októbra;jednotné;októbra;jednotné
1962;;1962;
odcestoval;jednotné;odcestoval;jednotné
biskup;jednotné;biskup;jednotné
Karol;jednotné;Karol;jednotné
Wojtyła;jednotné;Wojtyła;jednotné
do;;do;
Ríma;jednotné;Ríma;jednotné
,;;,;
aby;;aby;
sa;;sa;
zúčastnil;jednotné;zúčastnil;jednotné
na;;na;
2;;2;
.;;.;
vatikánskom;jednotné;vatikánskom;jednotné
koncile;jednotné;koncile;jednotné
.;;.;
Pred;;Pred;
koncilom;jednotné;koncilom;jednotné
poslal;jednotné;poslal;jednotné
biskup;jednotné;biskup;jednotné
Wojtyła;jednotné;Wojtyła;jednotné
esej;jednotné;esej;jednotné
zmocnencom;množné;zmocnencom;množné
,;;,;
ktorí;množné;ktorí;množné
pripravovali;množné;pripravovali;množné
koncil;jednotné;koncil;jednotné
.;;.;
V;;V;
auguste;jednotné;auguste;jednotné
1978;;1978;
,;;,;
po;;po;
smrti;jednotné;smrti;jednotné
pápeža;jednotné;pápeža;jednotné
Pavla;jednotné;Pavla;jednotné
VI;;VI;
.;;.;
,;;,;
sa;;sa;
Karol;jednotné;Karol;jednotné
Wojtyła;jednotné;Wojtyła;jednotné
zúčastnil;jednotné;zúčastnil;jednotné
na;;na;
konkláve;jednotné;konkláve;jednotné
,;;,;
ktoré;jednotné;ktoré;jednotné
zvolilo;jednotné;zvolilo;jednotné
Albina;jednotné;Albina;jednotné
kardinála;jednotné;kardinála;jednotné
Lucianiho;jednotné;Lucianiho;jednotné
,;;,;
benátskeho;jednotné;benátskeho;jednotné
patriarchu;jednotné;patriarchu;jednotné
,;;,;
za;;za;
pápeža;jednotné;pápeža;jednotné
Jána;jednotné;Jána;jednotné
Pavla;jednotné;Pavla;jednotné
I;;I;
.;;.;
.;;.;
Vlastný;jednotné;Vlastný;jednotné
motív;jednotné;motív;jednotné
tohto;jednotné;tohto;jednotné
činu;jednotné;činu;jednotné
je;jednotné;je;jednotné
sporný;jednotné;sporný;jednotné
.;;.;
Obidvaja;množné;Obidvaja;množné
spolu;;spolu;
chvíľku;jednotné;chvíľku;jednotné
hovorili;množné;hovorili;množné
osamote;;osamote;
.;;.;
Takisto;;Takisto;
mal;jednotné;mal;jednotné
v;;v;
pravom;jednotné;pravom;jednotné
kolene;jednotné;kolene;jednotné
bolestivú;jednotné;bolestivú;jednotné
artritídu;jednotné;artritídu;jednotné
,;;,;
ktorá;jednotné;ktorá;jednotné
sa;;sa;
mu;jednotné;mu;jednotné
vyvinula;jednotné;vyvinula;jednotné
po;;po;
výmene;jednotné;výmene;jednotné
bedrového;jednotné;bedrového;jednotné
kĺbu;jednotné;kĺbu;jednotné
,;;,;
takže;;takže;
iba;;iba;
zriedkavo;;zriedkavo;
chodil;jednotné;chodil;jednotné
na;;na;
verejnosti;jednotné;verejnosti;jednotné
.;;.;
Aj;;Aj;
napriek;;napriek;
tomu;jednotné;tomu;jednotné
pokračoval;jednotné;pokračoval;jednotné
vo;;vo;
svojich;množné;svojich;množné
cestách;množné;cestách;množné
po;;po;
celom;jednotné;celom;jednotné
svete;jednotné;svete;jednotné
.;;.;
Dokonca;;Dokonca;
boli;množné;boli;množné
navrhnuté;množné;navrhnuté;množné
hranice;množné;hranice;množné
pre;;pre;
funkčné;jednotné;funkčné;jednotné
obdobie;jednotné;obdobie;jednotné
pápežov;množné;pápežov;množné
.;;.;
Keď;;Keď;
potichu;;potichu;
zamával;jednotné;zamával;jednotné
olivovou;jednotné;olivovou;jednotné
vetvičkou;jednotné;vetvičkou;jednotné
,;;,;
zahrnuli;množné;zahrnuli;množné
ho;jednotné;ho;jednotné
jasotom;jednotné;jasotom;jednotné
tisíce;jednotné;tisíce;množné
veriacich;množné;veriacich;množné
.;;.;
Sledoval;jednotné;Sledoval;jednotné
ju;jednotné;ju;jednotné
v;;v;
televízii;jednotné;televízii;jednotné
vo;;vo;
svojom;jednotné;svojom;jednotné
byte;jednotné;byte;jednotné
s;;s;
výhľadom;jednotné;výhľadom;jednotné
na;;na;
Námestie;jednotné;Námestie;jednotné
svätého;jednotné;svätého;jednotné
Petra;jednotné;Petra;jednotné
.;;.;
Mnoho;jednotné;Mnoho;jednotné
predstaviteľov;množné;predstaviteľov;množné
krajín;množné;krajín;množné
z;;z;
celého;jednotné;celého;jednotné
sveta;jednotné;sveta;jednotné
vyjadrilo;jednotné;vyjadrilo;jednotné
svoju;jednotné;svoju;jednotné
sústrasť;jednotné;sústrasť;jednotné
(;;(;
pozri;jednotné;pozri;jednotné
nižšie;;nižšie;
);;);
.;;.;
Dav;jednotné;Dav;jednotné
vo;;vo;
Vatikáne;jednotné;Vatikáne;jednotné
po;;po;
oznámení;jednotné;oznámení;jednotné
jeho;jednotné;jeho;jednotné
smrti;jednotné;smrti;jednotné
tlieskal;jednotné;tlieskal;jednotné
,;;,;
čo;jednotné;čo;jednotné
je;jednotné;je;jednotné
tradičný;jednotné;tradičný;jednotné
taliansky;jednotné;taliansky;jednotné
zvyk;jednotné;zvyk;jednotné
znamenajúci;jednotné;znamenajúci;jednotné
úctu;jednotné;úctu;jednotné
.;;.;
Množstvo;jednotné;Množstvo;jednotné
krajín;množné;krajín;množné
s;;s;
majoritným;jednotné;majoritným;jednotné
katolíckym;jednotné;katolíckym;jednotné
obyvateľstvom;jednotné;obyvateľstvom;jednotné
vyhlásilo;jednotné;vyhlásilo;jednotné
štátny;jednotné;štátny;jednotné
smútok;jednotné;smútok;jednotné
za;;za;
Jána;jednotné;Jána;jednotné
Pavla;jednotné;Pavla;jednotné
II;;II;
.;;.;
Paraguay;jednotné;Paraguay;jednotné
a;;a;
Gabon;jednotné;Gabon;jednotné
vyhlásili;množné;vyhlásili;množné
päťdňový;jednotné;päťdňový;jednotné
smútok;jednotné;smútok;jednotné
,;;,;
Kostarika;jednotné;Kostarika;jednotné
štvordňový;jednotné;štvordňový;jednotné
.;;.;
Španielsko;jednotné;Španielsko;jednotné
a;;a;
Peru;jednotné;Peru;jednotné
vyhlásili;množné;vyhlásili;množné
jednodňový;jednotné;jednodňový;jednotné
smútok;jednotné;smútok;jednotné
.;;.;
Nemecko;jednotné;Nemecko;jednotné
a;;a;
Francúzsko;jednotné;Francúzsko;jednotné
nariadilo;jednotné;nariadilo;jednotné
stiahnutie;jednotné;stiahnutie;jednotné
vlajok;množné;vlajok;množné
na;;na;
pol;jednotné;pol;jednotné
žrde;;žrde;jednotné
.;;.;
Toto;jednotné;Toto;jednotné
vyhlásenie;jednotné;vyhlásenie;jednotné
vyvolalo;jednotné;vyvolalo;jednotné
kontroverzné;množné;kontroverzné;množné
reakcie;množné;reakcie;množné
veľkej;jednotné;veľkej;jednotné
časti;jednotné;časti;jednotné
obyvateľstva;jednotné;obyvateľstva;jednotné
.;;.;
Komentátori;množné;Komentátori;množné
zastávajú;množné;zastávajú;množné
názor;jednotné;názor;jednotné
,;;,;
že;;že;
írska;jednotné;írska;jednotné
reakcia;jednotné;reakcia;jednotné
môže;jednotné;môže;jednotné
naznačovať;;naznačovať;
odklon;jednotné;odklon;jednotné
spoločnosti;jednotné;spoločnosti;jednotné
a;;a;
politiky;jednotné;politiky;jednotné
od;;od;
cirkvi;jednotné;cirkvi;jednotné
,;;,;
ktorá;jednotné;ktorá;jednotné
mala;jednotné;mala;jednotné
v;;v;
tejto;jednotné;tejto;jednotné
krajine;jednotné;krajine;jednotné
veľkú;jednotné;veľkú;jednotné
vážnosť;jednotné;vážnosť;jednotné
.;;.;
"""";;"""";
Ján;jednotné;Ján;jednotné
Pavol;jednotné;Pavol;jednotné
Veľký;jednotné;Veľký;jednotné
"""";;"""";
Členovia;množné;Členovia;množné
kardinálskeho;jednotné;kardinálskeho;jednotné
zboru;jednotné;zboru;jednotné
,;;,;
v;;v;
čase;jednotné;čase;jednotné
pápežovej;jednotné;pápežovej;jednotné
smrti;jednotné;smrti;jednotné
mladší;množné;mladší;množné
ako;;ako;
80;;80;
rokov;množné;rokov;množné
,;;,;
tvoria;množné;tvoria;množné
zbor;jednotné;zbor;jednotné
voliteľov;množné;voliteľov;množné
nového;jednotné;nového;jednotné
pápeža;jednotné;pápeža;jednotné
.;;.;
Preto;;Preto;
,;;,;
aby;;aby;
Katechizmus;jednotné;Katechizmus;jednotné
katolíckej;jednotné;katolíckej;jednotné
cirkvi;jednotné;cirkvi;jednotné
zodpovedal;jednotné;zodpovedal;jednotné
týmto;množné;týmto;množné
požiadavkám;množné;požiadavkám;množné
,;;,;
preberá;jednotné;preberá;jednotné
na;;na;
jednej;jednotné;jednej;jednotné
strane;jednotné;strane;jednotné
starodávne;;starodávne;jednotné
zaužívané;jednotné;zaužívané;jednotné
usporiadanie;jednotné;usporiadanie;jednotné
,;;,;
ktorého;jednotné;ktorého;jednotné
sa;;sa;
pridŕžal;jednotné;pridŕžal;jednotné
už;;už;
katechizmus;jednotné;katechizmus;jednotné
pápeža;jednotné;pápeža;jednotné
Pia;jednotné;Pia;jednotné
V;;V;
.;;.;
,;;,;
zároveň;;zároveň;
sa;;sa;
však;;však;
obsah;jednotné;obsah;jednotné
podáva;jednotné;podáva;jednotné
novým;jednotné;novým;jednotné
spôsobom;jednotné;spôsobom;jednotné
,;;,;
aby;;aby;
sa;;sa;
odpovedalo;jednotné;odpovedalo;jednotné
na;;na;
otázky;množné;otázky;množné
novej;jednotné;novej;jednotné
doby;jednotné;doby;jednotné
.;;.;
Ján;jednotné;Ján;jednotné
Pavol;jednotné;Pavol;jednotné
napísal;jednotné;napísal;jednotné
množstvo;jednotné;množstvo;jednotné
dôležitých;množné;dôležitých;množné
dokumentov;množné;dokumentov;množné
,;;,;
ktoré;množné;ktoré;množné
podľa;;podľa;
mnohých;množné;mnohých;množné
pozorovateľov;množné;pozorovateľov;množné
budú;množné;budú;množné
mať;;mať;
dlhotrvajúci;jednotné;dlhotrvajúci;jednotné
dopad;jednotné;dopad;jednotné
na;;na;
cirkev;jednotné;cirkev;jednotné
a;;a;
svet;jednotné;svet;jednotné
.;;.;
Najdôležitejšími;jednotné;Najdôležitejšími;množné
písomnými;množné;písomnými;množné
dokumentami;množné;dokumentami;množné
,;;,;
ktorými;množné;ktorými;množné
sa;;sa;
pápeži;množné;pápeži;množné
obracajú;množné;obracajú;množné
na;;na;
cirkev;jednotné;cirkev;jednotné
a;;a;
veriacich;množné;veriacich;množné
sú;množné;sú;množné
encykliky;množné;encykliky;množné
.;;.;
Počas;;Počas;
celého;jednotné;celého;jednotné
svojho;jednotné;svojho;jednotné
pontifikátu;jednotné;pontifikátu;jednotné
pokračoval;jednotné;pokračoval;jednotné
v;;v;
tomto;jednotné;tomto;jednotné
zameraní;jednotné;zameraní;jednotné
na;;na;
Boha;jednotné;Boha;jednotné
.;;.;
Ďalšie;množné;Ďalšie;množné
dôležité;množné;dôležité;množné
encykliky;množné;encykliky;množné
Jána;jednotné;Jána;jednotné
Pavla;jednotné;Pavla;jednotné
II;;II;
.;;.;
sú;množné;sú;množné
Encyklika;jednotné;Encyklika;jednotné
o;;o;
hodnote;jednotné;hodnote;jednotné
a;;a;
nenarušiteľnosti;jednotné;nenarušiteľnosti;jednotné
ľudského;jednotné;ľudského;jednotné
života;jednotné;života;jednotné
(;;(;
Evangelium;jednotné;Evangelium;
Vitae;;Vitae;
);;);
a;;a;
Encyklika;jednotné;Encyklika;jednotné
o;;o;
vzťahoch;množné;vzťahoch;množné
medzi;;medzi;
vierou;jednotné;vierou;jednotné
a;;a;
rozumom;jednotné;rozumom;jednotné
(;;(;
Fides;;Fides;
et;;et;
Ratio;;Ratio;
);;);
.;;.;
V;;V;
jeho;jednotné;jeho;jednotné
hlavnom;jednotné;hlavnom;jednotné
pláne;jednotné;pláne;jednotné
pre;;pre;
nové;jednotné;nové;jednotné
milénium;jednotné;milénium;jednotné
,;;,;
spomínanom;jednotné;spomínanom;jednotné
v;;v;
apoštolskom;jednotné;apoštolskom;jednotné
liste;jednotné;liste;jednotné
Na;;Na;
prahu;jednotné;prahu;jednotné
nového;jednotné;nového;jednotné
milénia;jednotné;milénia;jednotné
,;;,;
pláne;množné;pláne;jednotné
pre;;pre;
všetky;množné;všetky;množné
časy;množné;časy;množné
,;;,;
zdôraznil;jednotné;zdôraznil;jednotné
dôležitosť;jednotné;dôležitosť;jednotné
„;;„;
nového;jednotné;nového;jednotné
začiatku;jednotné;začiatku;jednotné
od;;od;
Krista;jednotné;Krista;jednotné
”;;”;
.;;.;
Pozri;jednotné;Pozri;jednotné
aj;;aj;
:;;:;
Zoznam;jednotné;Zoznam;jednotné
zahraničných;množné;zahraničných;množné
ciest;množné;ciest;množné
Jána;jednotné;Jána;jednotné
Pavla;jednotné;Pavla;jednotné
II;;II;
.;;.;
V;;V;
súčte;jednotné;súčte;jednotné
merali;množné;merali;množné
jeho;jednotné;jeho;množné
cesty;množné;cesty;množné
viac;jednotné;viac;
ako;;ako;
1167000;;1167000;
km;;km;
.;;.;
V;;V;
roku;jednotné;roku;jednotné
1984;;1984;
sa;;sa;
Ján;jednotné;Ján;jednotné
Pavol;jednotné;Pavol;jednotné
stal;jednotné;stal;jednotné
prvým;jednotné;prvým;jednotné
pápežom;jednotné;pápežom;jednotné
,;;,;
ktorý;jednotné;ktorý;jednotné
navštívil;jednotné;navštívil;jednotné
Portoriko;jednotné;Portoriko;jednotné
.;;.;
Takže;;Takže;
bol;jednotné;bol;jednotné
prvý;jednotné;prvý;jednotné
pápež;jednotné;pápež;jednotné
,;;,;
ktorý;jednotné;ktorý;jednotné
navštívil;jednotné;navštívil;jednotné
krajinu;jednotné;krajinu;jednotné
s;;s;
obyvateľstvom;jednotné;obyvateľstvom;jednotné
prevažne;;prevažne;
hlásiacim;jednotné;hlásiacim;jednotné
sa;;sa;
k;;k;
ortodoxnej;jednotné;ortodoxnej;jednotné
cirkvi;jednotné;cirkvi;jednotné
od;;od;
čias;množné;čias;množné
východnej;jednotné;východnej;jednotné
schizmy;jednotné;schizmy;jednotné
v;;v;
11;;11;
.;;.;
storočí;jednotné;storočí;jednotné
(;;(;
1054;;1054;
);;);
.;;.;
V;;V;
máji;jednotné;máji;jednotné
2001;;2001;
uskutočnil;jednotné;uskutočnil;jednotné
cestu;jednotné;cestu;jednotné
po;;po;
stopách;množné;stopách;množné
svätého;jednotné;svätého;jednotné
Pavla;jednotné;Pavla;jednotné
po;;po;
Stredozemí;jednotné;Stredozemí;jednotné
.;;.;
Navštívil;jednotné;Navštívil;jednotné
mešitu;jednotné;mešitu;jednotné
Umajjovcov;množné;Umajjovcov;množné
,;;,;
o;;o;
ktorej;jednotné;ktorej;jednotné
sa;;sa;
predpokladá;jednotné;predpokladá;jednotné
,;;,;
že;;že;
je;jednotné;je;jednotné
v;;v;
nej;jednotné;nej;jednotné
pochovaný;jednotné;pochovaný;jednotné
aj;;aj;
Ján;jednotné;Ján;jednotné
Krstiteľ;jednotné;Krstiteľ;jednotné
.;;.;
Vzťah;jednotné;Vzťah;jednotné
katolíckej;jednotné;katolíckej;jednotné
cirkvi;jednotné;cirkvi;jednotné
k;;k;
židom;množné;židom;množné
sa;;sa;
počas;;počas;
pontifikátu;jednotné;pontifikátu;jednotné
Jána;jednotné;Jána;jednotné
Pavla;jednotné;Pavla;jednotné
II;;II;
.;;.;
zlepšil;jednotné;zlepšil;jednotné
.;;.;
Veľmi;;Veľmi;
často;;často;
hovoril;jednotné;hovoril;jednotné
o;;o;
vzťahu;jednotné;vzťahu;jednotné
cirkvi;jednotné;cirkvi;jednotné
k;;k;
židom;množné;židom;množné
.;;.;
Odpor;jednotné;Odpor;jednotné
Ruskej;jednotné;Ruskej;jednotné
ortodoxnej;jednotné;ortodoxnej;jednotné
cirkvi;jednotné;cirkvi;jednotné
a;;a;
