Slovo;Slovný druh;Slovo2;Slovný druh2
zlepšenie;Podstatné meno;zlepšenie;Podstatné meno
začalo;Sloveso;začalo;Sloveso
až;Príslovka;až;Častica
po;Predložka;po;Predložka
skončení;Podstatné meno;skončení;Podstatné meno
svetovej;Prídavné meno;svetovej;Prídavné meno
vojny;Podstatné meno;vojny;Podstatné meno
Detstvo;Podstatné meno;Detstvo;Podstatné meno
a;Spojka;a;Spojka
mladosť;Podstatné meno;mladosť;Podstatné meno
On;Zámeno;On;Zámeno
vytýčil;Sloveso;vytýčil;Sloveso
ostrý;Prídavné meno;ostrý;Prídavné meno
kurz;Podstatné meno;kurz;Podstatné meno
proti;Príslovka;proti;Predložka
pohanom;Podstatné meno;pohanom;Podstatné meno
a;Spojka;a;Spojka
herézam;Podstatné meno;herézam;Podstatné meno
a;Spojka;a;Spojka
došlo;Sloveso;došlo;Sloveso
aj;Citoslovce;aj;Častica
k;Podstatné meno;k;Predložka
vzťahov;Podstatné meno;vzťahov;Podstatné meno
so;Predložka;so;Predložka
západnou;Prídavné meno;západnou;Prídavné meno
ríšou;Podstatné meno;ríšou;Podstatné meno
kde;Príslovka;kde;Zámeno
namiesto;Predložka;namiesto;Predložka
neplnoletého;Prídavné meno;neplnoletého;Prídavné meno
vládol;Sloveso;vládol;Sloveso
vojvodca;Podstatné meno;vojvodca;Podstatné meno
Hliníková;Prídavné meno;Hliníková;Prídavné meno
vrstva;Podstatné meno;vrstva;Podstatné meno
je;Sloveso;je;Sloveso
chránená;Prídavné meno;chránená;Príčastie - Sloveso
lakovým;Prídavné meno;lakovým;Prídavné meno
filmom;Podstatné meno;filmom;Podstatné meno
Rozdiel;Podstatné meno;Rozdiel;Podstatné meno
výšky;Podstatné meno;výšky;Podstatné meno
jamky;Podstatné meno;jamky;Podstatné meno
a;Spojka;a;Spojka
plôšky;Podstatné meno;plôšky;Podstatné meno
je;Sloveso;je;Sloveso
jedna;Číslovka;jedna;Číslovka
štvrtina;Podstatné meno;štvrtina;Podstatné meno
vlnovej;Prídavné meno;vlnovej;Prídavné meno
dĺžky;Podstatné meno;dĺžky;Podstatné meno
svetla;Podstatné meno;svetla;Podstatné meno
lasera;Podstatné meno;lasera;Podstatné meno
Jamky;Podstatné meno;Jamky;Podstatné meno
a;Spojka;a;Spojka
plôšky;Podstatné meno;plôšky;Podstatné meno
samé;Zámeno;samé;Zámeno
o;Citoslovce;o;Predložka
sebe;Zámeno;sebe;Príslovka
nuly;Podstatné meno;nuly;Číslovka
a;Spojka;a;Spojka
jednotky;Podstatné meno;jednotky;Podstatné meno
binárneho;Prídavné meno;binárneho;Prídavné meno
zápisu;Podstatné meno;zápisu;Podstatné meno
kompaktného;Prídavné meno;kompaktného;Prídavné meno
disku;Podstatné meno;disku;Podstatné meno
odporúča;Sloveso;odporúča;Sloveso
konštantnú;Prídavné meno;konštantnú;Prídavné meno
rýchlosť;Podstatné meno;rýchlosť;Podstatné meno
m;Podstatné meno;m;Značky
s;Podstatné meno;s;Značky
a;Spojka;a;Spojka
odstup;Podstatné meno;odstup;Podstatné meno
stopy;Podstatné meno;stopy;Podstatné meno
Disk;Podstatné meno;Disk;Podstatné meno
DVD;Skratka;DVD;Značky
sa;Zámeno;sa;Zvratné zámeno
na;Citoslovce;na;Predložka
pohľad;Podstatné meno;pohľad;Podstatné meno
podobá;Sloveso;podobá;Sloveso
kompaktnému;Prídavné meno;kompaktnému;Prídavné meno
disku;Podstatné meno;disku;Podstatné meno
Oficiálne;Príslovka;Oficiálne;Príslovka
názov;Podstatné meno;názov;Podstatné meno
DVD;Skratka;DVD;Značky
nič;Podstatné meno;nič;Zámeno
DVD;Skratka;DVD;Značky
médiá;Podstatné meno;médiá;Podstatné meno
sú;Sloveso;sú;Sloveso
plastové;Prídavné meno;plastové;Prídavné meno
disky;Podstatné meno;disky;Podstatné meno
navonok;Príslovka;navonok;Príslovka
rovnaké;Prídavné meno;rovnaké;Prídavné meno
ako;Spojka;ako;Spojka
CD;Skratka;CD;Značky
médiá;Podstatné meno;médiá;Podstatné meno
Označenie;Podstatné meno;Označenie;Podstatné meno
plus;Podstatné meno;plus;Podstatné meno
a;Spojka;a;Spojka
pomlčka;Podstatné meno;pomlčka;Podstatné meno
predstavuje;Sloveso;predstavuje;Sloveso
dva;Číslovka;dva;Číslovka
rozličné;Prídavné meno;rozličné;Prídavné meno
technické;Prídavné meno;technické;Prídavné meno
štandardy;Podstatné meno;štandardy;Podstatné meno
ktoré;Zámeno;ktoré;Zámeno
sú;Sloveso;sú;Sloveso
do;Citoslovce;do;Predložka
určitej;Prídavné meno;určitej;Prídavné meno
miery;Podstatné meno;miery;Podstatné meno
kompatibilné;Prídavné meno;kompatibilné;Prídavné meno
DVD;Skratka;DVD;Značky
Video;Podstatné meno;Video;Citový výraz
je;Sloveso;je;Sloveso
spôsob;Podstatné meno;spôsob;Podstatné meno
uloženia;Podstatné meno;uloženia;Podstatné meno
videozáznamu;Podstatné meno;videozáznamu;Podstatné meno
na;Citoslovce;na;Predložka
DVD;Skratka;DVD;Značky
nosiči;Podstatné meno;nosiči;Podstatné meno
Na;Skratka;Na;Predložka
kompresiu;Podstatné meno;kompresiu;Podstatné meno
obrazu;Podstatné meno;obrazu;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
používa;Sloveso;používa;Sloveso
štandard;Podstatné meno;štandard;Podstatné meno
Všetky;Zámeno;Všetky;Zámeno
ostatné;Prídavné meno;ostatné;Prídavné meno
formáty;Podstatné meno;formáty;Podstatné meno
zvuku;Podstatné meno;zvuku;Podstatné meno
sú;Sloveso;sú;Sloveso
voliteľné;Prídavné meno;voliteľné;Prídavné meno
DVD;Skratka;DVD;Citový výraz
Video;Podstatné meno;Video;Citový výraz
disky;Podstatné meno;disky;Podstatné meno
často;Príslovka;často;Príslovka
obsahujú;Sloveso;obsahujú;Sloveso
viacero;Číslovka;viacero;Číslovka
zvukových;Prídavné meno;zvukových;Prídavné meno
kanálov;Podstatné meno;kanálov;Podstatné meno
ktoré;Zámeno;ktoré;Zámeno
sprevádzajú;Sloveso;sprevádzajú;Sloveso
obrazový;Prídavné meno;obrazový;Prídavné meno
záznam;Podstatné meno;záznam;Podstatné meno
Táto;Zámeno;Táto;Zámeno
funkcia;Podstatné meno;funkcia;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
využíva;Sloveso;využíva;Sloveso
na;Citoslovce;na;Predložka
zobrazenie;Podstatné meno;zobrazenie;Podstatné meno
alternatívneho;Prídavné meno;alternatívneho;Prídavné meno
obsahu;Podstatné meno;obsahu;Podstatné meno
scény;Podstatné meno;scény;Podstatné meno
ktorým;Zámeno;ktorým;Zámeno
byť;Sloveso;byť;Sloveso
len;Spojka;len;Častica
pohľad;Podstatné meno;pohľad;Podstatné meno
z;Podstatné meno;z;Predložka
iného;Prídavné meno;iného;Zámeno
uhla;Sloveso;uhla;Podstatné meno
svoj;Zámeno;svoj;Zámeno
sľub;Podstatné meno;sľub;Podstatné meno
dodržal;Sloveso;dodržal;Sloveso
Uväznil;Sloveso;Uväznil;Sloveso
svojich;Zámeno;svojich;Zámeno
zajatcov;Podstatné meno;zajatcov;Podstatné meno
do;Citoslovce;do;Predložka
prázdnej;Prídavné meno;prázdnej;Prídavné meno
vodnej;Prídavné meno;vodnej;Prídavné meno
nádrže;Podstatné meno;nádrže;Podstatné meno
kde;Príslovka;kde;Zámeno
sa;Zámeno;sa;Zvratné zámeno
neskôr;Príslovka;neskôr;Príslovka
udusili;Sloveso;udusili;Sloveso
Tretí;Číslovka;Tretí;Číslovka
termodynamický;Prídavné meno;termodynamický;Prídavné meno
zákon;Podstatné meno;zákon;Podstatné meno
Hovorí;Sloveso;Hovorí;Sloveso
že;Spojka;že;Spojka
entropia;Podstatné meno;entropia;Podstatné meno
systému;Podstatné meno;systému;Podstatné meno
v;Predložka;v;Predložka
absolútnej;Prídavné meno;absolútnej;Prídavné meno
nule;Podstatné meno;nule;Číslovka
je;Sloveso;je;Sloveso
konštantná;Prídavné meno;konštantná;Prídavné meno
Nástup;Podstatné meno;Nástup;Podstatné meno
na;Citoslovce;na;Predložka
trón;Podstatné meno;trón;Podstatné meno
západ;Podstatné meno;západ;Podstatné meno
ale;Spojka;ale;Spojka
snažil;Sloveso;snažil;Sloveso
sa;Zámeno;sa;Zvratné zámeno
udržať;Sloveso;udržať;Sloveso
tamojšie;Prídavné meno;tamojšie;Prídavné meno
územia;Podstatné meno;územia;Podstatné meno
Avšak;Spojka;Avšak;Spojka
kvôli;Príslovka;kvôli;Predložka
chýbajúcej;Prídavné meno;chýbajúcej;Príčastie - Sloveso
aristokracii;Podstatné meno;aristokracii;Podstatné meno
a;Spojka;a;Spojka
nevraživosti;Podstatné meno;nevraživosti;Podstatné meno
miestneho;Prídavné meno;miestneho;Prídavné meno
miestodržiteľa;Podstatné meno;miestodržiteľa;Podstatné meno
zostalo;Sloveso;zostalo;Sloveso
jeho;Zámeno;jeho;Zámeno
úsilie;Podstatné meno;úsilie;Podstatné meno
Vo;Predložka;Vo;Predložka
vnútorných;Prídavné meno;vnútorných;Prídavné meno
záležitostiach;Podstatné meno;záležitostiach;Podstatné meno
spôsobila;Sloveso;spôsobila;Sloveso
onedlho;Príslovka;onedlho;Príslovka
problémy;Podstatné meno;problémy;Podstatné meno
jeho;Zámeno;jeho;Zámeno
náboženská;Prídavné meno;náboženská;Prídavné meno
politika;Podstatné meno;politika;Podstatné meno
Obrana;Podstatné meno;Obrana;Podstatné meno
ríše;Podstatné meno;ríše;Podstatné meno
Spojenectvo;Podstatné meno;Spojenectvo;Podstatné meno
s;Podstatné meno;s;Predložka
ktorí;Zámeno;ktorí;Zámeno
mali;Sloveso;mali;Sloveso
napadnúť;Sloveso;napadnúť;Sloveso
zozadu;Príslovka;zozadu;Príslovka
očakávaný;Prídavné meno;očakávaný;Príčastie - Sloveso
výsledok;Podstatné meno;výsledok;Podstatné meno
Bola;Podstatné meno;Bola;Sloveso
to;Zámeno;to;Zámeno
do;Citoslovce;do;Predložka
tých;Zámeno;tých;Zámeno
čias;Podstatné meno;čias;Podstatné meno
jedna;Číslovka;jedna;Číslovka
z;Podstatné meno;z;Predložka
najťažších;Prídavné meno;najťažších;Prídavné meno
perzských;Prídavné meno;perzských;Prídavné meno
porážok;Podstatné meno;porážok;Podstatné meno
v;Predložka;v;Predložka
bojoch;Podstatné meno;bojoch;Podstatné meno
s;Podstatné meno;s;Predložka
Smrť;Podstatné meno;Smrť;Podstatné meno
a;Spojka;a;Spojka
nástupníctvo;Podstatné meno;nástupníctvo;Podstatné meno
Od;Predložka;Od;Predložka
roku;Podstatné meno;roku;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
prejavovali;Sloveso;prejavovali;Sloveso
príznaky;Podstatné meno;príznaky;Podstatné meno
duševnej;Prídavné meno;duševnej;Prídavné meno
choroby;Podstatné meno;choroby;Podstatné meno
Na;Skratka;Na;Predložka
radu;Podstatné meno;radu;Podstatné meno
svojej;Zámeno;svojej;Zámeno
manželky;Podstatné meno;manželky;Podstatné meno
decembra;Podstatné meno;decembra;Podstatné meno
ustanovil;Sloveso;ustanovil;Sloveso
úspešného;Prídavné meno;úspešného;Prídavné meno
vojvodcu;Podstatné meno;vojvodcu;Podstatné meno
za;Predložka;za;Predložka
svojho;Zámeno;svojho;Zámeno
I;Spojka;I;Číslica
cisár;Podstatné meno;cisár;Podstatné meno
bol;Podstatné meno;bol;Sloveso
očividne;Príslovka;očividne;Príslovka
vzdelaný;Prídavné meno;vzdelaný;Príčastie - Sloveso
muž;Podstatné meno;muž;Podstatné meno
ktorý;Zámeno;ktorý;Zámeno
ovládal;Sloveso;ovládal;Sloveso
dva;Číslovka;dva;Číslovka
najdôležitejšie;Prídavné meno;najdôležitejšie;Prídavné meno
jazyky;Podstatné meno;jazyky;Podstatné meno
ríše;Podstatné meno;ríše;Podstatné meno
latinčinu;Podstatné meno;latinčinu;Podstatné meno
a;Spojka;a;Spojka
gréčtinu;Podstatné meno;gréčtinu;Podstatné meno
Zahraničná;Prídavné meno;Zahraničná;Prídavné meno
politika;Podstatné meno;politika;Podstatné meno
V;Skratka;V;Predložka
roku;Podstatné meno;roku;Podstatné meno
a;Spojka;a;Spojka
cisár;Podstatné meno;cisár;Podstatné meno
nakoniec;Príslovka;nakoniec;Príslovka
uzavreli;Sloveso;uzavreli;Sloveso
mier;Podstatné meno;mier;Podstatné meno
Na;Skratka;Na;Predložka
podnikali;Sloveso;podnikali;Sloveso
Bulhari;Podstatné meno;Bulhari;Podstatné meno
lúpežné;Prídavné meno;lúpežné;Prídavné meno
výpravy;Podstatné meno;výpravy;Podstatné meno
do;Citoslovce;do;Predložka
preto;Spojka;preto;Spojka
nechal;Sloveso;nechal;Sloveso
vybudovať;Sloveso;vybudovať;Sloveso
západne;Príslovka;západne;Príslovka
od;Predložka;od;Predložka
opevnenie;Podstatné meno;opevnenie;Podstatné meno
nazývané;Prídavné meno;nazývané;Príčastie - Sloveso
dlhý;Prídavné meno;dlhý;Prídavné meno
múr;Podstatné meno;múr;Podstatné meno
Po;Predložka;Po;Predložka
začiatočných;Prídavné meno;začiatočných;Prídavné meno
úspechoch;Podstatné meno;úspechoch;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
rímskej;Prídavné meno;rímskej;Prídavné meno
armáde;Podstatné meno;armáde;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
podarilo;Sloveso;podarilo;Sloveso
situáciu;Podstatné meno;situáciu;Podstatné meno
stabilizovať;Sloveso;stabilizovať;Sloveso
Vnútorná;Prídavné meno;Vnútorná;Prídavné meno
a;Spojka;a;Spojka
náboženská;Prídavné meno;náboženská;Prídavné meno
politika;Podstatné meno;politika;Podstatné meno
Hospodárstvo;Podstatné meno;Hospodárstvo;Podstatné meno
zažilo;Sloveso;zažilo;Sloveso
za;Predložka;za;Predložka
rozkvet;Podstatné meno;rozkvet;Podstatné meno
vďaka;Podstatné meno;vďaka;Predložka
odstránení;Podstatné meno;odstránení;Podstatné meno
ťaživej;Prídavné meno;ťaživej;Prídavné meno
obchodnej;Prídavné meno;obchodnej;Prídavné meno
dane;Podstatné meno;dane;Podstatné meno
Za;Predložka;Za;Predložka
jeho;Zámeno;jeho;Zámeno
vymenoval;Sloveso;vymenoval;Sloveso
patriarchu;Podstatné meno;patriarchu;Podstatné meno
z;Podstatné meno;z;Predložka
V;Skratka;V;Predložka
samotnom;Prídavné meno;samotnom;Prídavné meno
bol;Podstatné meno;bol;Sloveso
ktorý;Zámeno;ktorý;Zámeno
bol;Podstatné meno;bol;Sloveso
však;Spojka;však;Spojka
rýchlo;Príslovka;rýchlo;Príslovka
odstránený;Prídavné meno;odstránený;Príčastie - Sloveso
Smrť;Podstatné meno;Smrť;Podstatné meno
a;Spojka;a;Spojka
následníctvo;Podstatné meno;následníctvo;Podstatné meno
Kofola;Podstatné meno;Kofola;Podstatné meno
je;Sloveso;je;Sloveso
nealkoholický;Prídavné meno;nealkoholický;Prídavné meno
nápoj;Podstatné meno;nápoj;Podstatné meno
vyrábaný;Prídavné meno;vyrábaný;Príčastie - Sloveso
v;Predložka;v;Predložka
Česku;Podstatné meno;Česku;Podstatné meno
a;Spojka;a;Spojka
na;Citoslovce;na;Predložka
Slovensku;Podstatné meno;Slovensku;Podstatné meno
Do;Citoslovce;Do;Predložka
roku;Podstatné meno;roku;Podstatné meno
zobrazovalo;Sloveso;zobrazovalo;Sloveso
logo;Podstatné meno;logo;Podstatné meno
Kofoly;Podstatné meno;Kofoly;Podstatné meno
kávové;Prídavné meno;kávové;Prídavné meno
zrno;Podstatné meno;zrno;Podstatné meno
Teraz;Príslovka;Teraz;Príslovka
pripomína;Sloveso;pripomína;Sloveso
kávový;Prídavné meno;kávový;Prídavné meno
list;Podstatné meno;list;Podstatné meno
V;Skratka;V;Predložka
roku;Podstatné meno;roku;Podstatné meno
bola;Podstatné meno;bola;Sloveso
predstavená;Podstatné meno;predstavená;Príčastie - Sloveso
nová;Prídavné meno;nová;Prídavné meno
Kofola;Podstatné meno;Kofola;Podstatné meno
Citrus;Podstatné meno;Citrus;Podstatné meno
s;Podstatné meno;s;Predložka
citrónovou;Prídavné meno;citrónovou;Prídavné meno
príchuťou;Podstatné meno;príchuťou;Podstatné meno
Druhý;Číslovka;Druhý;Číslovka
termodynamický;Prídavné meno;termodynamický;Prídavné meno
zákon;Podstatné meno;zákon;Podstatné meno
Prepad;Podstatné meno;Prepad;Podstatné meno
Priebeh;Podstatné meno;Priebeh;Podstatné meno
bitky;Podstatné meno;bitky;Podstatné meno
Rýchlo;Príslovka;Rýchlo;Príslovka
obsadili;Sloveso;obsadili;Sloveso
veľkú;Prídavné meno;veľkú;Prídavné meno
časť;Podstatné meno;časť;Podstatné meno
mesta;Podstatné meno;mesta;Podstatné meno
ale;Spojka;ale;Spojka
potom;Spojka;potom;Príslovka
sa;Zámeno;sa;Zvratné zámeno
vyskytli;Sloveso;vyskytli;Sloveso
veľké;Prídavné meno;veľké;Prídavné meno
problémy;Podstatné meno;problémy;Podstatné meno
Genealógia;Podstatné meno;Genealógia;Podstatné meno
história;Podstatné meno;história;Podstatné meno
Genealógia;Podstatné meno;Genealógia;Podstatné meno
alebo;Spojka;alebo;Spojka
je;Sloveso;je;Sloveso
pomocná;Prídavné meno;pomocná;Prídavné meno
historická;Prídavné meno;historická;Prídavné meno
veda;Podstatné meno;veda;Podstatné meno
vývoj;Podstatné meno;vývoj;Podstatné meno
rodov;Podstatné meno;rodov;Podstatné meno
a;Spojka;a;Spojka
vzťah;Podstatné meno;vzťah;Podstatné meno
medzi;Predložka;medzi;Predložka
príbuznými;Podstatné meno;príbuznými;Prídavné meno
jedincami;Podstatné meno;jedincami;Podstatné meno
Často;Príslovka;Často;Príslovka
ho;Zámeno;ho;Zámeno
trénovali;Sloveso;trénovali;Sloveso
nevzdelaní;Prídavné meno;nevzdelaní;Príčastie - Sloveso
dedinčania;Podstatné meno;dedinčania;Podstatné meno
a;Spojka;a;Spojka
neraz;Číslovka;neraz;Číslovka
mal;Skratka;mal;Sloveso
charakter;Podstatné meno;charakter;Podstatné meno
rodovej;Prídavné meno;rodovej;Prídavné meno
rivality;Podstatné meno;rivality;Podstatné meno
Nažive;Príslovka;Nažive;Príslovka
zostal;Sloveso;zostal;Sloveso
iba;Príslovka;iba;Častica
jediný;Číslovka;jediný;Číslovka
majster;Podstatné meno;majster;Podstatné meno
Song;Podstatné meno;Song;Podstatné meno
Niektorí;Zámeno;Niektorí;Zámeno
historici;Podstatné meno;historici;Podstatné meno
zastávajú;Sloveso;zastávajú;Sloveso
názor;Podstatné meno;názor;Podstatné meno
že;Spojka;že;Spojka
tvorcovia;Podstatné meno;tvorcovia;Podstatné meno
tohto;Zámeno;tohto;Zámeno
športu;Podstatné meno;športu;Podstatné meno
praktizovali;Sloveso;praktizovali;Sloveso
Avšak;Spojka;Avšak;Spojka
techniky;Podstatné meno;techniky;Podstatné meno
veľa;Príslovka;veľa;Číslovka
spoločného;Prídavné meno;spoločného;Prídavné meno
s;Podstatné meno;s;Predložka
Z;Skratka;Z;Predložka
formálneho;Prídavné meno;formálneho;Prídavné meno
hľadiska;Podstatné meno;hľadiska;Podstatné meno
je;Sloveso;je;Sloveso
matematika;Podstatné meno;matematika;Podstatné meno
skúmanie;Podstatné meno;skúmanie;Podstatné meno
axiomaticky;Príslovka;axiomaticky;Príslovka
definovaných;Prídavné meno;definovaných;Príčastie - Sloveso
formálnych;Prídavné meno;formálnych;Prídavné meno
štruktúr;Podstatné meno;štruktúr;Podstatné meno
použitím;Podstatné meno;použitím;Podstatné meno
logiky;Podstatné meno;logiky;Podstatné meno
a;Spojka;a;Spojka
matematického;Prídavné meno;matematického;Prídavné meno
označenia;Podstatné meno;označenia;Podstatné meno
Niektorí;Zámeno;Niektorí;Zámeno
matematici;Podstatné meno;matematici;Podstatné meno
nazývajú;Sloveso;nazývajú;Sloveso
matematiku;Podstatné meno;matematiku;Podstatné meno
kráľovnou;Podstatné meno;kráľovnou;Podstatné meno
vied;Podstatné meno;vied;Podstatné meno
Tieto;Zámeno;Tieto;Zámeno
tri;Číslovka;tri;Číslovka
potreby;Podstatné meno;potreby;Podstatné meno
zhruba;Príslovka;zhruba;Príslovka
zodpovedajú;Sloveso;zodpovedajú;Sloveso
rozdeleniu;Podstatné meno;rozdeleniu;Podstatné meno
matematiky;Podstatné meno;matematiky;Podstatné meno
na;Citoslovce;na;Predložka
štúdium;Podstatné meno;štúdium;Podstatné meno
štruktúry;Podstatné meno;štruktúry;Podstatné meno
priestoru;Podstatné meno;priestoru;Podstatné meno
a;Spojka;a;Spojka
zmeny;Podstatné meno;zmeny;Podstatné meno
Najskôr;Príslovka;Najskôr;Príslovka
boli;Sloveso;boli;Sloveso
známe;Podstatné meno;známe;Prídavné meno
prirodzené;Prídavné meno;prirodzené;Prídavné meno
a;Spojka;a;Spojka
celé;Podstatné meno;celé;Prídavné meno
čísla;Podstatné meno;čísla;Podstatné meno
a;Spojka;a;Spojka
ich;Zámeno;ich;Zámeno
aritmetické;Prídavné meno;aritmetické;Prídavné meno
operácie;Podstatné meno;operácie;Podstatné meno
ktoré;Zámeno;ktoré;Zámeno
sú;Sloveso;sú;Sloveso
zahrnuté;Prídavné meno;zahrnuté;Príčastie - Sloveso
v;Predložka;v;Predložka
elementárnej;Prídavné meno;elementárnej;Prídavné meno
algebre;Podstatné meno;algebre;Podstatné meno
Niekoľko;Číslovka;Niekoľko;Zámeno
ťažkých;Prídavné meno;ťažkých;Prídavné meno
geometrických;Prídavné meno;geometrických;Prídavné meno
problémov;Podstatné meno;problémov;Podstatné meno
týkajúcich;Prídavné meno;týkajúcich;Príčastie - Sloveso
sa;Zámeno;sa;Zvratné zámeno
konštrukcií;Podstatné meno;konštrukcií;Podstatné meno
pravítka;Podstatné meno;pravítka;Podstatné meno
a;Spojka;a;Spojka
kružidla;Podstatné meno;kružidla;Podstatné meno
bolo;Sloveso;bolo;Sloveso
vyriešených;Prídavné meno;vyriešených;Príčastie - Sloveso
pomocou;Predložka;pomocou;Predložka
teórie;Podstatné meno;teórie;Podstatné meno
Moderné;Prídavné meno;Moderné;Prídavné meno
odvetvia;Podstatné meno;odvetvia;Podstatné meno
diferenciálnej;Prídavné meno;diferenciálnej;Prídavné meno
a;Spojka;a;Spojka
algebraickej;Prídavné meno;algebraickej;Prídavné meno
geometrie;Podstatné meno;geometrie;Podstatné meno
rozširujú;Sloveso;rozširujú;Sloveso
geometriu;Podstatné meno;geometriu;Podstatné meno
v;Predložka;v;Predložka
nových;Prídavné meno;nových;Prídavné meno
smeroch;Podstatné meno;smeroch;Podstatné meno
Základným;Prídavné meno;Základným;Prídavné meno
pojmom;Podstatné meno;pojmom;Podstatné meno
používaným;Prídavné meno;používaným;Príčastie - Sloveso
na;Citoslovce;na;Predložka
zmeny;Podstatné meno;zmeny;Podstatné meno
je;Sloveso;je;Sloveso
pojem;Podstatné meno;pojem;Podstatné meno
funkcie;Podstatné meno;funkcie;Podstatné meno
Vlastnosti;Podstatné meno;Vlastnosti;Podstatné meno
reálnych;Prídavné meno;reálnych;Prídavné meno
čísel;Podstatné meno;čísel;Podstatné meno
a;Spojka;a;Spojka
funkcií;Podstatné meno;funkcií;Podstatné meno
nad;Predložka;nad;Predložka
reálnymi;Prídavné meno;reálnymi;Prídavné meno
číslami;Podstatné meno;číslami;Podstatné meno
skúma;Sloveso;skúma;Sloveso
reálna;Prídavné meno;reálna;Prídavné meno
analýza;Podstatné meno;analýza;Podstatné meno
Toto;Zámeno;Toto;Zámeno
štúdium;Podstatné meno;štúdium;Podstatné meno
poskytuje;Sloveso;poskytuje;Sloveso
okrem;Predložka;okrem;Predložka
iného;Prídavné meno;iného;Zámeno
matematický;Prídavné meno;matematický;Prídavné meno
základ;Podstatné meno;základ;Podstatné meno
kvantovej;Prídavné meno;kvantovej;Prídavné meno
mechaniky;Podstatné meno;mechaniky;Podstatné meno
Teória;Podstatné meno;Teória;Podstatné meno
množín;Podstatné meno;množín;Podstatné meno
matematická;Prídavné meno;matematická;Prídavné meno
logika;Podstatné meno;logika;Podstatné meno
a;Spojka;a;Spojka
teória;Podstatné meno;teória;Podstatné meno
modelov;Podstatné meno;modelov;Podstatné meno
vznikli;Sloveso;vznikli;Sloveso
za;Predložka;za;Predložka
účelom;Podstatné meno;účelom;Podstatné meno
skúmať;Sloveso;skúmať;Sloveso
základy;Podstatné meno;základy;Podstatné meno
matematiky;Podstatné meno;matematiky;Podstatné meno
Tieto;Zámeno;Tieto;Zámeno
odbory;Podstatné meno;odbory;Podstatné meno
sú;Sloveso;sú;Sloveso
dnes;Príslovka;dnes;Príslovka
časťou;Podstatné meno;časťou;Podstatné meno
teoretickej;Prídavné meno;teoretickej;Prídavné meno
informatiky;Podstatné meno;informatiky;Podstatné meno
Numerická;Prídavné meno;Numerická;Prídavné meno
analýza;Podstatné meno;analýza;Podstatné meno
skúma;Sloveso;skúma;Sloveso
metódy;Podstatné meno;metódy;Podstatné meno
na;Citoslovce;na;Predložka
efektívne;Príslovka;efektívne;Prídavné meno
riešenie;Podstatné meno;riešenie;Podstatné meno
rôznych;Prídavné meno;rôznych;Prídavné meno
matematických;Prídavné meno;matematických;Prídavné meno
problémov;Podstatné meno;problémov;Podstatné meno
na;Citoslovce;na;Predložka
počítačoch;Podstatné meno;počítačoch;Podstatné meno
a;Spojka;a;Spojka
chyby;Podstatné meno;chyby;Podstatné meno
ktoré;Zámeno;ktoré;Zámeno
pri;Predložka;pri;Predložka
numerickom;Prídavné meno;numerickom;Prídavné meno
riešení;Podstatné meno;riešení;Podstatné meno
vznikajú;Sloveso;vznikajú;Sloveso
Prvá;Číslovka;Prvá;Číslovka
písomná;Prídavné meno;písomná;Prídavné meno
zmienka;Podstatné meno;zmienka;Podstatné meno
o;Citoslovce;o;Predložka
nej;Zámeno;nej;Zámeno
pochádza;Sloveso;pochádza;Sloveso
z;Podstatné meno;z;Predložka
roku;Podstatné meno;roku;Podstatné meno
Je;Sloveso;Je;Sloveso
to;Zámeno;to;Zámeno
listina;Podstatné meno;listina;Podstatné meno
ostrihomského;Prídavné meno;ostrihomského;Prídavné meno
arcibiskupa;Podstatné meno;arcibiskupa;Podstatné meno
Jána;Podstatné meno;Jána;Podstatné meno
o;Citoslovce;o;Predložka
donácii;Podstatné meno;donácii;Podstatné meno
príjmov;Podstatné meno;príjmov;Podstatné meno
miestneho;Prídavné meno;miestneho;Prídavné meno
kostola;Podstatné meno;kostola;Podstatné meno
ostrihomskej;Prídavné meno;ostrihomskej;Prídavné meno
kapitule;Podstatné meno;kapitule;Podstatné meno
Udelil;Sloveso;Udelil;Sloveso
jej;Zámeno;jej;Zámeno
ich;Zámeno;ich;Zámeno
v;Predložka;v;Predložka
roku;Podstatné meno;roku;Podstatné meno
uhorský;Prídavné meno;uhorský;Prídavné meno
kráľ;Podstatné meno;kráľ;Podstatné meno
Belo;Podstatné meno;Belo;Podstatné meno
Výsadné;Prídavné meno;Výsadné;Prídavné meno
postavenie;Podstatné meno;postavenie;Podstatné meno
mesta;Podstatné meno;mesta;Podstatné meno
upevňovali;Sloveso;upevňovali;Sloveso
ďalší;Prídavné meno;ďalší;Prídavné meno
uhorskí;Prídavné meno;uhorskí;Prídavné meno
králi;Podstatné meno;králi;Podstatné meno
O;Citoslovce;O;Predložka
dôležitom;Prídavné meno;dôležitom;Prídavné meno
postavení;Podstatné meno;postavení;Podstatné meno
mesta;Podstatné meno;mesta;Podstatné meno
svedčí;Sloveso;svedčí;Sloveso
aj;Citoslovce;aj;Spojka
skutočnosť;Podstatné meno;skutočnosť;Podstatné meno
že;Spojka;že;Spojka
