Slovo;Slovný druh;Slovo2;Slovný druh2
skúsenosti;Podstatné meno;skúsenosti;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Iňigo;Príslovka;Iňigo;Podstatné meno
tu;Zámeno;tu;Zámeno
prežíval;Sloveso;prežíval;Sloveso
svoje;Zámeno;svoje;Zámeno
veľké;Prídavné meno;veľké;Prídavné meno
duchovné;Prídavné meno;duchovné;Prídavné meno
cvičenia;Podstatné meno;cvičenia;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Z;Predložka;Z;Predložka
Manresy;Podstatné meno;Manresy;Podstatné meno
šiel;Sloveso;šiel;Sloveso
Iňigo;Podstatné meno;Iňigo;Podstatné meno
do;Predložka;do;Predložka
Barcelony;Podstatné meno;Barcelony;Podstatné meno
,;Interpunkcia;,;Interpunkcia
odkiaľ;Zámeno;odkiaľ;Zámeno
cestoval;Sloveso;cestoval;Sloveso
loďou;Podstatné meno;loďou;Podstatné meno
do;Predložka;do;Predložka
Talianska;Podstatné meno;Talianska;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Z;Predložka;Z;Predložka
Ríma;Podstatné meno;Ríma;Podstatné meno
šiel;Sloveso;šiel;Sloveso
peši;Podstatné meno;peši;Príslovka
do;Predložka;do;Predložka
Benátok;Podstatné meno;Benátok;Podstatné meno
a;Spojka;a;Spojka
odtiaľ;Zámeno;odtiaľ;Zámeno
loďou;Podstatné meno;loďou;Podstatné meno
cez;Predložka;cez;Predložka
ostrov;Podstatné meno;ostrov;Podstatné meno
Cyprus;Podstatné meno;Cyprus;Podstatné meno
do;Predložka;do;Predložka
Palestíny;Podstatné meno;Palestíny;Podstatné meno
,;Interpunkcia;,;Interpunkcia
kam;Zámeno;kam;Zámeno
prišiel;Sloveso;prišiel;Sloveso
25;Číslica;25;Číslica
.;Interpunkcia;.;Interpunkcia
augusta;Podstatné meno;augusta;Podstatné meno
1523;Číslica;1523;Číslica
.;Interpunkcia;.;Interpunkcia
Ale;Spojka;Ale;Spojka
františkáni;Podstatné meno;františkáni;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktorí;Zámeno;ktorí;Zámeno
boli;Sloveso;boli;Sloveso
ustanovením;Podstatné meno;ustanovením;Podstatné meno
Svätej;Prídavné meno;Svätej;Prídavné meno
stolice;Podstatné meno;stolice;Podstatné meno
a;Spojka;a;Spojka
so;Predložka;so;Predložka
súhlasom;Podstatné meno;súhlasom;Podstatné meno
tureckých;Prídavné meno;tureckých;Prídavné meno
vrchností;Podstatné meno;vrchností;Podstatné meno
strážcami;Podstatné meno;strážcami;Podstatné meno
svätých;Prídavné meno;svätých;Prídavné meno
miest;Podstatné meno;miest;Podstatné meno
,;Interpunkcia;,;Interpunkcia
mu;Zámeno;mu;Zámeno
to;Zámeno;to;Zámeno
nedovolili;Sloveso;nedovolili;Sloveso
.;Interpunkcia;.;Interpunkcia
Tie;Zámeno;Tie;Zámeno
,;Interpunkcia;,;Interpunkcia
čo;Zámeno;čo;Zámeno
mu;Zámeno;mu;Zámeno
dali;Sloveso;dali;Sloveso
rozliční;Prídavné meno;rozliční;Prídavné meno
obdivovatelia;Podstatné meno;obdivovatelia;Podstatné meno
a;Spojka;a;Spojka
dobrodinci;Podstatné meno;dobrodinci;Podstatné meno
,;Interpunkcia;,;Interpunkcia
rozdal;Sloveso;rozdal;Sloveso
.;Interpunkcia;.;Interpunkcia
Najhoršie;Prídavné meno;Najhoršie;Príslovka
bolo;Sloveso;bolo;Sloveso
s;Predložka;s;Predložka
miestom;Podstatné meno;miestom;Podstatné meno
na;Predložka;na;Predložka
lodi;Podstatné meno;lodi;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Po;Predložka;Po;Predložka
nezaujatom;Príčastie - Sloveso;nezaujatom;Prídavné meno
posudzovaní;Podstatné meno;posudzovaní;Podstatné meno
rozličných;Prídavné meno;rozličných;Prídavné meno
možností;Podstatné meno;možností;Podstatné meno
prišiel;Sloveso;prišiel;Sloveso
k;Predložka;k;Predložka
presvedčeniu;Podstatné meno;presvedčeniu;Podstatné meno
,;Interpunkcia;,;Interpunkcia
že;Spojka;že;Spojka
spomenutý;Príčastie - Sloveso;spomenutý;Príčastie - Sloveso
cieľ;Podstatné meno;cieľ;Podstatné meno
ľahšie;Príslovka;ľahšie;Príslovka
dosiahne;Sloveso;dosiahne;Sloveso
,;Interpunkcia;,;Interpunkcia
keď;Spojka;keď;Spojka
bude;Sloveso;bude;Sloveso
aspoň;Častica;aspoň;Častica
trochu;Číslovka;trochu;Príslovka
študovať;Sloveso;študovať;Sloveso
.;Interpunkcia;.;Interpunkcia
V;Predložka;V;Predložka
Barcelone;Podstatné meno;Barcelone;Podstatné meno
Iňigo;Príslovka;Iňigo;Podstatné meno
študoval;Sloveso;študoval;Sloveso
dva;Číslovka;dva;Číslovka
roky;Podstatné meno;roky;Podstatné meno
latinčinu;Podstatné meno;latinčinu;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Žili;Sloveso;Žili;Sloveso
v;Predložka;v;Predložka
chudobe;Podstatné meno;chudobe;Podstatné meno
,;Interpunkcia;,;Interpunkcia
venovali;Sloveso;venovali;Sloveso
sa;Zvratné zámeno;sa;Zvratné zámeno
dobročinnosti;Podstatné meno;dobročinnosti;Podstatné meno
a;Spojka;a;Spojka
poučovali;Sloveso;poučovali;Sloveso
ľudí;Podstatné meno;ľudí;Podstatné meno
o;Predložka;o;Predložka
viere;Podstatné meno;viere;Podstatné meno
a;Spojka;a;Spojka
o;Predložka;o;Predložka
zachovávaní;Podstatné meno;zachovávaní;Podstatné meno
kresťanských;Prídavné meno;kresťanských;Prídavné meno
zásad;Podstatné meno;zásad;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Dovtedy;Zámeno;Dovtedy;Zámeno
pokladal;Sloveso;pokladal;Sloveso
za;Predložka;za;Predložka
najvýznamnejšiu;Prídavné meno;najvýznamnejšiu;Prídavné meno
čnosť;Podstatné meno;čnosť;Podstatné meno
chudobu;Podstatné meno;chudobu;Podstatné meno
.;Interpunkcia;.;Interpunkcia
To;Zámeno;To;Zámeno
boli;Sloveso;boli;Sloveso
dostatočné;Prídavné meno;dostatočné;Prídavné meno
dôvody;Podstatné meno;dôvody;Podstatné meno
na;Predložka;na;Predložka
to;Zámeno;to;Zámeno
,;Interpunkcia;,;Interpunkcia
aby;Spojka;aby;Spojka
trvale;Príslovka;trvale;Príslovka
vyžadoval;Sloveso;vyžadoval;Sloveso
od;Predložka;od;Predložka
svojich;Zámeno;svojich;Zámeno
nasledovníkov;Podstatné meno;nasledovníkov;Podstatné meno
dôsledné;Prídavné meno;dôsledné;Prídavné meno
dodržiavanie;Podstatné meno;dodržiavanie;Podstatné meno
chudoby;Podstatné meno;chudoby;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Ignácovi;Podstatné meno;Ignácovi;Prídavné meno
mladí;Prídavné meno;mladí;Prídavné meno
druhovia;Podstatné meno;druhovia;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktorých;Zámeno;ktorých;Zámeno
nechal;Sloveso;nechal;Sloveso
v;Predložka;v;Predložka
Španielsku;Podstatné meno;Španielsku;Podstatné meno
,;Interpunkcia;,;Interpunkcia
mali;Sloveso;mali;Sloveso
prísť;Sloveso;prísť;Sloveso
po;Predložka;po;Predložka
istom;Zámeno;istom;Prídavné meno
čase;Podstatné meno;čase;Podstatné meno
za;Predložka;za;Predložka
ním;Zámeno;ním;Zámeno
do;Predložka;do;Predložka
Paríža;Podstatné meno;Paríža;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Kvôli;Predložka;Kvôli;Predložka
často;Príslovka;často;Príslovka
opakovaným;Príčastie - Sloveso;opakovaným;Prídavné meno
žlčníkovým;Prídavné meno;žlčníkovým;Prídavné meno
záchvatom;Podstatné meno;záchvatom;Podstatné meno
mu;Zámeno;mu;Zámeno
lekári;Podstatné meno;lekári;Podstatné meno
radili;Sloveso;radili;Sloveso
prerušiť;Sloveso;prerušiť;Sloveso
štúdium;Podstatné meno;štúdium;Podstatné meno
a;Spojka;a;Spojka
na;Predložka;na;Predložka
istý;Prídavné meno;istý;Prídavné meno
čas;Podstatné meno;čas;Podstatné meno
odísť;Sloveso;odísť;Sloveso
na;Predložka;na;Predložka
vzduch;Podstatné meno;vzduch;Podstatné meno
rodného;Prídavné meno;rodného;Prídavné meno
kraja;Podstatné meno;kraja;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Jeho;Zámeno;Jeho;Zámeno
spoločníci;Podstatné meno;spoločníci;Podstatné meno
s;Predložka;s;Predložka
tým;Zámeno;tým;Zámeno
súhlasili;Sloveso;súhlasili;Sloveso
a;Spojka;a;Spojka
zároveň;Príslovka;zároveň;Príslovka
mu;Zámeno;mu;Zámeno
dali;Sloveso;dali;Sloveso
listy;Podstatné meno;listy;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktoré;Zámeno;ktoré;Zámeno
mal;Sloveso;mal;Sloveso
odovzdať;Sloveso;odovzdať;Sloveso
ich;Zámeno;ich;Zámeno
príbuzným;Prídavné meno;príbuzným;Podstatné meno
.;Interpunkcia;.;Interpunkcia
V;Predložka;V;Predložka
listoch;Podstatné meno;listoch;Podstatné meno
oznamovali;Sloveso;oznamovali;Sloveso
rodine;Podstatné meno;rodine;Podstatné meno
svoje;Zámeno;svoje;Zámeno
celoživotné;Prídavné meno;celoživotné;Prídavné meno
rozhodnutie;Podstatné meno;rozhodnutie;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Ignác;Podstatné meno;Ignác;Podstatné meno
bol;Sloveso;bol;Sloveso
vo;Predložka;vo;Predložka
svojej;Zámeno;svojej;Zámeno
domovine;Podstatné meno;domovine;Podstatné meno
asi;Častica;asi;Častica
tri;Číslovka;tri;Číslovka
mesiace;Podstatné meno;mesiace;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Koncom;Predložka;Koncom;Predložka
júla;Podstatné meno;júla;Podstatné meno
sa;Zvratné zámeno;sa;Zvratné zámeno
pobral;Sloveso;pobral;Sloveso
navštevovať;Sloveso;navštevovať;Sloveso
rodiny;Podstatné meno;rodiny;Podstatné meno
svojich;Zámeno;svojich;Zámeno
spoločníkov;Podstatné meno;spoločníkov;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Keďže;Spojka;Keďže;Spojka
šiel;Sloveso;šiel;Sloveso
peši;Podstatné meno;peši;Príslovka
,;Interpunkcia;,;Interpunkcia
trvalo;Sloveso;trvalo;Sloveso
mu;Zámeno;mu;Zámeno
to;Zámeno;to;Zámeno
asi;Častica;asi;Častica
tri;Číslovka;tri;Číslovka
mesiace;Podstatné meno;mesiace;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Konečne;Častica;Konečne;Príslovka
v;Predložka;v;Predložka
neskorej;Prídavné meno;neskorej;Prídavné meno
jeseni;Podstatné meno;jeseni;Podstatné meno
opustil;Sloveso;opustil;Sloveso
Španielsko;Podstatné meno;Španielsko;Podstatné meno
,;Interpunkcia;,;Interpunkcia
aby;Spojka;aby;Spojka
sa;Zvratné zámeno;sa;Zvratné zámeno
tam;Zámeno;tam;Zámeno
už;Častica;už;Častica
nikdy;Zámeno;nikdy;Zámeno
nevrátil;Sloveso;nevrátil;Sloveso
.;Interpunkcia;.;Interpunkcia
Do;Predložka;Do;Predložka
Benátok;Podstatné meno;Benátok;Podstatné meno
prišiel;Sloveso;prišiel;Sloveso
koncom;Predložka;koncom;Predložka
roku;Podstatné meno;roku;Podstatné meno
1535;Číslica;1535;Číslica
.;Interpunkcia;.;Interpunkcia
Ignácovi;Podstatné meno;Ignácovi;Prídavné meno
druhovia;Podstatné meno;druhovia;Podstatné meno
prišli;Sloveso;prišli;Sloveso
do;Predložka;do;Predložka
Benátok;Podstatné meno;Benátok;Podstatné meno
8;Číslica;8;Číslica
.;Interpunkcia;.;Interpunkcia
januára;Podstatné meno;januára;Podstatné meno
1537;Číslica;1537;Číslica
.;Interpunkcia;.;Interpunkcia
Teraz;Príslovka;Teraz;Príslovka
mohli;Sloveso;mohli;Sloveso
všetci;Zámeno;všetci;Zámeno
pokračovať;Sloveso;pokračovať;Sloveso
v;Predložka;v;Predložka
spoločnom;Prídavné meno;spoločnom;Prídavné meno
programe;Podstatné meno;programe;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Na;Predložka;Na;Predložka
obidve;Číslovka;obidve;Číslovka
úlohy;Podstatné meno;úlohy;Podstatné meno
sa;Zvratné zámeno;sa;Zvratné zámeno
pripravovali;Sloveso;pripravovali;Sloveso
modlitbou;Podstatné meno;modlitbou;Podstatné meno
a;Spojka;a;Spojka
dobročinnosťou;Podstatné meno;dobročinnosťou;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Kňazi;Podstatné meno;Kňazi;Podstatné meno
udeľovali;Sloveso;udeľovali;Sloveso
sviatosti;Podstatné meno;sviatosti;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Okrem;Predložka;Okrem;Predložka
toho;Zámeno;toho;Zámeno
im;Zámeno;im;Zámeno
dal;Sloveso;dal;Sloveso
písomné;Prídavné meno;písomné;Prídavné meno
povolenie;Podstatné meno;povolenie;Podstatné meno
,;Interpunkcia;,;Interpunkcia
podľa;Predložka;podľa;Predložka
ktorého;Zámeno;ktorého;Zámeno
všetci;Zámeno;všetci;Zámeno
nekňazi;Podstatné meno;nekňazi;Podstatné meno
tejto;Zámeno;tejto;Zámeno
skupiny;Podstatné meno;skupiny;Podstatné meno
mohli;Sloveso;mohli;Sloveso
prijať;Sloveso;prijať;Sloveso
kňazskú;Prídavné meno;kňazskú;Prídavné meno
vysviacku;Podstatné meno;vysviacku;Podstatné meno
od;Predložka;od;Predložka
hociktorého;Prídavné meno;hociktorého;Zámeno
biskupa;Podstatné meno;biskupa;Podstatné meno
aj;Častica;aj;Častica
mimo;Predložka;mimo;Predložka
jeho;Zámeno;jeho;Zámeno
jurisdikčnej;Prídavné meno;jurisdikčnej;Prídavné meno
oblasti;Podstatné meno;oblasti;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Okrem;Predložka;Okrem;Predložka
toho;Zámeno;toho;Zámeno
všetci;Zámeno;všetci;Zámeno
zložili;Sloveso;zložili;Sloveso
sľub;Podstatné meno;sľub;Podstatné meno
chudoby;Podstatné meno;chudoby;Podstatné meno
a;Spojka;a;Spojka
čistoty;Podstatné meno;čistoty;Podstatné meno
do;Predložka;do;Predložka
rúk;Podstatné meno;rúk;Podstatné meno
pápežského;Prídavné meno;pápežského;Prídavné meno
legáta;Podstatné meno;legáta;Podstatné meno
Girolama;Podstatné meno;Girolama;Podstatné meno
Veralla;Podstatné meno;Veralla;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Neskôr;Príslovka;Neskôr;Príslovka
sa;Zvratné zámeno;sa;Zvratné zámeno
rozišli;Sloveso;rozišli;Sloveso
po;Predložka;po;Predložka
severotalianskych;Prídavné meno;severotalianskych;Prídavné meno
univerzitných;Prídavné meno;univerzitných;Prídavné meno
mestách;Podstatné meno;mestách;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Všade;Zámeno;Všade;Zámeno
dosiahli;Sloveso;dosiahli;Sloveso
dobré;Prídavné meno;dobré;Prídavné meno
výsledky;Podstatné meno;výsledky;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Teda;Častica;Teda;Častica
prvý;Číslovka;prvý;Číslovka
cieľ;Podstatné meno;cieľ;Podstatné meno
dosiahli;Sloveso;dosiahli;Sloveso
.;Interpunkcia;.;Interpunkcia
On;Zámeno;On;Zámeno
i;Spojka;i;Spojka
jeho;Zámeno;jeho;Zámeno
spoločníci;Podstatné meno;spoločníci;Podstatné meno
sa;Zvratné zámeno;sa;Zvratné zámeno
mali;Sloveso;mali;Sloveso
stať;Sloveso;stať;Sloveso
Ježišovými;Prídavné meno;Ježišovými;Prídavné meno
spoločníkmi;Podstatné meno;spoločníkmi;Podstatné meno
a;Spojka;a;Spojka
mali;Sloveso;mali;Sloveso
niesť;Sloveso;niesť;Sloveso
jeho;Zámeno;jeho;Zámeno
meno;Podstatné meno;meno;Podstatné meno
.;Interpunkcia;.;Interpunkcia
V;Predložka;V;Predložka
Ríme;Podstatné meno;Ríme;Podstatné meno
sa;Zvratné zámeno;sa;Zvratné zámeno
Ignác;Podstatné meno;Ignác;Podstatné meno
venoval;Sloveso;venoval;Sloveso
duchovnej;Prídavné meno;duchovnej;Prídavné meno
službe;Podstatné meno;službe;Podstatné meno
,;Interpunkcia;,;Interpunkcia
pričom;Spojka;pričom;Spojka
dával;Sloveso;dával;Sloveso
duchovné;Prídavné meno;duchovné;Prídavné meno
cvičenia;Podstatné meno;cvičenia;Podstatné meno
viacerým;Číslovka;viacerým;Číslovka
významným;Prídavné meno;významným;Prídavné meno
osobnostiam;Podstatné meno;osobnostiam;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Po;Predložka;Po;Predložka
Veľkej;Prídavné meno;Veľkej;Prídavné meno
noci;Podstatné meno;noci;Podstatné meno
1538;Číslica;1538;Číslica
prišli;Sloveso;prišli;Sloveso
do;Predložka;do;Predložka
Ríma;Podstatné meno;Ríma;Podstatné meno
aj;Častica;aj;Častica
ostatní;Prídavné meno;ostatní;Prídavné meno
spoločníci;Podstatné meno;spoločníci;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Ten;Zámeno;Ten;Zámeno
ich;Zámeno;ich;Zámeno
ponuku;Podstatné meno;ponuku;Podstatné meno
s;Predložka;s;Predložka
radosťou;Podstatné meno;radosťou;Podstatné meno
prijal;Sloveso;prijal;Sloveso
.;Interpunkcia;.;Interpunkcia
Zima;Podstatné meno;Zima;Podstatné meno
na;Predložka;na;Predložka
prechode;Podstatné meno;prechode;Podstatné meno
rokov;Podstatné meno;rokov;Podstatné meno
1538;Číslica;1538;Číslica
-;Interpunkcia;-;Interpunkcia
1539;Číslica;1539;Číslica
bola;Sloveso;bola;Sloveso
v;Predložka;v;Predložka
Ríme;Podstatné meno;Ríme;Podstatné meno
neobyčajne;Príslovka;neobyčajne;Príslovka
krutá;Prídavné meno;krutá;Prídavné meno
.;Interpunkcia;.;Interpunkcia
Bezdomovci;Podstatné meno;Bezdomovci;Podstatné meno
zomierali;Sloveso;zomierali;Sloveso
od;Predložka;od;Predložka
hladu;Podstatné meno;hladu;Podstatné meno
a;Spojka;a;Spojka
mrazu;Podstatné meno;mrazu;Podstatné meno
na;Predložka;na;Predložka
uliciach;Podstatné meno;uliciach;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Po;Predložka;Po;Predložka
úradnom;Prídavné meno;úradnom;Prídavné meno
schválení;Podstatné meno;schválení;Podstatné meno
rehole;Podstatné meno;rehole;Podstatné meno
bolo;Sloveso;bolo;Sloveso
treba;Príslovka;treba;Príslovka
vykonať;Sloveso;vykonať;Sloveso
voľbu;Podstatné meno;voľbu;Podstatné meno
predstaveného;Príčastie - Sloveso;predstaveného;Podstatné meno
a;Spojka;a;Spojka
zložiť;Sloveso;zložiť;Sloveso
do;Predložka;do;Predložka
jeho;Zámeno;jeho;Zámeno
rúk;Podstatné meno;rúk;Podstatné meno
rehoľné;Prídavné meno;rehoľné;Prídavné meno
sľuby;Podstatné meno;sľuby;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Voľba;Podstatné meno;Voľba;Podstatné meno
sa;Zvratné zámeno;sa;Zvratné zámeno
uskutočnila;Sloveso;uskutočnila;Sloveso
5;Číslica;5;Číslica
.;Interpunkcia;.;Interpunkcia
apríla;Podstatné meno;apríla;Podstatné meno
1541;Číslica;1541;Číslica
.;Interpunkcia;.;Interpunkcia
Sľuby;Podstatné meno;Sľuby;Podstatné meno
skladali;Sloveso;skladali;Sloveso
každý;Zámeno;každý;Zámeno
na;Predložka;na;Predložka
mieste;Podstatné meno;mieste;Podstatné meno
svojho;Zámeno;svojho;Zámeno
pôsobiska;Podstatné meno;pôsobiska;Podstatné meno
do;Predložka;do;Predložka
rúk;Podstatné meno;rúk;Podstatné meno
nejakého;Zámeno;nejakého;Zámeno
cirkevného;Prídavné meno;cirkevného;Prídavné meno
predstaviteľa;Podstatné meno;predstaviteľa;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Iba;Častica;Iba;Častica
Bobadilla;Podstatné meno;Bobadilla;Podstatné meno
ich;Zámeno;ich;Zámeno
skladal;Sloveso;skladal;Sloveso
do;Predložka;do;Predložka
Ignácových;Prídavné meno;Ignácových;Prídavné meno
rúk;Podstatné meno;rúk;Podstatné meno
po;Predložka;po;Predložka
návrate;Podstatné meno;návrate;Podstatné meno
z;Predložka;z;Predložka
Neapola;Podstatné meno;Neapola;Podstatné meno
v;Predložka;v;Predložka
septembri;Podstatné meno;septembri;Podstatné meno
1541;Číslica;1541;Číslica
.;Interpunkcia;.;Interpunkcia
Tieto;Zámeno;Tieto;Zámeno
kolégiá;Podstatné meno;kolégiá;Podstatné meno
sa;Zvratné zámeno;sa;Zvratné zámeno
stali;Sloveso;stali;Sloveso
predvojom;Podstatné meno;predvojom;Podstatné meno
rozsiahleho;Prídavné meno;rozsiahleho;Prídavné meno
jezuitského;Prídavné meno;jezuitského;Prídavné meno
školstva;Podstatné meno;školstva;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktoré;Zámeno;ktoré;Zámeno
malo;Sloveso;malo;Sloveso
význam;Podstatné meno;význam;Podstatné meno
nielen;Častica;nielen;Spojka
pre;Predložka;pre;Predložka
Cirkev;Podstatné meno;Cirkev;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ale;Spojka;ale;Spojka
pre;Predložka;pre;Predložka
rozvoj;Podstatné meno;rozvoj;Podstatné meno
celej;Prídavné meno;celej;Prídavné meno
západnej;Prídavné meno;západnej;Prídavné meno
kultúry;Podstatné meno;kultúry;Podstatné meno
.;Interpunkcia;.;Interpunkcia
V;Predložka;V;Predložka
poslednom;Číslovka;poslednom;Prídavné meno
období;Podstatné meno;období;Podstatné meno
svojho;Zámeno;svojho;Zámeno
života;Podstatné meno;života;Podstatné meno
Ignác;Podstatné meno;Ignác;Podstatné meno
zakúsil;Sloveso;zakúsil;Sloveso
veľa;Číslovka;veľa;Číslovka
telesného;Prídavné meno;telesného;Prídavné meno
utrpenia;Podstatné meno;utrpenia;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Napriek;Predložka;Napriek;Predložka
tomu;Zámeno;tomu;Zámeno
veľmi;Príslovka;veľmi;Príslovka
intenzívne;Príslovka;intenzívne;Príslovka
pracoval;Sloveso;pracoval;Sloveso
v;Predložka;v;Predložka
apoštoláte;Sloveso;apoštoláte;Podstatné meno
,;Interpunkcia;,;Interpunkcia
takže;Spojka;takže;Spojka
si;Zvratné zámeno;si;Zvratné zámeno
zaslúžil;Sloveso;zaslúžil;Sloveso
titul;Podstatné meno;titul;Podstatné meno
apoštol;Podstatné meno;apoštol;Podstatné meno
Ríma;Podstatné meno;Ríma;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Okrem;Predložka;Okrem;Predložka
toho;Zámeno;toho;Zámeno
musel;Sloveso;musel;Sloveso
venovať;Sloveso;venovať;Sloveso
veľa;Číslovka;veľa;Číslovka
času;Podstatné meno;času;Podstatné meno
a;Spojka;a;Spojka
síl;Podstatné meno;síl;Podstatné meno
vedeniu;Podstatné meno;vedeniu;Podstatné meno
vzrastajúcej;Príčastie - Sloveso;vzrastajúcej;Príčastie - Sloveso
rehole;Podstatné meno;rehole;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Ignác;Podstatné meno;Ignác;Podstatné meno
Loyolský;Podstatné meno;Loyolský;Podstatné meno
zomrel;Sloveso;zomrel;Sloveso
takmer;Častica;takmer;Častica
nebadane;Príslovka;nebadane;Príslovka
31;Číslica;31;Číslica
.;Interpunkcia;.;Interpunkcia
júla;Podstatné meno;júla;Podstatné meno
1556;Číslica;1556;Číslica
ráno;Podstatné meno;ráno;Príslovka
.;Interpunkcia;.;Interpunkcia
Pápež;Podstatné meno;Pápež;Podstatné meno
Pavol;Podstatné meno;Pavol;Podstatné meno
V;Značky;V;Číslica
.;Interpunkcia;.;Interpunkcia
vyhlásil;Sloveso;vyhlásil;Sloveso
r;Značky;r;Značky
.;Interpunkcia;.;Interpunkcia
1609;Číslica;1609;Číslica
Ignáca;Podstatné meno;Ignáca;Podstatné meno
Loyolského;Prídavné meno;Loyolského;Podstatné meno
za;Predložka;za;Predložka
blahoslaveného;Príčastie - Sloveso;blahoslaveného;Prídavné meno
a;Spojka;a;Spojka
pápež;Podstatné meno;pápež;Podstatné meno
Gregor;Podstatné meno;Gregor;Podstatné meno
XV;Číslica;XV;Značky
.;Interpunkcia;.;Interpunkcia
r;Značky;r;Značky
.;Interpunkcia;.;Interpunkcia
1622;Číslica;1622;Číslica
za;Predložka;za;Predložka
svätého;Prídavné meno;svätého;Prídavné meno
.;Interpunkcia;.;Interpunkcia
Bitka;Podstatné meno;Bitka;Podstatné meno
pri;Predložka;pri;Predložka
Varne;Podstatné meno;Varne;Podstatné meno
Napriek;Predložka;Napriek;Predložka
mierovej;Prídavné meno;mierovej;Prídavné meno
zmluve;Podstatné meno;zmluve;Podstatné meno
Uhorsko;Podstatné meno;Uhorsko;Podstatné meno
s;Predložka;s;Predložka
Benátkami;Podstatné meno;Benátkami;Podstatné meno
a;Spojka;a;Spojka
pápežom;Podstatné meno;pápežom;Podstatné meno
Eugenom;Podstatné meno;Eugenom;Podstatné meno
IV;Číslica;IV;Číslica
.;Interpunkcia;.;Interpunkcia
zorganizovali;Sloveso;zorganizovali;Sloveso
novú;Prídavné meno;novú;Prídavné meno
križiacku;Prídavné meno;križiacku;Prídavné meno
armádu;Podstatné meno;armádu;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Uhri;Podstatné meno;Uhri;Podstatné meno
boli;Sloveso;boli;Sloveso
slabo;Príslovka;slabo;Príslovka
vyzbrojení;Príčastie - Sloveso;vyzbrojení;Príčastie - Sloveso
a;Spojka;a;Spojka
sľubené;Príčastie - Sloveso;sľubené;Príčastie - Sloveso
posily;Podstatné meno;posily;Podstatné meno
z;Predložka;z;Predložka
Vlašska;Podstatné meno;Vlašska;Podstatné meno
a;Spojka;a;Spojka
Albánska;Podstatné meno;Albánska;Podstatné meno
neprišli;Sloveso;neprišli;Sloveso
.;Interpunkcia;.;Interpunkcia
Smrť;Podstatné meno;Smrť;Podstatné meno
Vladislava;Podstatné meno;Vladislava;Podstatné meno
III;Číslica;III;Číslica
.;Interpunkcia;.;Interpunkcia
v;Predložka;v;Predložka
bitke;Podstatné meno;bitke;Podstatné meno
spôsobila;Sloveso;spôsobila;Sloveso
,;Interpunkcia;,;Interpunkcia
že;Spojka;že;Spojka
Česko;Podstatné meno;Česko;Podstatné meno
a;Spojka;a;Spojka
Uhorsko;Podstatné meno;Uhorsko;Podstatné meno
zostali;Sloveso;zostali;Sloveso
v;Predložka;v;Predložka
rukách;Podstatné meno;rukách;Podstatné meno
4;Číslica;4;Číslica
‐;Interpunkcia;‐;Interpunkcia
ročného;Prídavné meno;ročného;Prídavné meno
Ladislava;Podstatné meno;Ladislava;Podstatné meno
Pohrobka;Podstatné meno;Pohrobka;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Týmito;Zámeno;Týmito;Zámeno
cestami;Podstatné meno;cestami;Podstatné meno
prešiel;Sloveso;prešiel;Sloveso
väčšiu;Prídavné meno;väčšiu;Prídavné meno
vzdialenosť;Podstatné meno;vzdialenosť;Podstatné meno
ako;Spojka;ako;Spojka
ostatní;Prídavné meno;ostatní;Prídavné meno
pápeži;Podstatné meno;pápeži;Podstatné meno
dohromady;Príslovka;dohromady;Príslovka
.;Interpunkcia;.;Interpunkcia
Svoje;Zámeno;Svoje;Zámeno
